timestamp,open,high,low,close,volume
2024-02-05 23:00:00,2294.96,2302.51,2291.62,2301.76,1686.35204
2024-02-06 00:00:00,2301.76,2302.95,2298.87,2302.71,1472.55688
2024-02-06 01:00:00,2302.71,2312.39,2300.61,2307.44,1337.27216
2024-02-06 02:00:00,2307.44,2329.79,2306.21,2324.2,3592.35817
2024-02-06 03:00:00,2324.2,2328.6,2313.41,2316.81,1792.10757
2024-02-06 04:00:00,2316.81,2319.53,2312.75,2314.79,1265.54569
2024-02-06 05:00:00,2314.79,2315.74,2308.27,2313.89,1331.13651
2024-02-06 06:00:00,2313.89,2317.2,2309.26,2316.81,1092.08088
2024-02-06 07:00:00,2316.81,2327.79,2311.41,2326.95,3152.92672
2024-02-06 08:00:00,2326.95,2338.35,2323.27,2336.71,4915.70538
2024-02-06 09:00:00,2336.71,2337.8,2328.2,2334.51,2668.02198
2024-02-06 10:00:00,2334.51,2343.89,2316.75,2326.6,7310.2082
2024-02-06 11:00:00,2326.6,2330.59,2318.0,2325.41,4532.96452
2024-02-06 12:00:00,2325.41,2332.2,2312.41,2326.16,5699.22137
2024-02-06 13:00:00,2326.16,2349.56,2319.34,2337.96,7901.49759
2024-02-06 14:00:00,2337.96,2347.5,2331.81,2338.63,4291.1301
2024-02-06 15:00:00,2338.63,2346.97,2331.31,2343.75,4281.1386
2024-02-06 16:00:00,2343.75,2362.27,2340.6,2347.01,7368.70212
2024-02-06 17:00:00,2347.01,2365.31,2344.82,2353.97,3068.30014
2024-02-06 18:00:00,2353.97,2365.4,2349.02,2363.96,3193.14973
2024-02-06 19:00:00,2363.96,2379.96,2360.17,2379.08,4664.69533
2024-02-06 20:00:00,2379.08,2392.49,2376.06,2380.4,7240.14205
2024-02-06 21:00:00,2380.4,2386.48,2375.48,2380.8,3298.30788
2024-02-06 22:00:00,2380.8,2384.68,2376.5,2381.6,1967.6588
2024-02-06 23:00:00,2381.6,2384.32,2371.86,2372.72,2220.89838
2024-02-07 00:00:00,2372.72,2390.64,2372.22,2380.06,3697.4297
2024-02-07 01:00:00,2380.06,2388.43,2375.81,2376.08,2170.41955
2024-02-07 02:00:00,2376.08,2380.59,2374.6,2376.01,1881.03853
2024-02-07 03:00:00,2376.01,2377.38,2362.89,2364.6,2664.54393
2024-02-07 04:00:00,2364.6,2368.79,2356.91,2360.63,2959.85139
2024-02-07 05:00:00,2360.63,2367.98,2357.1,2365.57,1375.36336
2024-02-07 06:00:00,2365.57,2366.16,2360.0,2363.97,1457.69561
2024-02-07 07:00:00,2363.97,2368.63,2360.11,2362.88,1095.78785
2024-02-07 08:00:00,2362.88,2365.39,2357.2,2363.39,1640.55368
2024-02-07 09:00:00,2363.39,2377.36,2361.41,2371.79,2577.84262
2024-02-07 10:00:00,2371.79,2372.34,2354.11,2355.93,2096.74039
2024-02-07 11:00:00,2355.93,2362.73,2354.8,2361.85,1885.96021
2024-02-07 12:00:00,2361.85,2373.75,2361.01,2373.11,2185.71797
2024-02-07 13:00:00,2373.11,2376.4,2365.81,2372.88,2681.67997
2024-02-07 14:00:00,2372.88,2385.94,2362.61,2365.8,6026.43689
2024-02-07 15:00:00,2365.8,2376.72,2361.47,2369.63,3240.37707
2024-02-07 16:00:00,2369.63,2399.98,2368.7,2398.16,8332.47011
2024-02-07 17:00:00,2398.16,2424.47,2396.1,2410.31,16163.28166
2024-02-07 18:00:00,2410.31,2418.8,2405.84,2417.93,4527.33998
2024-02-07 19:00:00,2417.93,2425.7,2413.33,2419.92,4414.58633
2024-02-07 20:00:00,2419.92,2445.12,2419.88,2439.46,9777.22975
2024-02-07 21:00:00,2439.46,2439.99,2425.86,2430.27,3841.38307
2024-02-07 22:00:00,2430.27,2432.1,2422.4,2425.69,1926.29168
2024-02-07 23:00:00,2425.69,2429.93,2422.81,2425.2,2484.4272
2024-02-08 00:00:00,2425.2,2437.65,2424.01,2434.93,4935.90419
2024-02-08 01:00:00,2434.93,2444.2,2430.41,2441.97,4865.73413
2024-02-08 02:00:00,2441.97,2444.58,2430.66,2434.66,2864.73385
2024-02-08 03:00:00,2434.66,2436.89,2432.4,2433.59,1477.82275
2024-02-08 04:00:00,2433.59,2435.39,2426.36,2427.4,1242.7485
2024-02-08 05:00:00,2427.4,2428.72,2422.41,2423.36,1517.62164
2024-02-08 06:00:00,2423.36,2423.95,2419.4,2419.72,1321.52817
2024-02-08 07:00:00,2419.72,2425.25,2412.0,2421.21,2501.49511
2024-02-08 08:00:00,2421.21,2427.8,2421.2,2424.05,1818.90005
2024-02-08 09:00:00,2424.05,2426.79,2420.61,2424.01,1420.61566
2024-02-08 10:00:00,2424.01,2429.49,2421.08,2423.1,2183.78465
2024-02-08 11:00:00,2423.1,2426.14,2416.15,2425.11,1696.3442
2024-02-08 12:00:00,2425.11,2429.5,2417.13,2422.05,2170.91423
2024-02-08 13:00:00,2422.05,2424.94,2416.61,2424.94,3928.31755
2024-02-08 14:00:00,2424.94,2443.48,2420.04,2437.82,8068.27813
2024-02-08 15:00:00,2437.82,2463.59,2428.91,2453.83,10850.99905
2024-02-08 16:00:00,2453.83,2455.77,2413.17,2424.55,10015.93197
2024-02-08 17:00:00,2424.55,2437.04,2418.01,2424.88,5570.24424
2024-02-08 18:00:00,2424.88,2432.95,2421.4,2430.62,2559.24841
2024-02-08 19:00:00,2430.62,2432.68,2421.41,2421.8,2439.2352
2024-02-08 20:00:00,2421.8,2434.16,2421.2,2428.0,3575.71202
2024-02-08 21:00:00,2428.0,2429.52,2422.21,2425.78,1831.52439
2024-02-08 22:00:00,2425.78,2431.2,2423.4,2424.21,1865.03568
2024-02-08 23:00:00,2424.21,2428.56,2418.4,2419.58,2082.82152
2024-02-09 00:00:00,2419.58,2424.4,2418.69,2423.6,3336.20238
2024-02-09 01:00:00,2423.6,2428.38,2422.01,2425.19,1454.3695
2024-02-09 02:00:00,2425.19,2459.0,2423.42,2457.32,9075.23088
2024-02-09 03:00:00,2457.32,2466.45,2442.8,2448.59,6160.04991
2024-02-09 04:00:00,2448.59,2456.51,2443.33,2445.99,2788.38726
2024-02-09 05:00:00,2445.99,2454.73,2440.13,2453.71,2478.10879
2024-02-09 06:00:00,2453.71,2453.98,2446.29,2448.84,1472.38947
2024-02-09 07:00:00,2448.84,2463.73,2448.21,2453.25,6061.87734
2024-02-09 08:00:00,2453.25,2476.83,2453.11,2476.0,5910.43753
2024-02-09 09:00:00,2476.0,2479.59,2466.4,2467.1,5461.68559
2024-02-09 10:00:00,2467.1,2475.76,2462.38,2475.35,4302.56842
2024-02-09 11:00:00,2475.35,2506.56,2466.35,2502.8,14055.35159
2024-02-09 12:00:00,2502.8,2525.0,2498.29,2514.55,16965.36453
2024-02-09 13:00:00,2514.55,2521.31,2510.62,2512.98,5342.30246
2024-02-09 14:00:00,2512.98,2519.71,2481.25,2494.2,17590.19765
2024-02-09 15:00:00,2494.2,2500.8,2476.88,2495.01,10913.52228
2024-02-09 16:00:00,2495.01,2502.79,2478.32,2486.65,4552.23143
2024-02-09 17:00:00,2486.65,2500.99,2484.62,2497.33,5269.34784
2024-02-09 18:00:00,2497.33,2523.36,2494.0,2501.52,12174.15178
2024-02-09 19:00:00,2501.52,2502.38,2481.5,2485.74,6440.53543
2024-02-09 20:00:00,2485.74,2495.4,2485.74,2489.77,3545.99921
2024-02-09 21:00:00,2489.77,2506.65,2484.01,2502.69,4052.02521
2024-02-09 22:00:00,2502.69,2505.8,2487.22,2495.3,3421.98863
2024-02-09 23:00:00,2495.3,2498.59,2485.17,2486.59,2308.59912
2024-02-10 00:00:00,2486.59,2496.19,2484.41,2486.01,2472.06193
2024-02-10 01:00:00,2486.01,2505.0,2483.0,2498.37,2286.7054
2024-02-10 02:00:00,2498.37,2506.24,2496.41,2505.95,1542.25347
2024-02-10 03:00:00,2505.95,2514.88,2505.95,2512.29,1281.29151
2024-02-10 04:00:00,2512.29,2515.84,2505.9,2506.21,1680.65221
2024-02-10 05:00:00,2506.21,2507.99,2500.74,2504.05,1266.8441
2024-02-10 06:00:00,2504.05,2507.64,2503.48,2504.24,1733.46048
2024-02-10 07:00:00,2504.24,2506.8,2494.47,2495.24,2165.87905
2024-02-10 08:00:00,2495.24,2498.81,2485.42,2485.52,1947.68983
2024-02-10 09:00:00,2485.52,2494.38,2485.52,2487.59,2018.29593
2024-02-10 10:00:00,2487.59,2491.8,2471.6,2474.45,3158.5423
2024-02-10 11:00:00,2474.45,2483.4,2473.61,2483.39,3661.10617
2024-02-10 12:00:00,2483.39,2492.0,2480.93,2487.98,1952.82959
2024-02-10 13:00:00,2487.98,2492.79,2481.05,2490.2,2355.12098
2024-02-10 14:00:00,2490.2,2496.81,2488.42,2492.65,1545.53932
2024-02-10 15:00:00,2492.65,2496.42,2489.0,2490.9,2062.37697
2024-02-10 16:00:00,2490.9,2494.4,2487.52,2491.4,1202.18617
2024-02-10 17:00:00,2491.4,2492.4,2483.6,2484.4,2467.39847
2024-02-10 18:00:00,2484.4,2493.0,2483.29,2490.77,1197.9942
2024-02-10 19:00:00,2490.77,2497.44,2488.93,2497.43,1724.59866
2024-02-10 20:00:00,2497.43,2511.8,2493.24,2506.37,3256.5104
2024-02-10 21:00:00,2506.37,2516.54,2506.21,2510.81,2611.93761
2024-02-10 22:00:00,2510.81,2511.36,2492.17,2496.07,2927.64635
2024-02-10 23:00:00,2496.07,2506.18,2494.61,2500.25,2175.65095
2024-02-11 00:00:00,2500.25,2504.39,2493.88,2504.08,1873.59752
2024-02-11 01:00:00,2504.08,2514.62,2502.64,2507.0,3612.64549
2024-02-11 02:00:00,2507.0,2511.99,2504.47,2505.78,1804.90959
2024-02-11 03:00:00,2505.78,2529.23,2504.41,2529.23,6769.30697
2024-02-11 04:00:00,2529.23,2537.29,2514.64,2517.6,4192.13178
2024-02-11 05:00:00,2517.6,2525.58,2516.88,2523.16,1945.22767
2024-02-11 06:00:00,2523.16,2534.34,2522.0,2530.73,2392.29439
2024-02-11 07:00:00,2530.73,2532.95,2522.53,2527.61,1553.00698
2024-02-11 08:00:00,2527.61,2539.75,2522.96,2524.6,2874.3391
2024-02-11 09:00:00,2524.6,2529.02,2521.09,2523.2,2108.29934
2024-02-11 10:00:00,2523.2,2524.0,2512.0,2521.81,3795.80992
2024-02-11 11:00:00,2521.81,2531.84,2520.31,2531.41,2986.10172
2024-02-11 12:00:00,2531.41,2532.6,2521.36,2522.3,5058.67551
2024-02-11 13:00:00,2522.3,2524.58,2510.0,2510.76,3723.03529
2024-02-11 14:00:00,2510.76,2515.38,2505.27,2514.38,2513.14055
2024-02-11 15:00:00,2514.38,2514.38,2505.4,2508.87,1217.03929
2024-02-11 16:00:00,2508.87,2512.33,2501.35,2508.41,1794.8295
2024-02-11 17:00:00,2508.41,2520.48,2508.22,2511.31,2525.67248
2024-02-11 18:00:00,2511.31,2513.58,2497.01,2507.2,4553.52315
2024-02-11 19:00:00,2507.2,2511.4,2505.29,2508.01,1167.64477
2024-02-11 20:00:00,2508.01,2514.44,2493.7,2497.66,2454.56748
2024-02-11 21:00:00,2497.66,2504.78,2496.72,2503.89,1446.95326
2024-02-11 22:00:00,2503.89,2507.81,2499.86,2500.31,1019.40452
2024-02-11 23:00:00,2500.31,2507.37,2498.23,2507.1,1663.75144
