asset,entry_time_utc,exit_time_utc,side,entry_px,exit_px,holding_days,ecdf,signed_vpin,d25,vpin
avaxusdt,2024-02-19T06:14:00,2024-02-20T13:32:00,-1,40.232,39.048,1.3041666666666667,0.9414659414659414,-0.028439445755814634,-9.27546252602468e-05,0.10700542770853222
linkusdt,2024-02-19T16:40:00,2024-02-20T16:53:00,-1,20.112,18.861,1.0090277777777779,0.8971941638608305,-0.02006623070288617,-0.0014180349013756255,0.12837386664866293
fetusdt,2024-02-20T05:03:00,2024-02-20T23:37:00,-1,0.9606,1.0632,0.7736111111111111,0.9545844044558698,-0.014667199510670453,-0.0009201435102948186,0.10558619407436001
arbusdt,2024-02-20T15:12:00,2024-02-21T05:48:00,-1,1.9766,1.9249,0.6083333333333333,0.8711733361195277,-0.033025743981818005,-0.0010527146774916285,0.15441495855631118
fetusdt,2024-02-21T02:11:00,2024-02-21T22:30:00,-1,1.0421,1.1148,0.8465277777777778,0.8543613707165109,-0.024254654405534603,-0.0010226563415055845,0.10302627225663201
arbusdt,2024-02-21T14:35:00,2024-02-22T08:44:00,-1,1.8282,1.8823,0.75625,0.9327446349727898,-0.0832679241072759,-0.002802787349439617,0.16254516860198187
fetusdt,2024-02-21T23:09:00,2024-02-22T15:10:00,-1,1.1241,1.1547,0.6673611111111111,0.9410919540229885,-0.00690765294720888,-0.0013978603314433458,0.11243385273822439
arbusdt,2024-02-22T12:39:00,2024-02-23T09:15:00,-1,1.8534,1.776,0.8583333333333333,0.8897901247085065,-0.03970148981884101,-0.0026546154559875523,0.1575221618459966
fetusdt,2024-02-22T15:13:00,2024-02-23T13:32:00,-1,1.1782,1.1773,0.9298611111111111,0.8499665103817816,-0.012807723691108976,-0.0026592368831157703,0.10783453715332675
fetusdt,2024-02-24T16:08:00,2024-02-26T06:10:00,-1,1.0874,1.0939,1.5847222222222221,0.9889148191365228,-0.033459826422960935,-0.0008347311186644724,0.1197577250915913
avaxusdt,2024-02-28T06:59:00,2024-02-28T18:53:00,-1,39.317,38.517,0.49583333333333335,0.8367899008115419,-0.045663880510370944,-0.003143591098964116,0.10013215720881866
avaxusdt,2024-02-28T20:09:00,2024-02-29T12:18:00,-1,38.31,43.0,0.6729166666666667,0.8674884437596302,-0.019338890334108218,-0.004481565884856306,0.10330194012240224
linkusdt,2024-02-28T21:18:00,2024-02-29T18:50:00,-1,19.01,19.545,0.8972222222222223,0.8037949921752738,-0.03799250060557667,-0.0010265163194881355,0.1210353613326116
avaxusdt,2024-02-29T20:34:00,2024-03-01T21:12:00,-1,42.236,42.06,1.0263888888888888,0.9156908665105387,-0.025998495765385737,-0.0021233867533418938,0.10623956480960749
avaxusdt,2024-03-01T23:10:00,2024-03-03T02:17:00,-1,42.522,43.714,1.1298611111111112,0.8765611990008326,-0.03589043872935068,-0.0009141628967500037,0.10485005522294756
arbusdt,2024-03-03T07:41:00,2024-03-03T17:10:00,-1,2.0318,2.0927,0.3951388888888889,0.9944287230279448,-0.0837669224710167,-0.0061723864431793285,0.18035676348469173
fetusdt,2024-03-05T02:19:00,2024-03-05T18:21:00,-1,1.7142,1.7562,0.6680555555555555,0.8221574344023324,-0.030589386213667105,-0.0003378522941620554,0.10427355854366192
arbusdt,2024-03-05T16:29:00,2024-03-05T20:31:00,-1,2.1175,1.8904,0.16805555555555557,0.8477914676053977,-0.05811043413820061,-0.0013947780321094394,0.1517896208802917
avaxusdt,2024-03-05T20:55:00,2024-03-06T17:18:00,-1,37.83,40.293,0.8493055555555555,0.9538053767512306,-0.05326103103516053,-0.0015485175142008895,0.10938226309497066
fetusdt,2024-03-05T21:42:00,2024-03-06T09:52:00,-1,1.752,1.917,0.5069444444444444,0.9906542056074766,-0.06369829054097806,-0.00012145417136365244,0.12319933081986159
fetusdt,2024-03-06T12:10:00,2024-03-06T17:09:00,-1,1.9931,2.278,0.2076388888888889,0.8541458541458542,-0.017201682744161687,-0.00012761886485153362,0.10732853474745666
fetusdt,2024-03-06T17:23:00,2024-03-07T00:29:00,-1,2.2244,2.5822,0.29583333333333334,0.8278081750885098,-0.0014603725403816291,-0.00012861551585340025,0.10633826388782089
fetusdt,2024-03-07T02:51:00,2024-03-07T08:15:00,-1,2.6062,2.7157,0.225,0.8762224938875306,-0.003112476849426672,-0.00048213882916879613,0.11089092076346418
fetusdt,2024-03-07T13:26:00,2024-03-07T20:21:00,-1,2.6388,2.5793,0.2881944444444444,0.9307647740440325,-0.00916245881568325,-0.0002825672904050308,0.11490547932630203
fetusdt,2024-03-07T20:36:00,2024-03-08T11:34:00,-1,2.5707,2.5321,0.6236111111111111,0.9833989870568374,-0.015523686626706619,-0.0004992894626191791,0.12893819316503058
arbusdt,2024-03-08T04:52:00,2024-03-08T15:38:00,-1,2.1711,2.1138,0.4486111111111111,0.8740445859872611,-0.007894399141668309,-0.0010894377581927295,0.15401389874909485
arbusdt,2024-03-08T15:41:00,2024-03-09T08:56:00,-1,2.1373,2.1423,0.71875,0.8478123519191281,-0.030989516318937378,-0.002300769696228,0.15174296634092
fetusdt,2024-03-08T17:28:00,2024-03-09T04:48:00,-1,2.8875,2.8598,0.4722222222222222,0.9477037430315901,-0.02494751314378495,-0.004514743866906076,0.12135178856718039
fetusdt,2024-03-09T04:59:00,2024-03-09T13:56:00,-1,2.9024,3.0299,0.3729166666666667,0.927371413802016,-0.03645155558253972,-0.0009529496093716033,0.12161477842459562
arbusdt,2024-03-10T15:03:00,2024-03-11T08:30:00,-1,2.0527,2.0835,0.7270833333333333,0.9407670893906588,-0.03151523926614701,-0.0009265908908188403,0.16329370495347026
fetusdt,2024-03-11T01:44:00,2024-03-11T19:47:00,-1,2.7832,2.7013,0.7520833333333333,0.9241412213740458,-0.04036946387499846,-0.0020635319574421745,0.12155738397427918
linkusdt,2024-03-11T07:56:00,2024-03-12T08:18:00,-1,21.355,20.39,1.0152777777777777,0.8578614311212072,-0.021883804166043342,-0.001523325121443278,0.12295738299799933
avaxusdt,2024-03-11T12:43:00,2024-03-11T22:37:00,1,46.554,48.776,0.4125,0.8008933172994331,0.003659997338890967,0.01080830696000852,0.10019642317204294
avaxusdt,2024-03-11T22:50:00,2024-03-12T09:13:00,-1,48.784,47.443,0.4326388888888889,0.8821344140493077,-0.0014824852636193065,-0.011909195118276247,0.105927339790739
arbusdt,2024-03-12T03:21:00,2024-03-12T14:59:00,-1,2.0676,1.9928,0.4847222222222222,0.821374277896017,-0.015311422150238048,-0.0007606876043320943,0.15005254951642877
avaxusdt,2024-03-12T12:30:00,2024-03-12T16:04:00,-1,47.841,54.626,0.1486111111111111,0.8272606823451474,-0.048476397660807094,-0.0002273321685019314,0.1027172387516361
linkusdt,2024-03-12T14:29:00,2024-03-13T17:31:00,-1,20.568,20.388,1.1263888888888889,0.8792308914667091,-0.055488726579995935,-2.2418741557450605e-05,0.1248806483794538
avaxusdt,2024-03-12T16:06:00,2024-03-12T19:26:00,1,54.675,56.26,0.1388888888888889,0.8916761687571265,0.0031073336139828423,0.0035499502743581296,0.10667512358376446
arbusdt,2024-03-13T10:10:00,2024-03-13T16:23:00,-1,2.2132,2.1616,0.2590277777777778,0.9932402317634824,-0.0006348275811134829,-0.0002526461176903527,0.17931029241065327
arbusdt,2024-03-13T16:31:00,2024-03-14T05:13:00,-1,2.1595,2.05,0.5291666666666667,0.9329794293297943,-0.0699883291450566,-0.008901889073076097,0.164383023975199
fetusdt,2024-03-14T15:34:00,2024-03-14T22:02:00,-1,2.6181,2.8595,0.26944444444444443,0.9070967741935484,-0.058400146185840766,-0.0009548363171452134,0.1185729789835143
avaxusdt,2024-03-14T20:46:00,2024-03-15T04:24:00,-1,53.242,53.121,0.31805555555555554,0.9367618478098371,-0.04199175688895171,-0.0035016171372508204,0.10908173964824316
fetusdt,2024-03-15T05:11:00,2024-03-15T13:02:00,-1,2.6009,2.7786,0.32708333333333334,0.9622876087857439,-0.08433881259231979,-0.0013329087251385263,0.12769554113611267
fetusdt,2024-03-15T13:06:00,2024-03-16T04:37:00,-1,2.8027,2.6292,0.6465277777777778,0.8031256342601989,-0.039879665113505075,-0.0043788388495448055,0.11281287169822017
avaxusdt,2024-03-15T23:50:00,2024-03-16T07:37:00,-1,58.72,60.731,0.32430555555555557,0.9465724381625442,-0.01449038503184264,-0.002729581980561044,0.11004682547552154
fetusdt,2024-03-17T04:14:00,2024-03-17T14:53:00,-1,2.5149,2.8538,0.44375,0.9058869093725794,-0.028004154956661594,-0.000900703444573811,0.12068545883764066
arbusdt,2024-03-17T14:46:00,2024-03-18T07:22:00,-1,1.7173,1.6968,0.6916666666666667,0.904167241617221,-0.022616284418022166,-0.0008940336255657821,0.1590422805074867
fetusdt,2024-03-18T02:28:00,2024-03-18T16:12:00,-1,2.8123,2.5822,0.5722222222222222,0.996096654275093,-0.055847502811809016,-0.0021963476031696683,0.15209854999231745
avaxusdt,2024-03-18T08:22:00,2024-03-18T13:56:00,1,59.854,61.954,0.23194444444444445,0.813717848791894,0.0022132123039650506,0.011928160734733864,0.10179678753062436
avaxusdt,2024-03-18T14:11:00,2024-03-18T18:17:00,1,61.593,62.976,0.17083333333333334,0.8748077908764736,0.0027171381919287286,4.222984927924889e-05,0.10602466617214817
fetusdt,2024-03-18T17:26:00,2024-03-19T07:07:00,-1,2.4843,2.2677,0.5701388888888889,0.8651010376843256,-0.05611987283189037,-0.0012568602776689974,0.11952461682090984
avaxusdt,2024-03-18T18:21:00,2024-03-19T01:05:00,-1,62.59,59.21,0.28055555555555556,0.9891208096141683,-0.021840418278245854,-0.004399181949680975,0.1176038288954011
avaxusdt,2024-03-19T01:06:00,2024-03-19T07:15:00,-1,59.169,55.794,0.25625,0.874344241818636,-0.013739693958074981,-0.002134124414970226,0.10690353460451597
arbusdt,2024-03-19T05:32:00,2024-03-19T11:57:00,-1,1.5552,1.5545,0.2673611111111111,0.8628983359159199,-0.07570097349926719,-6.262021705158438e-05,0.15426261229157773
fetusdt,2024-03-19T07:10:00,2024-03-19T14:50:00,-1,2.2438,2.475,0.3194444444444444,0.9458348230246693,-0.040194592074961066,-0.0009534178326472964,0.1286679845904172
avaxusdt,2024-03-20T00:18:00,2024-03-20T08:11:00,-1,54.174,54.02,0.3284722222222222,0.9726450999048525,-0.012708387458157335,-0.00016368483861001204,0.11352605331040051
arbusdt,2024-03-21T05:55:00,2024-03-21T17:41:00,-1,1.7262,1.7128,0.49027777777777776,0.8538889607868513,-0.012707165935338289,-0.0009538225430323899,0.15305138960024364
arbusdt,2024-03-26T01:48:00,2024-03-26T19:38:00,-1,1.729,1.6888,0.7430555555555556,0.8029529030650386,-0.004690909094116677,-0.0010624869428079442,0.14871174740745075
arbusdt,2024-03-26T22:35:00,2024-03-27T14:45:00,-1,1.7029,1.6757,0.6736111111111112,0.8041084024254423,-0.02081305117012967,-0.003961685209346283,0.14886953202254166
fetusdt,2024-03-27T18:54:00,2024-03-28T07:43:00,-1,2.9979,3.2476,0.5340277777777778,0.9638766519823788,-0.04549859282508918,-0.0006402835470226131,0.1306435719027671
fetusdt,2024-03-28T20:05:00,2024-03-29T16:02:00,-1,3.3796,3.1336,0.83125,0.8001704303366,-0.03179576063059837,-0.0002982723080766636,0.11389275270476115
fetusdt,2024-03-29T19:36:00,2024-03-30T22:44:00,-1,3.1756,3.1385,1.1305555555555555,0.8368031298029901,-0.029650679266331425,-0.0009707357623540552,0.11661297757232424
fetusdt,2024-03-30T22:59:00,2024-04-01T00:31:00,-1,3.1685,3.0803,1.0638888888888889,0.9637641223477542,-0.025345296338747866,-0.0032151151040962223,0.13210530465535722
fetusdt,2024-04-01T10:19:00,2024-04-02T08:59:00,-1,2.9179,2.6098,0.9444444444444444,0.9068667207353339,-0.05035285839117672,-0.0032212147144893566,0.12539708239547137
avaxusdt,2024-04-02T05:26:00,2024-04-03T06:39:00,-1,47.556,47.645,1.0506944444444444,0.8121434392828036,-0.05617043454656971,-4.927572357449339e-05,0.10218648887277336
arbusdt,2024-04-10T01:30:00,2024-04-11T06:19:00,-1,1.4818,1.4662,1.2006944444444445,0.8071340891039064,-0.03143235826174987,-0.00239838610970014,0.14628075676826677
arbusdt,2024-04-13T00:08:00,2024-04-13T17:29:00,-1,1.1675,1.0756,0.7229166666666667,0.8431372549019608,-0.11422643264484002,-0.0016477640522531978,0.14691416759347573
linkusdt,2024-04-13T00:59:00,2024-04-13T20:49:00,-1,15.212,12.148,0.8263888888888888,0.9090203183641775,-0.10135776710262874,-0.0012416686959317025,0.12590354253103617
avaxusdt,2024-04-13T04:26:00,2024-04-13T20:37:00,-1,38.393,31.215,0.6743055555555556,0.9459143555413877,-0.0801841790580207,-0.00040852025419818583,0.11118032779932119
fetusdt,2024-04-13T06:25:00,2024-04-13T20:45:00,-1,2.1374,1.7891,0.5972222222222222,0.8425334835398673,-0.07250714533891134,-6.217505248970467e-05,0.11814843761849922
fetusdt,2024-04-25T07:07:00,2024-04-26T22:43:00,-1,2.2657,2.1425,1.65,0.8775441735629613,-0.053344003755646234,-0.004407305523403626,0.12041645882660106
fetusdt,2024-05-06T20:24:00,2024-05-08T01:02:00,-1,2.4178,2.3736,1.1930555555555555,0.899105733824303,-0.03816941575543771,-0.0022104764812262145,0.1222214317937248
linkusdt,2024-05-17T00:16:00,2024-05-17T11:13:00,1,15.682,16.419,0.45625,0.8550311665182547,0.0007493878643492245,0.011170415849466722,0.11155505063300465
linkusdt,2024-05-17T11:44:00,2024-05-18T06:36:00,1,16.623,16.327,0.7861111111111111,0.973868817958611,0.002046671743798965,0.0028072162126626665,0.12678830131901286
linkusdt,2024-05-18T06:56:00,2024-05-19T14:01:00,-1,16.31,16.637,1.2951388888888888,0.8092082316009767,-0.0014788685623623346,-0.008277858908480151,0.10963410365142372
linkusdt,2024-05-19T21:53:00,2024-05-20T19:27:00,1,16.6,16.803,0.8986111111111111,0.8003117422930378,0.004553057511813753,0.004673023968458964,0.10613512559152212
arbusdt,2024-05-20T16:00:00,2024-05-21T00:48:00,-1,0.9845,1.1601,0.36666666666666664,0.8003370587191768,-0.058649399408303694,-0.0024887551757632187,0.14194679902899016
fetusdt,2024-05-23T15:45:00,2024-05-25T21:53:00,-1,2.3641,2.2906,2.2555555555555555,0.9002581311306144,-0.05483394555478553,-0.000364569229340167,0.12252750921846976
linkusdt,2024-05-24T14:34:00,2024-05-26T19:23:00,1,17.395,17.081,2.2006944444444443,0.8236698499317872,0.0018590032610366746,0.012303515663243045,0.10666578715588376
linkusdt,2024-06-07T19:32:00,2024-06-11T12:15:00,-1,16.373,15.473,3.696527777777778,0.867564534231201,-0.056211589627894035,-0.0005639799877744378,0.10965144037597298
arbusdt,2024-06-08T02:31:00,2024-06-10T07:58:00,-1,1.0003,0.9504,2.2270833333333333,0.827405427631579,-0.0847582306935723,-0.0005452886483712782,0.13916480249089447
fetusdt,2024-06-08T02:59:00,2024-06-10T23:53:00,-1,1.8383,1.6598,2.870833333333333,0.9797391414461187,-0.08489066498981948,-0.0037467811357723146,0.13815472009135255
avaxusdt,2024-06-23T21:14:00,2024-06-25T14:36:00,-1,24.933,25.669,1.7236111111111112,0.9373319544984489,-0.029390194973327365,-0.00027842063574726184,0.09413148369878895
fetusdt,2024-06-27T14:06:00,2024-06-28T16:23:00,-1,1.5893,1.4633,1.0951388888888889,0.8269720101781171,-0.0012919197948488487,-0.0017597894050692675,0.1052121043858935
fetusdt,2024-07-04T01:56:00,2024-07-05T09:47:00,-1,1.202,1.106,1.3270833333333334,0.8074049477004814,-0.05202988604721355,-0.0014143085893091045,0.10248750705117773
avaxusdt,2024-07-15T22:37:00,2024-07-17T15:49:00,-1,27.639,28.102,1.7166666666666666,0.828996282527881,-0.016315694581855486,-0.0003041531154262256,0.08254327654310158
avaxusdt,2024-07-19T08:32:00,2024-07-21T16:10:00,-1,26.942,31.297,2.3180555555555555,0.9655434507220674,-0.020227212396047918,-0.00019591910556797376,0.09275082170289012
avaxusdt,2024-07-21T16:15:00,2024-07-22T10:50:00,1,31.396,32.324,0.7743055555555556,0.8741401273885351,0.001381836533657333,0.008094585276732735,0.08648186096852245
avaxusdt,2024-07-22T11:18:00,2024-07-23T19:38:00,-1,32.187,29.831,1.3472222222222223,0.978973717146433,-0.025007371031149604,-0.009212518112304724,0.09997089663699532
avaxusdt,2024-07-24T00:09:00,2024-07-25T09:34:00,-1,29.82,27.438,1.3923611111111112,0.9431846498878644,-0.00939079119300026,-0.00037684222245479293,0.09488766974454682
avaxusdt,2024-07-25T11:43:00,2024-07-27T17:53:00,-1,27.306,28.498,2.2569444444444446,0.9891250617894216,-0.04759576666776405,-0.0006283974962303651,0.10791570675701154
avaxusdt,2024-07-30T09:37:00,2024-08-01T18:31:00,-1,27.073,24.325,2.370833333333333,0.8477775018624286,-0.027040523141612233,-0.00036507318384747245,0.09002316543877951
suiusdt,2024-08-09T07:30:00,2024-08-11T08:46:00,1,0.8448,0.8845,2.0527777777777776,0.865323435843054,0.017649665234185454,0.014049314450242052,0.05823723513406131
arbusdt,2024-08-11T09:19:00,2024-08-14T02:10:00,-1,0.5926,0.5758,2.7020833333333334,0.8920252664824319,-0.001207315665539879,-0.0042752061662716945,0.12955011115296475
suiusdt,2024-08-11T13:46:00,2024-08-12T12:32:00,1,0.902,1.0798,0.9486111111111111,0.9706457925636007,0.017434068038614473,0.00015711657303264792,0.07199191320440493
suiusdt,2024-08-12T12:34:00,2024-08-13T13:26:00,1,1.0776,0.9694,1.0361111111111112,0.9927927927927928,0.03332828065805781,0.004213104647157434,0.08953630417449317
suiusdt,2024-08-13T13:43:00,2024-08-15T14:24:00,-1,0.9593,0.9034,2.0284722222222222,0.9639261744966443,-0.0010412922703317317,-0.0020360109988211694,0.09483474467444078
suiusdt,2024-08-17T00:16:00,2024-08-20T09:54:00,-1,0.8093,0.901,3.401388888888889,0.98046875,-0.020562822711439218,-0.001043123241632471,0.10095968770672924
avaxusdt,2024-08-23T14:22:00,2024-08-25T08:04:00,1,26.598,26.154,1.7375,0.8083955704352305,0.001535305196900158,0.0007446011562486365,0.08485132208867546
linkusdt,2024-08-24T22:00:00,2024-08-27T22:13:00,-1,12.245,11.094,3.009027777777778,0.9802631578947368,-0.009191030266183784,-0.0007915829623952458,0.10355067183937289
avaxusdt,2024-08-25T13:01:00,2024-08-27T21:17:00,-1,26.596,25.079,2.3444444444444446,0.806443429731101,-0.018442022861975785,-0.0001287486002330418,0.08542555929520496
fetusdt,2024-08-25T21:30:00,2024-08-26T17:39:00,-1,1.3703,1.3424,0.8395833333333333,0.8071428571428572,-0.012020759369372554,-0.0010077301137410566,0.09709436916973291
suiusdt,2024-08-26T10:22:00,2024-08-30T03:17:00,1,0.9843,0.8002,3.704861111111111,0.8068916008614501,0.0002794304706718473,0.004714188169156516,0.08502372750629603
linkusdt,2024-08-27T23:11:00,2024-09-01T07:52:00,-1,11.087,10.885,4.361805555555556,0.9116883116883117,-0.03370514583857153,-0.0009141270966261661,0.09362578145475255
fetusdt,2024-08-28T04:27:00,2024-08-28T17:40:00,-1,1.2729,1.2326,0.5506944444444445,0.8340312982146793,-0.004389910060969749,-0.0009597041698964359,0.09759298848076031
fetusdt,2024-08-28T21:07:00,2024-08-29T19:44:00,-1,1.1879,1.142,0.9423611111111111,0.956060606060606,-0.001962054704429585,-0.0032654351671828757,0.11373699739025017
fetusdt,2024-08-30T04:50:00,2024-08-31T08:13:00,-1,1.1121,1.1763,1.1409722222222223,0.8044311887515978,-0.029531443676317676,-0.00024104086912804523,0.09751209611271236
fetusdt,2024-09-01T08:26:00,2024-09-02T07:26:00,-1,1.2006,1.1129,0.9583333333333334,0.9173433270872371,-0.01532620617400823,-0.00021536923157847165,0.10525630459103892
fetusdt,2024-09-04T15:23:00,2024-09-06T12:59:00,-1,1.1395,1.1067,1.9,0.9173869346733668,-0.022586927385552933,-2.8806779057630183e-05,0.10573030703979289
linkusdt,2024-09-08T09:07:00,2024-09-12T14:22:00,1,10.325,10.691,4.21875,0.9471170249061753,0.0014100140135518897,0.014280037453774791,0.09272135405601858
suiusdt,2024-09-08T09:42:00,2024-09-10T12:53:00,1,0.9648,0.9223,2.1326388888888888,0.8164400494437577,0.006458075313971311,0.009628332777404824,0.08541880296760204
suiusdt,2024-09-10T13:29:00,2024-09-12T13:33:00,1,0.9159,1.0295,2.0027777777777778,0.8681253696037847,0.0020346096820493278,0.0001298945932261958,0.09195387385839839
fetusdt,2024-09-11T13:25:00,2024-09-12T06:25:00,-1,1.3157,1.4191,0.7083333333333334,0.8110204893574696,-0.004966174860040164,-0.0003059023556609558,0.09705539362494188
fetusdt,2024-09-12T08:31:00,2024-09-13T01:23:00,-1,1.4339,1.3651,0.7027777777777777,0.8439091265178221,-0.010957824746155944,-0.0006557336559948473,0.09956949268159442
suiusdt,2024-09-12T14:17:00,2024-09-14T12:29:00,1,1.0493,1.0137,1.925,0.8761958356781092,0.013931507633662634,7.307855243592065e-05,0.09250738096319157
linkusdt,2024-09-12T14:56:00,2024-09-17T00:41:00,-1,10.6,10.527,4.40625,0.8485376044568245,-0.02560986190520187,-0.01811721513601057,0.08484882305261575
fetusdt,2024-09-13T02:05:00,2024-09-14T05:15:00,-1,1.366,1.3528,1.1319444444444444,0.9914827719705769,-0.018217025528392987,-0.0024543453730107856,0.11930942304093436
fetusdt,2024-09-14T12:24:00,2024-09-15T23:59:00,-1,1.3475,1.3356,1.4826388888888888,0.9543205177007994,-0.012071479405810855,-0.0005896121592024878,0.11430637646290961
suiusdt,2024-09-15T18:54:00,2024-09-17T06:50:00,1,1.1294,1.0945,1.4972222222222222,0.8546209761163032,0.01855650473038546,0.00958011061262283,0.09190110132831351
fetusdt,2024-09-16T00:07:00,2024-09-17T11:06:00,-1,1.3243,1.305,1.457638888888889,0.9121608802883703,-0.025749346515719092,-0.006262742805394739,0.10893344015947781
avaxusdt,2024-09-16T09:09:00,2024-09-19T01:39:00,-1,24.092,25.775,2.6875,0.8548677112766504,-0.02297782248095703,-0.0014138968107182265,0.08859714948875715
suiusdt,2024-09-17T12:07:00,2024-09-18T19:05:00,1,1.1733,1.2316,1.2902777777777779,0.8073891625615763,0.008501666875786152,0.0034377289550075046,0.0916358843592178
fetusdt,2024-09-20T14:39:00,2024-09-21T20:19:00,-1,1.5997,1.6323,1.2361111111111112,0.9233128834355828,-0.03098979682830076,-0.001501559924410839,0.11164897936137116
avaxusdt,2024-09-20T14:55:00,2024-09-23T11:29:00,1,27.501,27.299,2.8569444444444443,0.8004628439187452,0.0035760418428187847,0.010602832855707914,0.08464130802232805
suiusdt,2024-09-20T16:50:00,2024-09-22T10:06:00,1,1.4818,1.4651,1.7194444444444446,0.8236568457538995,0.0026639348476565038,0.008439068761359261,0.09152753697281157
suiusdt,2024-09-22T13:17:00,2024-09-23T03:38:00,1,1.5589,1.6187,0.5979166666666667,0.9464285714285714,0.004619029752741964,0.010712588486813404,0.09647633949251022
arbusdt,2024-09-22T19:44:00,2024-09-25T18:30:00,-1,0.5967,0.6089,2.948611111111111,0.9650695517774344,-0.024051662051297617,-0.002744867618196492,0.12206942469431423
suiusdt,2024-09-23T03:49:00,2024-09-24T11:17:00,-1,1.6256,1.557,1.3111111111111111,0.9560175929628149,-0.011909742343713796,-0.014208383778160472,0.10021173074009328
fetusdt,2024-09-23T08:24:00,2024-09-24T08:05:00,-1,1.6796,1.6855,0.9868055555555556,0.997895542376124,-0.005555823778202905,-0.0003898948379760514,0.13558931736292568
fetusdt,2024-09-24T08:16:00,2024-09-25T05:24:00,-1,1.6882,1.6966,0.8805555555555555,0.8653185806943915,-0.028744541601661632,-0.006220054131544847,0.1094226744935245
suiusdt,2024-09-24T18:43:00,2024-09-25T21:04:00,-1,1.6609,1.6905,1.0979166666666667,0.9871309613928841,-0.009900804791806585,-0.0009627059825580708,0.11198846015189078
fetusdt,2024-09-25T05:42:00,2024-09-26T05:27:00,-1,1.6925,1.6518,0.9895833333333334,0.9329887038100708,-0.0032344089464951286,-0.009370430645335687,0.11716954474068725
fetusdt,2024-09-26T08:06:00,2024-09-27T04:48:00,-1,1.682,1.6641,0.8625,0.9944401840490797,-0.04748865518106232,-0.003970694456968682,0.1392228159716313
suiusdt,2024-09-26T23:24:00,2024-09-28T17:44:00,1,1.6877,1.6386,1.7638888888888888,0.9139213602550478,0.00564389634583598,0.01114643346324437,0.10021577219920777
linkusdt,2024-09-27T04:18:00,2024-10-01T03:08:00,1,12.788,12.062,3.951388888888889,0.802801724137931,0.001963818652102337,0.009583208482436864,0.08167567491987776
avaxusdt,2024-09-27T06:35:00,2024-09-30T02:37:00,-1,29.698,28.323,2.834722222222222,0.8597093791281374,-0.012541247777587536,-0.0002133686356230874,0.08769843286947027
fetusdt,2024-09-27T10:22:00,2024-09-28T06:38:00,-1,1.6238,1.6241,0.8444444444444444,0.955374097987087,-0.06499389211619577,-0.00197600953259211,0.12718641137121306
arbusdt,2024-09-27T22:06:00,2024-09-30T20:39:00,-1,0.6638,0.6214,2.939583333333333,0.8745793820740287,-0.03154266906478158,-0.00020715335125344458,0.11336979111595555
fetusdt,2024-09-28T16:26:00,2024-09-30T01:27:00,-1,1.5823,1.6221,1.3756944444444446,0.9983180713885255,-0.05816729635786973,-0.0008763167679422257,0.15700092668374208
suiusdt,2024-09-28T18:42:00,2024-09-29T21:21:00,-1,1.6419,1.8097,1.1104166666666666,0.8124785738772712,-0.030557712508652086,-0.016425377720066636,0.09578810077865399
suiusdt,2024-09-29T21:46:00,2024-10-01T00:35:00,1,1.7985,1.7869,1.117361111111111,0.9482243611018918,0.00445519418621949,0.005246201076155851,0.1084889178599025
fetusdt,2024-09-30T01:41:00,2024-10-01T00:32:00,-1,1.6273,1.5337,0.9520833333333333,0.8032725920416511,-0.04276717734020333,-0.008545630283688141,0.1132227346467269
avaxusdt,2024-09-30T13:53:00,2024-10-02T11:12:00,-1,28.396,25.92,1.8881944444444445,0.8934252386002121,-0.04932057540765747,-0.0007053698488446308,0.09254897374981613
suiusdt,2024-10-01T00:48:00,2024-10-01T15:18:00,1,1.8071,1.7703,0.6041666666666666,0.9633322611772274,0.00592275372651712,0.002058096528608319,0.11357552403398782
fetusdt,2024-10-01T01:48:00,2024-10-01T16:59:00,-1,1.5716,1.5305,0.6326388888888889,0.8442035642109131,-0.05244644895326355,-0.0003300020709355589,0.11775429365825887
suiusdt,2024-10-01T15:21:00,2024-10-02T04:46:00,1,1.7789,1.8093,0.5590277777777778,0.9987519500780031,0.006550948486087648,0.005485479239225682,0.12688388157101554
fetusdt,2024-10-01T17:14:00,2024-10-02T11:24:00,-1,1.4882,1.4495,0.7569444444444444,0.9619358346927678,-0.02968390153668621,-0.0003775344111426604,0.1330484930131693
arbusdt,2024-10-02T01:30:00,2024-10-05T17:33:00,-1,0.557,0.5521,3.66875,0.9716183574879227,-0.07954689453838228,-0.00019705206267797704,0.12803023084038648
suiusdt,2024-10-02T04:54:00,2024-10-02T16:15:00,-1,1.8363,1.8768,0.47291666666666665,0.9251741896395032,-0.008599255224790143,-0.007363349031334815,0.11461538693494694
fetusdt,2024-10-02T11:36:00,2024-10-03T10:59:00,-1,1.4675,1.3989,0.9743055555555555,0.8247090420769919,-0.03234949029024408,-0.0018939436831008766,0.11797774941211113
avaxusdt,2024-10-02T11:45:00,2024-10-04T16:43:00,-1,25.976,26.298,2.2069444444444444,0.8473544973544973,-0.03967704724163336,-0.008689929228198875,0.09046526127486873
suiusdt,2024-10-02T18:11:00,2024-10-03T07:30:00,-1,1.8047,1.8832,0.5548611111111111,0.8086854460093896,-0.012859901971245695,-0.005018311550040802,0.1018084595564886
suiusdt,2024-10-03T08:15:00,2024-10-03T16:31:00,-1,1.8294,1.6118,0.34444444444444444,0.959177847559235,-0.0006172800509059304,-0.008817623025753035,0.122695586582389
