asset,entry_time_utc,exit_time_utc,side,entry_px,exit_px,holding_days,ecdf,signed_vpin,d25,vpin
avaxusdt,2024-01-30T22:54:00,2024-02-01T04:07:00,-1,35.704,32.987,1.2173611111111111,0.8153486560186989,-0.02630834287130025,-0.0016944774672784657,0.09309425565061519
suiusdt,2024-01-31T00:09:00,2024-01-31T23:34:00,1,1.5109,1.5359,0.9756944444444444,0.8213414634146341,0.010233095034884027,0.010854303360907647,0.08812704412180772
linkusdt,2024-01-31T09:57:00,2024-02-01T07:35:00,1,15.639,15.792,0.9013888888888889,0.9970916141541445,0.02203131679618876,0.006562798835798564,0.11660803027780167
arbusdt,2024-02-01T01:53:00,2024-02-02T00:15:00,-1,1.694,1.7892,0.9319444444444445,0.8042032455440277,-0.0373597160376191,-0.0011562216607054476,0.1506940936452271
avaxusdt,2024-02-01T04:58:00,2024-02-02T14:09:00,-1,33.022,35.869,1.382638888888889,0.8104158860996628,-0.025314453463443104,-0.0002504137204963619,0.09352026692406476
linkusdt,2024-02-01T14:53:00,2024-02-01T22:09:00,1,16.396,17.248,0.30277777777777776,0.8013574660633485,0.0167197474045643,0.006580633360090876,0.10169668219316097
linkusdt,2024-02-01T22:15:00,2024-02-02T06:13:00,-1,17.251,17.882,0.33194444444444443,0.8879273041973171,-0.002739323555900301,-0.009405029408560334,0.109800318461711
linkusdt,2024-02-02T06:27:00,2024-02-02T15:06:00,1,17.892,18.451,0.36041666666666666,0.9995854063018242,0.007639129503049493,0.005182940199067385,0.13000380055192826
linkusdt,2024-02-02T15:07:00,2024-02-02T22:59:00,1,18.432,17.787,0.3277777777777778,0.9212097095105451,0.005602561202117887,0.0009552406594438984,0.11756508600317683
suiusdt,2024-02-02T20:38:00,2024-02-05T06:22:00,1,1.4781,1.513,2.4055555555555554,0.8106508875739645,0.0016320479365281206,0.008657329756851725,0.08866217528886812
avaxusdt,2024-02-03T00:27:00,2024-02-04T23:18:00,1,37.212,34.955,1.9520833333333334,0.9637268847795164,0.011811591732557667,0.0018243871336875717,0.10232121955707531
linkusdt,2024-02-03T01:52:00,2024-02-03T23:20:00,-1,17.798,17.608,0.8944444444444445,0.9885974914481186,-0.012895789521972423,-0.0034749177842620105,0.13748315285799506
linkusdt,2024-02-04T17:13:00,2024-02-05T06:33:00,1,18.327,18.602,0.5555555555555556,0.8805970149253731,0.0015220626429847887,0.003937020479869158,0.11854914839095984
avaxusdt,2024-02-04T23:52:00,2024-02-07T03:17:00,-1,34.876,34.166,2.142361111111111,0.9481634054239616,-0.04088402760356072,-0.0010492186472657872,0.10451540531241774
suiusdt,2024-02-05T07:00:00,2024-02-06T18:27:00,-1,1.5172,1.5293,1.4770833333333333,0.8438775510204082,-0.011576446150820614,-0.0031211337935247024,0.09080000844134145
linkusdt,2024-02-05T07:26:00,2024-02-05T15:11:00,-1,18.682,19.44,0.3229166666666667,0.8265935572309802,-0.010506281870120955,-0.0016875721999884408,0.11725335240568917
linkusdt,2024-02-05T15:24:00,2024-02-06T08:14:00,-1,19.312,19.088,0.7013888888888888,0.9553275976174719,-0.0122239968076521,-0.00016259300443213776,0.13459396645906074
linkusdt,2024-02-06T10:23:00,2024-02-07T06:13:00,1,19.012,18.325,0.8263888888888888,0.8146730462519937,0.00959493551804917,0.008587279468986492,0.11843672582547798
linkusdt,2024-02-07T07:35:00,2024-02-08T07:15:00,1,18.444,19.091,0.9861111111111112,0.8836060512503859,0.0009939638727895774,0.00278664944291028,0.12460351248079238
linkusdt,2024-02-09T12:07:00,2024-02-10T17:15:00,-1,18.401,18.348,1.2138888888888888,0.9160899653979239,-0.02854105494361474,-0.0012825880748464913,0.12909566873935266
avaxusdt,2024-02-09T14:51:00,2024-02-11T20:45:00,-1,36.849,39.772,2.245833333333333,0.8982244768547876,-0.01254675833149674,-9.875801783164329e-05,0.10002313538993617
suiusdt,2024-02-10T06:00:00,2024-02-12T14:01:00,1,1.7405,1.8066,2.3340277777777776,0.8473589973142346,0.002021985368336119,0.006303394456998734,0.09108783638454365
fetusdt,2024-02-10T08:35:00,2024-02-14T18:14:00,-1,0.6138,0.6669,4.402083333333334,0.8778735632183908,-0.04008718257611249,-0.0011334981034547692,0.08821619244880566
linkusdt,2024-02-11T03:49:00,2024-02-11T15:07:00,-1,19.635,20.072,0.4708333333333333,0.8146206896551724,-0.015351764629444343,-0.0010001195374365057,0.1213398062728851
linkusdt,2024-02-12T07:16:00,2024-02-12T21:46:00,1,20.37,20.757,0.6041666666666666,0.8474085766903446,0.00015762258387474134,0.007347940003037845,0.12288184330446636
avaxusdt,2024-02-12T17:37:00,2024-02-13T16:16:00,-1,40.733,39.186,0.94375,0.9819819819819819,-0.01290911391103758,-0.0011406384244472823,0.11134391333078235
linkusdt,2024-02-12T21:53:00,2024-02-13T20:40:00,-1,20.58,19.819,0.9493055555555555,0.9664274730907227,-0.013699782382111659,-0.005262072943040125,0.1384017227664265
arbusdt,2024-02-13T15:00:00,2024-02-14T13:22:00,-1,2.0195,2.1133,0.9319444444444445,0.9432284541723667,-0.03701681221905888,-0.00148547105850938,0.1649592008286165
avaxusdt,2024-02-13T21:27:00,2024-02-14T21:36:00,-1,40.01,41.931,1.00625,0.9642960812772133,-0.035144351791989485,-0.0021805181845064997,0.10903077413799186
fetusdt,2024-02-14T20:02:00,2024-02-17T11:50:00,-1,0.6711,0.6946,2.658333333333333,0.917189460476788,-0.04258765965782556,-0.0007298295056924059,0.09435072252200452
avaxusdt,2024-02-14T23:10:00,2024-02-15T19:32:00,1,42.402,41.572,0.8486111111111111,0.8126760563380282,0.00468224107484546,0.004254640751437708,0.09799174621314594
arbusdt,2024-02-15T12:22:00,2024-02-16T06:21:00,-1,2.1089,2.0749,0.7493055555555556,0.8049132947976878,-0.01939368311932181,-0.0013944664621886593,0.1490492494027396
avaxusdt,2024-02-15T20:18:00,2024-02-17T08:52:00,-1,41.521,39.869,1.523611111111111,0.9501779359430605,-0.02824263322543915,-0.0004787756522802028,0.10751864815541362
fetusdt,2024-02-17T21:49:00,2024-02-19T04:05:00,-1,0.7694,0.8737,1.261111111111111,0.9657754010695188,-0.03519310918383534,-0.0016029257435179467,0.10548545229561782
