symbol,fold,feature,fwd_k,train_n,train_acc,train_rho,test_n,test_acc,test_rho,test_p,mean_bull,mean_bear
BTCUSDT,fwd5,cvd_slope_z,25,357,0.5042,0.0276,50,0.3,-0.3768,0.006991559066480461,-0.013784419436007375,-0.0005892288571456206
BTCUSDT,fwd5,large_ratio_ma10,25,357,0.4818,-0.0059,50,0.3,-0.4805,0.0004125687878084832,-0.013784419436007375,-0.0005892288571456206
BTCUSDT,fwd5,large_net_z,25,357,0.5098,0.0307,50,0.3,-0.402,0.0038085525048755856,-0.013784419436007375,-0.0005892288571456206
BTCUSDT,fwd5,trade_accel,25,357,0.3866,-0.2899,50,0.54,0.2844,0.04530372123438387,-0.0051875713266647284,-0.009186076966488268
BTCUSDT,fwd5,chart_1h_rsi,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_range_pctile,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_dist_sma20,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_dist_sma50,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_sma20_slope,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_macd_norm,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_bb_position,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_rsi,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_range_pctile,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_dist_sma20,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_dist_sma50,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_sma20_slope,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_macd_norm,25,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_bb_position,25,357,,,50,,,,,
BTCUSDT,fwd5,ob_imbalance,25,357,0.521,0.046,50,0.52,0.0502,0.728988695232155,-0.004908550499942809,-0.013045242095063128
BTCUSDT,fwd5,ob_spread_z,25,357,0.4818,0.0108,50,0.58,0.0585,0.6863704532652548,-0.005599330353461216,-0.00877431793969178
BTCUSDT,fwd5,ob_imb_ma5,25,357,0.5378,0.1655,50,0.66,0.3971,0.0042972477205136155,-0.0055433457984654785,-0.00789117201005265
BTCUSDT,fwd5,ob_imb_ma20,25,357,0.5602,0.2877,50,0.42,0.0804,0.5787989647677954,-0.008411482090505707,-0.00596216620264729
BTCUSDT,fwd5,ob_imb_centered,25,357,0.5378,0.1655,50,0.66,0.3971,0.0042972477205136155,-0.0055433457984654785,-0.00789117201005265
BTCUSDT,fwd5,buy_ratio,50,357,0.493,0.0072,50,0.56,-0.1604,0.26572487422669183,-0.018980396962738837,-0.0172264295197848
BTCUSDT,fwd5,delta_mom_z,50,357,0.4818,0.01,50,0.56,-0.1953,0.1741026919812443,-0.01879202531236159,-0.017414801170162048
BTCUSDT,fwd5,cvd_slope_z,50,357,0.4762,-0.023,50,0.64,0.0418,0.7730471133840358,-0.016910703775551945,-0.019296122706971692
BTCUSDT,fwd5,large_ratio_ma10,50,357,0.4538,-0.0897,50,0.64,-0.0764,0.597966215493756,-0.016910703775551945,-0.019296122706971692
BTCUSDT,fwd5,large_net_z,50,357,0.4874,-0.0317,50,0.64,0.0273,0.8506017192354086,-0.016910703775551945,-0.019296122706971692
BTCUSDT,fwd5,trade_accel,50,357,0.409,-0.271,50,0.56,0.2818,0.04739077290433424,-0.01575646144390094,-0.020450365038622697
BTCUSDT,fwd5,chart_1h_rsi,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_range_pctile,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_dist_sma20,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_dist_sma50,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_sma20_slope,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_macd_norm,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_1h_bb_position,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_rsi,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_range_pctile,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_dist_sma20,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_dist_sma50,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_sma20_slope,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_macd_norm,50,357,,,50,,,,,
BTCUSDT,fwd5,chart_4h_bb_position,50,357,,,50,,,,,
BTCUSDT,fwd5,ob_imbalance,50,357,0.5378,0.0348,50,0.5,0.0767,0.5963490036630579,-0.014232855665525485,-0.028056275578869534
BTCUSDT,fwd5,ob_spread_z,50,357,0.493,-0.0582,50,0.28,-0.2864,0.04373284673469939,-0.024810595587415277,-0.01139623089510836
BTCUSDT,fwd5,ob_imb_ma5,50,357,0.5322,0.0981,50,0.48,0.2466,0.08421738821888339,-0.026554696377501977,-0.014481434754301751
BTCUSDT,fwd5,ob_imb_ma20,50,357,0.549,0.1604,50,0.72,0.3609,0.010028170295491122,-0.011420051124869332,-0.024786775357654306
BTCUSDT,fwd5,ob_imb_centered,50,357,0.5322,0.0981,50,0.48,0.2466,0.08421738821888339,-0.026554696377501977,-0.014481434754301751
SOLUSDT,fwd1,buy_ratio,10,89,0.5281,0.0031,261,0.5594,0.1244,0.04472514959970904,0.0008553932760815892,-0.0029546163718860707
SOLUSDT,fwd1,delta_mom_z,10,89,0.4583,0.0942,261,0.4981,-0.0956,0.1234527809088303,-0.0006751516276426758,-0.0014357550170451968
SOLUSDT,fwd1,cvd_slope_z,10,89,0.4304,-0.1986,261,0.613,0.1721,0.0053052629151998975,0.001846550584812517,-0.003938207594290808
SOLUSDT,fwd1,large_ratio_ma10,10,89,0.4157,-0.249,261,0.659,0.2705,9.346619817631337e-06,0.0037051816814651596,-0.005782650667304881
SOLUSDT,fwd1,large_net_z,10,89,0.4375,-0.1858,261,0.613,0.1293,0.03683055367992565,0.0016824565418505975,-0.0037753661776110405
SOLUSDT,fwd1,trade_accel,10,89,0.618,0.1793,261,0.4598,-0.1642,0.00785401031913611,-0.0016928311854750649,-0.00042584400545580295
SOLUSDT,fwd1,chart_1h_rsi,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_range_pctile,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_dist_sma20,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_dist_sma50,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_sma20_slope,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_macd_norm,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_bb_position,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_rsi,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_range_pctile,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_dist_sma20,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_dist_sma50,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_sma20_slope,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_macd_norm,10,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_bb_position,10,89,,,261,,,,,
SOLUSDT,fwd1,ob_imbalance,10,89,0.4607,0.0352,261,0.4866,-0.0164,0.7921795221908722,-0.002006298522528846,0.0002463405279580646
SOLUSDT,fwd1,ob_spread_z,10,89,0.3676,-0.1795,261,0.5824,0.0667,0.28294431871544085,0.002591081080192962,-0.004677054650775219
SOLUSDT,fwd1,ob_imb_ma5,10,89,0.5281,0.0711,261,0.5057,-0.1556,0.011857511717324373,-0.0020461429563338653,-0.00024062062922428326
SOLUSDT,fwd1,ob_imb_ma20,10,89,0.5281,0.0783,261,0.4061,-0.1695,0.006060411921013939,-0.00341955713201355,0.0012877008269869684
SOLUSDT,fwd1,ob_imb_centered,10,89,0.5281,0.0711,261,0.5057,-0.1556,0.011857511717324373,-0.0020461429563338653,-0.00024062062922428326
SOLUSDT,fwd1,buy_ratio,25,89,0.5169,-0.0822,261,0.5594,0.1508,0.014757080471585136,0.001468314855028441,-0.005776902887057545
SOLUSDT,fwd1,delta_mom_z,25,89,0.5278,-0.0418,261,0.567,-0.0489,0.4317779827946393,-0.0007306464871624913,-0.003594727509310818
SOLUSDT,fwd1,cvd_slope_z,25,89,0.6456,-0.0297,261,0.7126,0.2931,1.4506621468518554e-06,0.00662105103017325,-0.01089030519826995
SOLUSDT,fwd1,large_ratio_ma10,25,89,0.5618,-0.0498,261,0.659,0.3252,7.677172014874248e-08,0.007291939889237497,-0.011556072768333706
SOLUSDT,fwd1,large_net_z,25,89,0.6625,0.0632,261,0.6743,0.2249,0.0002489166182679048,0.0060811206942254035,-0.010354496467940028
SOLUSDT,fwd1,trade_accel,25,89,0.427,-0.1462,261,0.4598,-0.0837,0.17768436484586886,-0.0038150101349976777,-0.0005339086221461291
SOLUSDT,fwd1,chart_1h_rsi,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_range_pctile,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_dist_sma20,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_dist_sma50,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_sma20_slope,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_macd_norm,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_bb_position,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_rsi,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_range_pctile,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_dist_sma20,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_dist_sma50,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_sma20_slope,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_macd_norm,25,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_bb_position,25,89,,,261,,,,,
SOLUSDT,fwd1,ob_imbalance,25,89,0.5169,0.1884,261,0.433,-0.0629,0.3116352241819314,-0.004496869988668515,0.001028491102164589
SOLUSDT,fwd1,ob_spread_z,25,89,0.3824,-0.229,261,0.682,0.2879,2.251830875423241e-06,0.010973351057168557,-0.015209381560937053
SOLUSDT,fwd1,ob_imb_ma5,25,89,0.6067,0.4548,261,0.5057,-0.1314,0.03382480693928007,-0.00442360475196655,-0.00030704885537614066
SOLUSDT,fwd1,ob_imb_ma20,25,89,0.7191,0.6123,261,0.4828,-0.0389,0.5315721010443063,-0.006569602330538111,0.002199656152054299
SOLUSDT,fwd1,ob_imb_centered,25,89,0.6067,0.4548,261,0.5057,-0.1314,0.03382480693928007,-0.00442360475196655,-0.00030704885537614066
SOLUSDT,fwd1,buy_ratio,50,89,0.4944,-0.0477,261,0.5517,0.08,0.19756428422461492,0.0057121320132252395,-0.0034674682125132987
SOLUSDT,fwd1,delta_mom_z,50,89,0.4861,0.1036,261,0.5594,-0.0424,0.4952401283756743,0.0025656402803400664,-0.0003449955004898444
SOLUSDT,fwd1,cvd_slope_z,50,89,0.3924,-0.2952,261,0.6284,0.2863,2.5725592671002e-06,0.014815047636933469,-0.012500895930697035
SOLUSDT,fwd1,large_ratio_ma10,50,89,0.4045,-0.3146,261,0.5824,0.2327,0.00014816394930227805,0.012011012494124314,-0.009718265636306274
SOLUSDT,fwd1,large_net_z,50,89,0.4125,-0.253,261,0.6284,0.2698,9.866494236843651e-06,0.015078917348563481,-0.012762751369719187
SOLUSDT,fwd1,trade_accel,50,89,0.5393,0.244,261,0.4598,-0.1558,0.011733576475666033,-0.005380138323066025,0.007540128304416963
SOLUSDT,fwd1,chart_1h_rsi,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_range_pctile,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_dist_sma20,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_dist_sma50,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_sma20_slope,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_macd_norm,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_1h_bb_position,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_rsi,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_range_pctile,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_dist_sma20,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_dist_sma50,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_sma20_slope,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_macd_norm,50,89,,,261,,,,,
SOLUSDT,fwd1,chart_4h_bb_position,50,89,,,261,,,,,
SOLUSDT,fwd1,ob_imbalance,50,89,0.427,-0.0715,261,0.4789,0.0354,0.5693351857346118,0.0010543417396496133,0.001173938392663158
SOLUSDT,fwd1,ob_spread_z,50,89,0.4559,-0.0785,261,0.7126,0.3459,9.496232684486713e-09,0.026307775180127592,-0.023905892729286626
SOLUSDT,fwd1,ob_imb_ma5,50,89,0.3596,-0.1068,261,0.5977,0.1189,0.055136107676203965,0.010560229864275966,-0.006697680406325352
SOLUSDT,fwd1,ob_imb_ma20,50,89,0.4944,0.2497,261,0.5824,0.3777,2.825055896763627e-10,0.0118374725928674,-0.009546050467120022
SOLUSDT,fwd1,ob_imb_centered,50,89,0.3596,-0.1068,261,0.5977,0.1189,0.055136107676203965,0.010560229864275966,-0.006697680406325352
SOLUSDT,fwd2,buy_ratio,10,200,0.56,0.1477,290,0.5862,0.1373,0.019287411036088418,0.0018637009093194442,-0.0028457794981881436
SOLUSDT,fwd2,delta_mom_z,10,200,0.5131,0.008,290,0.5379,0.0814,0.1665847594353391,0.0006713637239558538,-0.0016534423128245531
SOLUSDT,fwd2,cvd_slope_z,10,200,0.6094,0.1762,290,0.4828,0.0791,0.17894506144461828,-0.00037350178983765257,-0.0006085767990310468
SOLUSDT,fwd2,large_ratio_ma10,10,200,0.56,0.1705,290,0.5172,0.078,0.18515981086943342,0.0004238592639139872,-0.0014059378527826866
SOLUSDT,fwd2,large_net_z,10,200,0.6062,0.1313,290,0.5448,0.16,0.006307333056656823,0.0016672961374736084,-0.002649374726342308
SOLUSDT,fwd2,trade_accel,10,200,0.48,-0.1238,290,0.5793,0.0923,0.11660870203198,0.0015978041299807644,-0.002579882718849464
SOLUSDT,fwd2,chart_1h_rsi,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_range_pctile,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_dist_sma20,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_dist_sma50,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_sma20_slope,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_macd_norm,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_bb_position,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_rsi,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_range_pctile,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_dist_sma20,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_dist_sma50,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_sma20_slope,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_macd_norm,10,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_bb_position,10,200,,,290,,,,,
SOLUSDT,fwd2,ob_imbalance,10,200,0.44,-0.0462,290,0.5,-0.0325,0.5813576570973391,-0.0009389864684273636,0.00041418728634319904
SOLUSDT,fwd2,ob_spread_z,10,200,0.5864,0.1585,290,0.3931,-0.2636,5.361864019242981e-06,-0.00462449412532546,0.0036424155364567605
SOLUSDT,fwd2,ob_imb_ma5,10,200,0.505,-0.1054,290,0.5172,-0.0205,0.7284404499778121,-0.0004565356045450662,-0.0005255429843236333
SOLUSDT,fwd2,ob_imb_ma20,10,200,0.4,-0.0904,290,0.5793,0.0809,0.16918787698137147,0.0017995626075808918,-0.0027816411964495915
SOLUSDT,fwd2,ob_imb_centered,10,200,0.505,-0.1054,290,0.5172,-0.0205,0.7284404499778121,-0.0004565356045450662,-0.0005255429843236333
SOLUSDT,fwd2,buy_ratio,25,200,0.595,0.1773,290,0.5207,0.0187,0.7510728259683171,0.002548639897036946,0.001275603417344934
SOLUSDT,fwd2,delta_mom_z,25,200,0.6021,0.029,290,0.4793,-0.0701,0.2342735735194854,0.001234100072706488,0.002590143241675392
SOLUSDT,fwd2,cvd_slope_z,25,200,0.7135,0.2775,290,0.4241,-0.1357,0.02083709950297956,-0.0028688877141749823,0.006693131028556862
SOLUSDT,fwd2,large_ratio_ma10,25,200,0.625,0.2157,290,0.4241,-0.1302,0.026562903189220142,-0.0030273859888105027,0.006851629303192382
SOLUSDT,fwd2,large_net_z,25,200,0.6839,0.21,290,0.4241,-0.1034,0.07880906876706889,-0.0024221224828887586,0.006246365797270639
SOLUSDT,fwd2,trade_accel,25,200,0.445,-0.0613,290,0.4724,-0.0584,0.3218457370432518,-4.343992445674439e-05,0.0038676832388386245
SOLUSDT,fwd2,chart_1h_rsi,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_range_pctile,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_dist_sma20,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_dist_sma50,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_sma20_slope,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_macd_norm,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_bb_position,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_rsi,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_range_pctile,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_dist_sma20,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_dist_sma50,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_sma20_slope,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_macd_norm,25,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_bb_position,25,200,,,290,,,,,
SOLUSDT,fwd2,ob_imbalance,25,200,0.425,-0.0723,290,0.4828,0.0051,0.9311079055661593,0.0006548675887269537,0.004452822587211912
SOLUSDT,fwd2,ob_spread_z,25,200,0.644,0.3041,290,0.369,-0.3019,1.5931597523427908e-07,-0.008359619589915383,0.012183862904297262
SOLUSDT,fwd2,ob_imb_ma5,25,200,0.48,-0.1403,290,0.5621,0.0472,0.42308734120682767,0.003959778070915722,-0.00013553475653384206
SOLUSDT,fwd2,ob_imb_ma20,25,200,0.425,-0.1202,290,0.6655,0.3675,1.055063435507491e-10,0.010318928202759314,-0.006494684888377435
SOLUSDT,fwd2,ob_imb_centered,25,200,0.48,-0.1403,290,0.5621,0.0472,0.42308734120682767,0.003959778070915722,-0.00013553475653384206
SOLUSDT,fwd2,buy_ratio,50,200,0.57,0.1235,290,0.5034,0.0292,0.6200491146388499,0.006721795631480609,0.005868179257969064
SOLUSDT,fwd2,delta_mom_z,50,200,0.5445,0.0548,290,0.5034,-0.0611,0.2994480756700613,0.0055663081440606,0.007023666745389075
SOLUSDT,fwd2,cvd_slope_z,50,200,0.7083,0.3245,290,0.4414,-0.0962,0.10223081462720272,0.0022753684182171027,0.010314606471232573
SOLUSDT,fwd2,large_ratio_ma10,50,200,0.63,0.179,290,0.4207,-0.1192,0.04259764577422852,0.0012711925224915602,0.011318782366958116
SOLUSDT,fwd2,large_net_z,50,200,0.7202,0.3114,290,0.4345,-0.0914,0.12046381418016443,0.0019559757736378643,0.010633999115811813
SOLUSDT,fwd2,trade_accel,50,200,0.46,-0.0694,290,0.4966,0.023,0.6961862139021142,0.00668385798574448,0.005906116903705195
SOLUSDT,fwd2,chart_1h_rsi,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_range_pctile,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_dist_sma20,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_dist_sma50,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_sma20_slope,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_macd_norm,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_1h_bb_position,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_rsi,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_range_pctile,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_dist_sma20,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_dist_sma50,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_sma20_slope,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_macd_norm,50,200,,,290,,,,,
SOLUSDT,fwd2,chart_4h_bb_position,50,200,,,290,,,,,
SOLUSDT,fwd2,ob_imbalance,50,200,0.46,0.042,290,0.4862,0.1043,0.07631307891324057,0.006371088027012622,0.006141200851351604
SOLUSDT,fwd2,ob_spread_z,50,200,0.5654,0.3137,290,0.4759,-0.1554,0.008036018542213783,-0.004587268210465582,0.017177243099915255
SOLUSDT,fwd2,ob_imb_ma5,50,200,0.605,0.1053,290,0.5586,0.1618,0.005747807339811495,0.013333755297992385,-0.0007437804085427131
SOLUSDT,fwd2,ob_imb_ma20,50,200,0.55,0.3059,290,0.5793,0.2609,6.732349709901936e-06,0.016154182822423924,-0.003564207932974252
SOLUSDT,fwd2,ob_imb_centered,50,200,0.605,0.1053,290,0.5586,0.1618,0.005747807339811495,0.013333755297992385,-0.0007437804085427131
SOLUSDT,fwd3,buy_ratio,10,357,0.5798,0.1622,110,0.5091,0.1401,0.14420368627905952,-0.003359672813894201,-0.004620315043191013
SOLUSDT,fwd3,delta_mom_z,10,357,0.5455,0.0924,110,0.5455,-0.013,0.8926494481732371,-0.003933140939570052,-0.004046846917515163
SOLUSDT,fwd3,cvd_slope_z,10,357,0.5455,0.131,110,0.4909,-0.0947,0.3252306411351624,-0.004875347267652154,-0.0031046405894330597
SOLUSDT,fwd3,large_ratio_ma10,10,357,0.5574,0.109,110,0.5455,0.0645,0.5029703367940516,-0.003763230502004073,-0.004216757355081141
SOLUSDT,fwd3,large_net_z,10,357,0.5552,0.1346,110,0.5091,-0.0224,0.8165270734873737,-0.004345866032134937,-0.003634121824950277
SOLUSDT,fwd3,trade_accel,10,357,0.5406,0.0426,110,0.5273,0.175,0.06746604046519453,-0.003213757749901423,-0.004766230107183792
SOLUSDT,fwd3,chart_1h_rsi,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_range_pctile,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_dist_sma20,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_dist_sma50,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_sma20_slope,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_macd_norm,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_bb_position,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_rsi,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_range_pctile,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_dist_sma20,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_dist_sma50,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_sma20_slope,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_macd_norm,10,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_bb_position,10,357,,,110,,,,,
SOLUSDT,fwd3,ob_imbalance,10,357,0.4426,-0.0348,110,0.5,0.0114,0.9060767763789095,-0.0033792254331647406,-0.004578949263371264
SOLUSDT,fwd3,ob_spread_z,10,357,0.5,-0.0289,110,0.3636,-0.1243,0.19563286766949414,-0.006223116291737473,-0.0017568715653477416
SOLUSDT,fwd3,ob_imb_ma5,10,357,0.5266,-0.0626,110,0.5273,0.1175,0.22158997878630443,-0.0021290911633260125,-0.005850896693759202
SOLUSDT,fwd3,ob_imb_ma20,10,357,0.5294,0.0369,110,0.4545,-0.1314,0.17131901900648908,-0.003913441026425766,-0.004066546830659448
SOLUSDT,fwd3,ob_imb_centered,10,357,0.5266,-0.0626,110,0.5273,0.1175,0.22158997878630443,-0.0021290911633260125,-0.005850896693759202
SOLUSDT,fwd3,buy_ratio,25,357,0.5742,0.1242,110,0.5091,0.0827,0.39040811622714305,-0.007611547998219794,-0.007958713001702734
SOLUSDT,fwd3,delta_mom_z,25,357,0.5114,-0.019,110,0.5455,0.0039,0.9675990488201989,-0.005697669737249544,-0.009872591262672984
SOLUSDT,fwd3,cvd_slope_z,25,357,0.5227,0.0402,110,0.6,0.1313,0.1714673084545685,-0.007627234051414595,-0.007943026948507933
SOLUSDT,fwd3,large_ratio_ma10,25,357,0.4958,0.0287,110,0.6727,0.2873,0.0023422110320198038,-0.004370985923278044,-0.011199275076644484
SOLUSDT,fwd3,large_net_z,25,357,0.5014,0.0132,110,0.6182,0.1948,0.04143034035694961,-0.005870405745063658,-0.00969985525485887
SOLUSDT,fwd3,trade_accel,25,357,0.4566,-0.0696,110,0.5091,0.2415,0.011037305587732178,-0.005458861020012727,-0.010111399979909801
SOLUSDT,fwd3,chart_1h_rsi,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_range_pctile,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_dist_sma20,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_dist_sma50,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_sma20_slope,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_macd_norm,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_bb_position,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_rsi,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_range_pctile,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_dist_sma20,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_dist_sma50,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_sma20_slope,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_macd_norm,25,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_bb_position,25,357,,,110,,,,,
SOLUSDT,fwd3,ob_imbalance,25,357,0.4426,-0.0309,110,0.4636,0.026,0.7877728804359446,-0.007791325506474944,-0.007779156743680216
SOLUSDT,fwd3,ob_spread_z,25,357,0.4886,-0.0216,110,0.2182,-0.4544,6.15850570353905e-07,-0.01834583314087191,0.0027755721409493854
SOLUSDT,fwd3,ob_imb_ma5,25,357,0.549,0.0065,110,0.5455,0.1795,0.060661440454016724,-0.005419555092849627,-0.0101507059070729
SOLUSDT,fwd3,ob_imb_ma20,25,357,0.5742,0.1975,110,0.4727,-0.3354,0.0003410139062733919,-0.010233601866773903,-0.005336659133148625
SOLUSDT,fwd3,ob_imb_centered,25,357,0.549,0.0065,110,0.5455,0.1795,0.060661440454016724,-0.005419555092849627,-0.0101507059070729
SOLUSDT,fwd3,buy_ratio,50,357,0.535,0.0769,110,0.5091,0.0382,0.6923046905322285,-0.0190883789227662,-0.019473350949816358
SOLUSDT,fwd3,delta_mom_z,50,357,0.5227,-0.0127,110,0.4727,-0.1164,0.22601311050817402,-0.01984563117239933,-0.018716098700183238
SOLUSDT,fwd3,cvd_slope_z,50,357,0.5511,0.107,110,0.4909,-0.0998,0.2996212571856146,-0.02186762780816021,-0.016694102064422355
SOLUSDT,fwd3,large_ratio_ma10,50,357,0.535,0.0632,110,0.5455,0.0051,0.9577637358124572,-0.017920298092085358,-0.020641431780497207
