symbol,fold,feature,fwd_k,train_n,train_acc,train_rho,test_n,test_acc,test_rho,test_p,mean_bull,mean_bear
SOLUSDT,fwd3,large_net_z,50,357,0.5297,0.098,110,0.5091,-0.0855,0.37423050078185727,-0.02042982398878432,-0.01813190588379824
SOLUSDT,fwd3,trade_accel,50,357,0.5014,0.0534,110,0.6182,0.2599,0.006114574756771454,-0.01407066834318671,-0.02449106152939585
SOLUSDT,fwd3,chart_1h_rsi,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_range_pctile,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_dist_sma20,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_dist_sma50,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_sma20_slope,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_macd_norm,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_1h_bb_position,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_rsi,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_range_pctile,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_dist_sma20,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_dist_sma50,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_sma20_slope,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_macd_norm,50,357,,,110,,,,,
SOLUSDT,fwd3,chart_4h_bb_position,50,357,,,110,,,,,
SOLUSDT,fwd3,ob_imbalance,50,357,0.465,0.106,110,0.4091,-0.1199,0.21233393382478513,-0.024340575347198638,-0.014401858468630614
SOLUSDT,fwd3,ob_spread_z,50,357,0.5,-0.012,110,0.2909,-0.6193,5.501457383490336e-13,-0.035933811167628435,-0.0026279187049541414
SOLUSDT,fwd3,ob_imb_ma5,50,357,0.605,0.2098,110,0.4909,-0.0415,0.6670016051787344,-0.019660345632551268,-0.01890138424003129
SOLUSDT,fwd3,ob_imb_ma20,50,357,0.5798,0.3129,110,0.4364,-0.4547,6.03720753915807e-07,-0.02499518052757748,-0.013566549345005082
SOLUSDT,fwd3,ob_imb_centered,50,357,0.605,0.2098,110,0.4909,-0.0415,0.6670016051787344,-0.019660345632551268,-0.01890138424003129
SOLUSDT,fwd4,buy_ratio,10,469,0.5757,0.1628,81,0.5309,0.0236,0.8343497171898625,0.007288277911812626,0.007471290149580199
SOLUSDT,fwd4,delta_mom_z,10,469,0.5453,0.0724,81,0.6296,0.1806,0.106604327246381,0.011360646165682359,0.0034982479506829
SOLUSDT,fwd4,cvd_slope_z,10,469,0.5323,0.0809,81,0.4568,-0.3155,0.0041182812354068855,0.0034960350992560758,0.011171039235001226
SOLUSDT,fwd4,large_ratio_ma10,10,469,0.5458,0.0932,81,0.4568,-0.2802,0.011292290538552425,0.0038545369952316666,0.010821281287707965
SOLUSDT,fwd4,large_net_z,10,469,0.5398,0.0983,81,0.4568,-0.3169,0.00394403855745881,0.0036054234687211443,0.011064318874547499
SOLUSDT,fwd4,trade_accel,10,469,0.533,0.0588,81,0.3333,-0.3284,0.00276424426719544,0.0013169597291501274,0.013296966425348491
SOLUSDT,fwd4,chart_1h_rsi,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_range_pctile,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_dist_sma20,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_dist_sma50,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_sma20_slope,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_macd_norm,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_bb_position,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_rsi,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_range_pctile,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_dist_sma20,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_dist_sma50,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_sma20_slope,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_macd_norm,10,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_bb_position,10,469,,,81,,,,,
SOLUSDT,fwd4,ob_imbalance,10,469,0.4584,-0.0185,81,0.5309,-0.0433,0.7008478111056554,0.00782691879914203,0.007024109685248447
SOLUSDT,fwd4,ob_spread_z,10,469,0.4461,-0.0521,81,0.5802,0.5218,5.877499050696138e-07,0.013583484291208375,0.0013296253891941035
SOLUSDT,fwd4,ob_imb_ma5,10,469,0.533,-0.0186,81,0.6543,0.15,0.18121258350505745,0.0119673071464013,0.002906383579249785
SOLUSDT,fwd4,ob_imb_ma20,10,469,0.4947,0.032,81,0.6543,0.3451,0.0016061569842089772,0.012761354145750187,0.002131703579885019
SOLUSDT,fwd4,ob_imb_centered,10,469,0.533,-0.0186,81,0.6543,0.15,0.18121258350505745,0.0119673071464013,0.002906383579249785
SOLUSDT,fwd4,buy_ratio,25,469,0.5757,0.1237,81,0.5185,-0.022,0.8457736438206246,0.01144071211718602,0.015488687881064993
SOLUSDT,fwd4,delta_mom_z,25,469,0.5194,-0.0039,81,0.4691,-0.1645,0.14235276665369545,0.009949039931351027,0.016943977818464986
SOLUSDT,fwd4,cvd_slope_z,25,469,0.5453,0.0682,81,0.2963,-0.5361,2.498729620505256e-07,0.0027427988534647037,0.023974456918841886
SOLUSDT,fwd4,large_ratio_ma10,25,469,0.5373,0.0852,81,0.3704,-0.4086,0.00015262165927601296,0.003995246348701414,0.022752556923488997
SOLUSDT,fwd4,large_net_z,25,469,0.5247,0.0589,81,0.2963,-0.5475,1.2278682397705684e-07,0.002314784865154418,0.02439203154158363
SOLUSDT,fwd4,trade_accel,25,469,0.4648,-0.0172,81,0.4198,-0.3156,0.004101396473552963,0.005268693236529581,0.021510169715851762
SOLUSDT,fwd4,chart_1h_rsi,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_range_pctile,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_dist_sma20,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_dist_sma50,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_sma20_slope,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_macd_norm,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_bb_position,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_rsi,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_range_pctile,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_dist_sma20,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_dist_sma50,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_sma20_slope,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_macd_norm,25,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_bb_position,25,469,,,81,,,,,
SOLUSDT,fwd4,ob_imbalance,25,469,0.4499,-0.0166,81,0.4938,0.1114,0.3221800812239012,0.017329698906266056,0.01041767838190061
SOLUSDT,fwd4,ob_spread_z,25,469,0.3987,-0.1327,81,0.5432,0.5272,4.2816663992459664e-07,0.02174505508218657,0.005435670354235186
SOLUSDT,fwd4,ob_imb_ma5,25,469,0.5544,0.0436,81,0.6173,0.3454,0.0015892710278195721,0.020131611593983027,0.007009761562238645
SOLUSDT,fwd4,ob_imb_ma20,25,469,0.5586,0.1291,81,0.4691,-0.1211,0.28134803155165,0.012078701721140474,0.014866258999158206
SOLUSDT,fwd4,ob_imb_centered,25,469,0.5544,0.0436,81,0.6173,0.3454,0.0015892710278195721,0.020131611593983027,0.007009761562238645
SOLUSDT,fwd4,buy_ratio,50,469,0.5501,0.0853,81,0.5185,0.0108,0.9239597282105477,0.026005675249290882,0.024308730683894764
SOLUSDT,fwd4,delta_mom_z,50,469,0.5108,-0.0111,81,0.5185,-0.1059,0.3466605631138187,0.024652549035909025,0.02562885381890146
SOLUSDT,fwd4,cvd_slope_z,50,469,0.5409,0.1045,81,0.4198,-0.2196,0.04888277650914351,0.021829570368421154,0.028382979348157915
SOLUSDT,fwd4,large_ratio_ma10,50,469,0.5416,0.0936,81,0.4198,-0.1128,0.31602061889984756,0.023297964839696057,0.026950399376182405
SOLUSDT,fwd4,large_net_z,50,469,0.5204,0.0955,81,0.4198,-0.2453,0.027325796133346045,0.02164114977892712,0.028566804313517956
SOLUSDT,fwd4,trade_accel,50,469,0.5245,0.0884,81,0.4691,-0.2987,0.006753273364911313,0.018080949900698404,0.03204017004837524
SOLUSDT,fwd4,chart_1h_rsi,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_range_pctile,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_dist_sma20,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_dist_sma50,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_sma20_slope,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_macd_norm,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_1h_bb_position,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_rsi,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_range_pctile,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_dist_sma20,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_dist_sma50,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_sma20_slope,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_macd_norm,50,469,,,81,,,,,
SOLUSDT,fwd4,chart_4h_bb_position,50,469,,,81,,,,,
SOLUSDT,fwd4,ob_imbalance,50,469,0.4542,0.0511,81,0.5432,0.1318,0.24090909698638566,0.03134653789051532,0.020186880087839313
SOLUSDT,fwd4,ob_spread_z,50,469,0.4246,-0.1631,81,0.5926,0.5087,1.2406160714147963e-06,0.03423626998552413,0.01627888216074038
SOLUSDT,fwd4,ob_imb_ma5,50,469,0.5842,0.1558,81,0.642,0.3942,0.00027099736221770546,0.035516012152731403,0.015030353217123532
SOLUSDT,fwd4,ob_imb_ma20,50,469,0.5672,0.2311,81,0.6173,0.2824,0.010635709482686282,0.03272884151733776,0.017749544080922205
SOLUSDT,fwd4,ob_imb_centered,50,469,0.5842,0.1558,81,0.642,0.3942,0.00027099736221770546,0.035516012152731403,0.015030353217123532
SOLUSDT,fwd5,buy_ratio,10,578,0.5779,0.1631,84,0.5595,-0.0049,0.9650052904763061,-0.0059006014873740934,-0.00680099074612045
SOLUSDT,fwd5,delta_mom_z,10,578,0.562,0.1059,84,0.4881,-0.2486,0.02258332694278052,-0.006363450255088913,-0.00633814197840563
SOLUSDT,fwd5,cvd_slope_z,10,578,0.5375,0.0686,84,0.3929,-0.2373,0.02977612678428145,-0.008001827817874306,-0.004699764415620237
SOLUSDT,fwd5,large_ratio_ma10,10,578,0.5536,0.0841,84,0.369,-0.3136,0.0036800623453779064,-0.009405204145867768,-0.0032963880876267755
SOLUSDT,fwd5,large_net_z,10,578,0.5523,0.0856,84,0.4167,-0.3127,0.0037787944585919385,-0.007630860259354285,-0.005070731974140258
SOLUSDT,fwd5,trade_accel,10,578,0.5052,0.0049,84,0.6071,0.1807,0.09998568196120663,-0.003479122805355704,-0.009222469428138839
SOLUSDT,fwd5,chart_1h_rsi,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_range_pctile,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_dist_sma20,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_dist_sma50,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_sma20_slope,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_macd_norm,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_bb_position,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_rsi,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_range_pctile,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_dist_sma20,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_dist_sma50,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_sma20_slope,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_macd_norm,10,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_bb_position,10,578,,,84,,,,,
SOLUSDT,fwd5,ob_imbalance,10,578,0.4706,-0.0415,84,0.5714,0.0743,0.5020377695091874,-0.004999712427211785,-0.007639038704443898
SOLUSDT,fwd5,ob_spread_z,10,578,0.5061,0.0526,84,0.5833,0.2478,0.023023916821047923,-0.003624253156877958,-0.009077339076616585
SOLUSDT,fwd5,ob_imb_ma5,10,578,0.5121,-0.0154,84,0.5833,0.0699,0.527626921208934,-0.0060536791456770175,-0.006647913087817526
SOLUSDT,fwd5,ob_imb_ma20,10,578,0.4706,-0.0106,84,0.5357,0.0754,0.4952890445518231,-0.004416361699541143,-0.0082852305339534
SOLUSDT,fwd5,ob_imb_centered,10,578,0.5121,-0.0154,84,0.5833,0.0699,0.527626921208934,-0.0060536791456770175,-0.006647913087817526
SOLUSDT,fwd5,buy_ratio,25,578,0.5657,0.1131,84,0.5357,0.1039,0.3469505057066374,-0.002618618557954631,-0.00817286127949522
SOLUSDT,fwd5,delta_mom_z,25,578,0.5079,-0.0294,84,0.5833,0.024,0.8284771970246451,-0.0028094007035895374,-0.007982079133860313
SOLUSDT,fwd5,cvd_slope_z,25,578,0.5393,0.0287,84,0.4643,-0.402,0.00015024877524016282,-0.012400894756647407,0.0016094149191975562
SOLUSDT,fwd5,large_ratio_ma10,25,578,0.5277,0.0556,84,0.3929,-0.4782,4.210444209492256e-06,-0.014059170610865672,0.003267690773415821
SOLUSDT,fwd5,large_net_z,25,578,0.5209,0.0177,84,0.4643,-0.3884,0.0002614118284456322,-0.012175175959488603,0.0013836961220387526
SOLUSDT,fwd5,trade_accel,25,578,0.455,-0.0529,84,0.5833,0.3221,0.0028104393049806164,-0.0003615218011905288,-0.010429958036259322
SOLUSDT,fwd5,chart_1h_rsi,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_range_pctile,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_dist_sma20,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_dist_sma50,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_sma20_slope,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_macd_norm,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_bb_position,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_rsi,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_range_pctile,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_dist_sma20,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_dist_sma50,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_sma20_slope,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_macd_norm,25,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_bb_position,25,578,,,84,,,,,
SOLUSDT,fwd5,ob_imbalance,25,578,0.4619,-0.0176,84,0.5952,0.1369,0.21416390681571934,-0.002667193265273716,-0.007997377425503986
SOLUSDT,fwd5,ob_spread_z,25,578,0.4346,-0.0209,84,0.6071,0.1356,0.21869718777449343,-0.004803811961734993,-0.005987667875714859
SOLUSDT,fwd5,ob_imb_ma5,25,578,0.5138,0.0318,84,0.5357,0.1264,0.25193168769014673,-0.0036805769515097005,-0.00711090288594015
SOLUSDT,fwd5,ob_imb_ma20,25,578,0.5138,0.0149,84,0.6071,0.1956,0.0746208978871674,-0.003408843535006206,-0.0073826363024436445
SOLUSDT,fwd5,ob_imb_centered,25,578,0.5138,0.0318,84,0.5357,0.1264,0.25193168769014673,-0.0036805769515097005,-0.00711090288594015
SOLUSDT,fwd5,buy_ratio,50,578,0.5536,0.0991,84,0.4524,-0.1197,0.27807715683616757,0.005327532194362896,0.007927280092251566
SOLUSDT,fwd5,delta_mom_z,50,578,0.5201,-0.0085,84,0.5238,-0.1229,0.2652618137390692,0.007418833648538789,0.0058359786380756725
SOLUSDT,fwd5,cvd_slope_z,50,578,0.5445,0.1208,84,0.4524,-0.3286,0.0022748654611649114,-0.004013286745823051,0.017268099032437513
SOLUSDT,fwd5,large_ratio_ma10,50,578,0.5398,0.1157,84,0.4048,-0.3094,0.004182119640281555,-0.005063636398616038,0.0183184486852305
SOLUSDT,fwd5,large_net_z,50,578,0.5436,0.1087,84,0.4524,-0.3448,0.001320423563347636,-0.0037293930971855865,0.01698420538380005
SOLUSDT,fwd5,trade_accel,50,578,0.5121,0.0305,84,0.5714,0.3503,0.001087339389529376,0.016608113340362635,-0.0033533010537481716
SOLUSDT,fwd5,chart_1h_rsi,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_range_pctile,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_dist_sma20,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_dist_sma50,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_sma20_slope,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_macd_norm,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_1h_bb_position,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_rsi,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_range_pctile,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_dist_sma20,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_dist_sma50,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_sma20_slope,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_macd_norm,50,578,,,84,,,,,
SOLUSDT,fwd5,chart_4h_bb_position,50,578,,,84,,,,,
SOLUSDT,fwd5,ob_imbalance,50,578,0.4637,0.0279,84,0.4881,0.0253,0.8193628799460074,0.008280821823324708,0.005050893518174288
SOLUSDT,fwd5,ob_spread_z,50,578,0.4887,-0.0554,84,0.3571,-0.323,0.0027328898702527783,-0.005507121120330744,0.018761933406945205
SOLUSDT,fwd5,ob_imb_ma5,50,578,0.5398,0.1221,84,0.4286,-0.1448,0.18891191915299765,0.00368468600381336,0.009570126282801102
SOLUSDT,fwd5,ob_imb_ma20,50,578,0.5467,0.1274,84,0.4524,-0.1999,0.06825997403604803,0.0006575296307047615,0.0125972826559097
SOLUSDT,fwd5,ob_imb_centered,50,578,0.5398,0.1221,84,0.4286,-0.1448,0.18891191915299765,0.00368468600381336,0.009570126282801102
SOLUSDT,bwd,buy_ratio,10,170,0.5235,0.0138,47,0.4255,-0.3055,0.03677553546420068,0.002372912765243255,0.007006523601206048
SOLUSDT,bwd,delta_mom_z,10,170,0.5471,-0.0265,38,0.3421,-0.3529,0.029772732198674323,0.0015309695192683964,0.009108503009087447
SOLUSDT,bwd,cvd_slope_z,10,170,0.4294,-0.1501,39,0.3333,-0.6085,3.9595454863124315e-05,0.0007604735182239709,0.00940723235487076
SOLUSDT,bwd,large_ratio_ma10,10,170,0.4294,-0.1506,47,0.2979,-0.6374,1.4523853992629905e-06,-6.461567229807686e-06,0.009286757336492734
SOLUSDT,bwd,large_net_z,10,170,0.4176,-0.1904,40,0.35,-0.5927,5.588879109144406e-05,0.0010881708114009402,0.009198839054778012
SOLUSDT,bwd,trade_accel,10,170,0.4882,0.0027,47,0.4255,-0.1327,0.3737288700057159,0.002424980282604811,0.0069566255637345574
SOLUSDT,bwd,chart_1h_rsi,10,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_range_pctile,10,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_dist_sma20,10,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_dist_sma50,10,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_sma20_slope,10,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_macd_norm,10,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_bb_position,10,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_rsi,10,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_range_pctile,10,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_dist_sma20,10,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_dist_sma50,10,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_sma20_slope,10,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_macd_norm,10,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_bb_position,10,170,,,47,,,,,
SOLUSDT,bwd,ob_imbalance,10,170,0.5647,0.0719,47,0.383,-0.0479,0.7493155767376524,0.0034650612998995507,0.005959881255493765
SOLUSDT,bwd,ob_spread_z,10,170,0.5588,0.2758,38,0.3947,-0.3535,0.02944549347414599,0.004528196057565603,0.006111276470790239
SOLUSDT,bwd,ob_imb_ma5,10,170,0.5941,0.0725,47,0.5532,0.137,0.3583839535144479,0.006863865844428455,0.0027026935669868988
SOLUSDT,bwd,ob_imb_ma20,10,170,0.5824,0.0899,47,0.5532,0.2942,0.044740156920281514,0.007258199564546667,0.002324790418540279
SOLUSDT,bwd,ob_imb_centered,10,170,0.5941,0.0725,47,0.5532,0.137,0.3583839535144479,0.006863865844428455,0.0027026935669868988
SOLUSDT,bwd,buy_ratio,25,170,0.5471,0.0499,47,0.5106,-0.1179,0.429768694327062,0.008234810006388052,0.012231365548427645
SOLUSDT,bwd,delta_mom_z,25,170,0.5588,0.0028,38,0.5,-0.3069,0.06088326403941125,0.012207201170484572,0.01632367279082355
SOLUSDT,bwd,cvd_slope_z,25,170,0.5588,-0.0975,39,0.4615,-0.3903,0.014037254512251579,0.010121466004042816,0.0168594893999383
SOLUSDT,bwd,large_ratio_ma10,25,170,0.5471,-0.1303,47,0.4255,-0.38,0.008427823789626492,0.005733020060204804,0.014628914246853258
SOLUSDT,bwd,large_net_z,25,170,0.5118,-0.1365,40,0.5,-0.3762,0.016743574949402953,0.010165369996464757,0.016255758716082973
SOLUSDT,bwd,trade_accel,25,170,0.5941,0.2203,47,0.4681,-0.2747,0.061624666183431064,0.007118529495359472,0.0133011343714967
SOLUSDT,bwd,chart_1h_rsi,25,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_range_pctile,25,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_dist_sma20,25,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_dist_sma50,25,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_sma20_slope,25,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_macd_norm,25,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_bb_position,25,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_rsi,25,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_range_pctile,25,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_dist_sma20,25,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_dist_sma50,25,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_sma20_slope,25,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_macd_norm,25,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_bb_position,25,170,,,47,,,,,
SOLUSDT,bwd,ob_imbalance,25,170,0.5412,0.025,47,0.4681,0.0682,0.6486371917185871,0.010235673239399551,0.010313871616791625
SOLUSDT,bwd,ob_spread_z,25,170,0.6412,0.2921,38,0.5526,0.3819,0.017982249643675598,0.019177229243499655,0.009353644717808465
SOLUSDT,bwd,ob_imb_ma5,25,170,0.5,-0.0909,47,0.5106,0.3691,0.010675058514649186,0.014647295819684478,0.006086066644018571
SOLUSDT,bwd,ob_imb_ma20,25,170,0.5235,-0.1651,47,0.6383,0.3468,0.016938031614503073,0.014390052287544468,0.006332591695652747
SOLUSDT,bwd,ob_imb_centered,25,170,0.5,-0.0909,47,0.5106,0.3691,0.010675058514649186,0.014647295819684478,0.006086066644018571
SOLUSDT,bwd,buy_ratio,50,170,0.5059,-0.0215,47,0.4894,-0.1314,0.3787887073298829,0.008854803586935123,0.01398636269848103
SOLUSDT,bwd,delta_mom_z,50,170,0.5059,-0.1283,38,0.4737,0.0419,0.8027266089594709,0.019320443022893076,0.021314844092788967
SOLUSDT,bwd,cvd_slope_z,50,170,0.5059,-0.0919,39,0.4359,-0.4298,0.006324969825141681,0.015362546016563458,0.022384858652782457
SOLUSDT,bwd,large_ratio_ma10,50,170,0.4471,-0.1076,47,0.4043,-0.3461,0.01717437341339073,0.006944577610628895,0.0158169959257745
SOLUSDT,bwd,large_net_z,50,170,0.5176,-0.1209,40,0.475,-0.3674,0.019707381976434478,0.014472460658301194,0.0209458378202442
SOLUSDT,bwd,trade_accel,50,170,0.5882,0.2294,47,0.4894,0.2491,0.09135086854016555,0.014837804621592492,0.008252653373601052
SOLUSDT,bwd,chart_1h_rsi,50,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_range_pctile,50,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_dist_sma20,50,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_dist_sma50,50,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_sma20_slope,50,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_macd_norm,50,170,,,47,,,,,
SOLUSDT,bwd,chart_1h_bb_position,50,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_rsi,50,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_range_pctile,50,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_dist_sma20,50,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_dist_sma50,50,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_sma20_slope,50,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_macd_norm,50,170,,,47,,,,,
SOLUSDT,bwd,chart_4h_bb_position,50,170,,,47,,,,,
SOLUSDT,bwd,ob_imbalance,50,170,0.4647,-0.006,47,0.4043,-0.1455,0.3292524398897695,0.006975997616386318,0.015786885086923635
SOLUSDT,bwd,ob_spread_z,50,170,0.5294,0.1609,38,0.4211,-0.3608,0.026068851380050283,0.017636353468020786,0.022998933647661257
SOLUSDT,bwd,ob_imb_ma5,50,170,0.4588,-0.1022,47,0.4043,0.0057,0.9698481298074779,0.009690582106010844,0.013185408284366798
SOLUSDT,bwd,ob_imb_ma20,50,170,0.4706,-0.2639,47,0.6596,0.6287,2.2209090658631706e-06,0.026086991602492168,-0.002527817483094469
SOLUSDT,bwd,ob_imb_centered,50,170,0.4588,-0.1022,47,0.4043,0.0057,0.9698481298074779,0.009690582106010844,0.013185408284366798
