asset,entry_time,exit_time,side,entry_px,exit_px,raw_log_ret,holding_days,funding_cost,fee_cost,net_log_ret
btcusdt,2025-06-23 22:25:00,2025-06-25 18:01:00,1,105790.7,107337.1,0.01451173556895498,1.8166666666666667,3.8137888888888884e-05,0.0012000000000000001,0.013273597680066092
btcusdt,2025-06-30 15:45:00,2025-07-02 18:54:00,1,107421.8,109399.0,0.018238608185241045,2.13125,7.219254166666667e-05,0.0012000000000000001,0.01696641564357438
btcusdt,2025-07-03 12:34:00,2025-07-06 20:46:00,1,109241.3,108740.0,-0.004599485219703311,3.341666666666667,9.906370833333334e-05,0.0012000000000000001,-0.005898548928036644
btcusdt,2025-07-17 21:16:00,2025-07-20 14:10:00,1,120430.8,118500.0,-0.016162353538212954,2.7041666666666666,0.0002704166666666667,0.0012000000000000001,-0.01763277020487962
btcusdt,2025-07-22 14:43:00,2025-07-24 12:29:00,-1,118718.1,118533.3,0.0015578414911254382,1.9069444444444446,-0.00019069444444444448,0.0012000000000000001,0.0005485359355698826
btcusdt,2025-07-24 14:23:00,2025-07-25 18:21:00,-1,117860.9,116369.6,0.012733782757072697,1.1652777777777779,-0.00011652777777777779,0.0012000000000000001,0.011650310534850475
btcusdt,2025-07-25 19:08:00,2025-07-29 02:57:00,-1,116556.3,117928.8,-0.011706634447299556,3.3256944444444443,-0.00033256944444444447,0.0012000000000000001,-0.01257406500285511
btcusdt,2025-08-11 01:59:00,2025-08-12 14:10:00,1,120050.1,118928.1,-0.009390046825705886,1.507638888888889,0.00013978073958333334,0.0012000000000000001,-0.010729827565289219
btcusdt,2025-08-13 19:20:00,2025-08-14 18:57:00,-1,122166.6,118167.5,0.03328257749047186,0.9840277777777777,-9.840277777777778e-05,0.0012000000000000001,0.032180980268249636
btcusdt,2025-08-14 19:27:00,2025-08-18 02:50:00,-1,118296.0,115366.6,0.025075073965832657,3.307638888888889,-0.00019781665138888892,0.0012000000000000001,0.024072890617221544
btcusdt,2025-08-19 14:29:00,2025-08-21 21:18:00,-1,114083.3,112255.0,0.0161558142561513,2.2840277777777778,-0.0001181375300925926,0.0012000000000000001,0.015073951786243892
btcusdt,2025-09-07 07:45:00,2025-09-10 04:17:00,1,110835.6,111519.9,0.006155027965170869,2.8555555555555556,0.0002447211111111111,0.0012000000000000001,0.004710306854059758
btcusdt,2025-09-11 03:55:00,2025-09-14 05:35:00,-1,114241.4,115792.8,-0.013488633621929601,3.0694444444444446,-0.0001263767013888889,0.0012000000000000001,-0.014562256920540712
btcusdt,2025-09-14 14:13:00,2025-09-17 10:14:00,1,115550.0,116431.4,0.007598921648581131,2.8340277777777776,0.00017060138715277776,0.0012000000000000001,0.006228320261428354
btcusdt,2025-09-18 04:35:00,2025-09-22 06:04:00,1,117298.8,112439.6,-0.04230833684893333,4.061805555555556,0.00013847507500000002,0.0012000000000000001,-0.043646811923933326
btcusdt,2025-09-22 16:27:00,2025-09-25 08:41:00,-1,112792.9,111830.7,0.008567273299002162,2.676388888888889,-0.0001790637986111111,0.0012000000000000001,0.0075463370976132736
btcusdt,2025-10-01 08:53:00,2025-10-03 05:52:00,1,116018.0,119741.5,0.031589901078719285,1.8743055555555554,0.0001845753634259259,0.0012000000000000001,0.030205325715293357
btcusdt,2025-10-03 15:56:00,2025-10-05 10:21:00,1,122010.1,123039.2,0.008399175593753519,1.7673611111111112,0.00016423497685185185,0.0012000000000000001,0.007034940616901667
