,basket,btcusdt,ethusdt,suiusdt,avaxusdt,linkusdt,equity
2024-10-04,-0.000973735165365578,2.1923779863154753e-05,0.0,-0.0005826969488742213,0.0,-0.00041296199635451137,0.033877101525065935
2024-10-05,-0.0003444217761262279,0.0,0.0,0.0,0.0,-0.0003444217761262279,0.033532679748939705
2024-10-06,-0.007331977661507359,0.0,0.0,-0.007331977661507359,0.0,0.0,0.026200702087432345
2024-10-07,-0.0010854766313828793,0.0,0.0,-0.0010854766313828793,0.0,0.0,0.025115225456049467
2024-10-08,-0.008300699875361252,0.0,0.0002783608599482865,-0.008579060735309538,0.0,0.0,0.016814525580688217
2024-10-09,0.0010014827564992239,0.0,0.0009705560250012895,3.0926731497934404e-05,0.0,0.0,0.01781600833718744
2024-10-10,-0.003612084180066562,0.0,0.0009705560250012895,-0.004582640205067851,0.0,0.0,0.014203924157120877
2024-10-11,-0.009258879567372303,0.0,0.0003491305701046305,-0.009608010137476933,0.0,0.0,0.004945044589748574
2024-10-12,0.01157647770451438,0.0029294076468640586,0.0,0.008647070057650322,0.0,0.0,0.016521522294262955
2024-10-13,-0.0011871264972391272,0.005543162958586392,0.0,-0.006832433508163997,0.00010214405233847786,0.0,0.015334395797023828
2024-10-14,0.004796165522569666,0.005300649579148237,0.0038405191995136917,-0.004452288037541867,0.00010728478144960476,0.0,0.020130561319593496
2024-10-15,0.00939304103305991,-0.00012145919129508779,0.003226387700586133,0.005746159876615521,0.0005419526471533439,0.0,0.029523602352653406
2024-10-16,0.003007297619341627,-0.000936018907438855,0.0009021300107119486,0.0017906503668182932,0.0012505361492502402,0.0,0.032530899971995035
2024-10-17,-0.00024703779086495694,-0.0023997039508271457,0.0009021300107119486,0.0,0.0012505361492502402,0.0,0.03228386218113008
2024-10-18,-0.0012443028763264655,-0.001979755759432395,0.00046860642223092887,0.0,0.0002668464608750008,0.0,0.031039559304803614
2024-10-19,-0.0014683052349645977,-0.0014745823079557988,0.0,0.00012587512624563502,-0.00011959805325443381,0.0,0.029571254069839015
2024-10-20,-0.0008985049507539735,-0.0018708357034857713,0.0,0.0010919288059862316,-0.00011959805325443381,0.0,0.02867274911908504
2024-10-21,-0.00138380664230341,-0.0018708357034857713,0.0,0.0006066271144367953,-0.00011959805325443381,0.0,0.02728894247678163
2024-10-22,0.004707105939109548,-0.0007210512607184744,0.0020668150986722835,0.0034165731465822654,-5.523104542652673e-05,0.0,0.03199604841589118
2024-10-23,0.006173659160917257,-0.0009298706395633726,0.003329098145512403,0.002309838191499031,0.0014645934634691955,0.0,0.03816970757680844
2024-10-24,0.003761302353539251,-0.0013038108285990814,0.002838980918534188,-0.0001172172779465686,0.002343349541550713,0.0,0.04193100993034769
2024-10-25,0.0017952296410459609,-0.00045633379000967845,0.0,-4.932893780251429e-05,0.002343349541550713,-4.245717269255941e-05,0.043726239571393655
2024-10-26,5.363026408767408e-05,0.0,0.0,0.0001879603065087361,0.00113938513835572,-0.0012737151807767821,0.04377986983548133
2024-10-27,-0.005942840911042208,-0.00398999804173904,0.0,0.00021880585397945028,-0.0008979335425058359,-0.0012737151807767821,0.03783702892443912
2024-10-28,-0.01254503443336746,-0.008196286990162935,-0.0022515534896788035,7.445476975689627e-05,-0.0008979335425058359,-0.0012737151807767821,0.025291994491071657
2024-10-29,-0.015093253659454504,-0.0037292211530138724,-0.010526743588108692,0.0,-0.0008979335425058359,6.064462417389578e-05,0.010198740831617153
2024-10-30,-0.00753081942491102,0.001681954550180671,-0.008717229748051995,0.0,-0.0008979335425058359,0.0004023893154661398,0.0026679214067061334
2024-10-31,-0.009621662302193584,-0.0035612543177175704,-0.006217113398425482,0.0,-0.00017833957858102019,0.00033504499253048727,-0.006953740895487451
2024-11-01,-0.0013501120895149403,-0.002149363520136411,-0.0022478792097528465,0.0,0.0030471306403743173,0.0,-0.008303852985002391
2024-11-02,0.00968215476033344,0.0026245473891855354,0.0033327617666156334,0.0,0.0037248456045322724,0.0,0.0013783017753310495
2024-11-03,0.00968215476033344,0.0026245473891855354,0.0033327617666156334,0.0,0.0037248456045322724,0.0,0.01106045653566449
2024-11-04,0.0027219542283544963,0.001924668085402726,-0.0018648075632679833,-0.0010627518983125188,0.0037248456045322724,0.0,0.013782410764018985
2024-11-05,-0.005935136229719682,0.01372219121394522,-0.00903467046444331,-0.00030815854300511694,-0.010314498436216476,0.0,0.007847274534299304
2024-11-06,0.00880073834391553,0.007427697228131761,0.008492657818172407,0.004339853812376204,-0.011459470514764841,0.0,0.016648012878214834
2024-11-07,-0.0030016647875463942,-0.003901120024712086,0.00810021317563262,-0.0024100626260444044,-0.004790695312422524,0.0,0.01364634809066844
2024-11-08,-0.012013453434288598,-0.00395784548079795,0.0038481575812918905,-0.005240367264613358,-0.006663398270169181,0.0,0.0016328946563798422
2024-11-09,-0.00666685468273463,0.0,-0.003063277780371122,0.010684973171830859,-0.010110952064324153,-0.004177598009870214,-0.005033960026354788
2024-11-10,-0.005185807363577859,0.0030876508264202707,-0.011933416737369352,0.010923688020072802,-0.0009079625343539306,-0.006355766938347649,-0.010219767389932646
2024-11-11,-0.05386605686166495,-0.021777967274957625,-0.0061368766074468084,-0.007208187598091604,-0.012828225911317222,-0.005914799469851692,-0.06408582425159759
2024-11-12,0.01255659917993177,-0.004197237024232069,0.002602975270491855,0.003989033350838197,0.001205806340564371,0.008956021242269416,-0.05152922507166582
2024-11-13,-0.0046793429873280504,-0.015487797592252842,5.368249398096135e-05,0.0036125601346700593,-0.001943639139424169,0.00908585111569794,-0.056208568058993866
2024-11-14,-0.006641005089239737,-0.006408533960999689,-0.0001766710441078075,-5.580008413224123e-05,0.0,0.0,-0.0628495731482336
2024-11-15,-0.005191965377862099,0.0,-0.005191965377862099,0.0,0.0,0.0,-0.0680415385260957
2024-11-16,-0.0022571203739587824,0.0,-0.002740203949427219,0.0004830835754684364,0.0,0.0,-0.07029865890005448
2024-11-17,-0.0053847135017815306,0.0,0.0,-0.0053847135017815306,0.0,0.0,-0.07568337240183601
2024-11-18,0.0033534711102789112,-9.832102485068166e-05,0.0008868628444598407,0.0,0.0025649292906697522,0.0,-0.0723299012915571
2024-11-19,0.0047428357458107005,-0.000680684018197027,0.002831668505592396,0.0,0.002591851258415332,0.0,-0.0675870655457464
2024-11-20,-0.004870861806981204,0.0034286796075139146,-0.0054813084875294,0.0,-0.0015934690669603393,-0.0012247638600053786,-0.0724579273527276
2024-11-21,-0.011638892770940315,0.0074537271140686,-0.00827871403939249,-0.0040756828561596585,-0.004999118641444202,-0.0017391043480125636,-0.08409682012366791
2024-11-22,0.016948691510757667,0.0010940061655144,0.00013455769835719149,0.0028099032502935505,0.012910224396592526,0.0,-0.06714812861291025
2024-11-23,0.0128396022897054,0.0,4.1114852275808505e-06,0.0,0.010931789579100784,0.0019037012253770363,-0.05430852632320485
2024-11-24,-0.004877609108034381,0.0,-0.0027229446398107575,0.0008743735226554976,-0.007204294718904441,0.00417525672802532,-0.059186135431239226
2024-11-25,-0.011135209475355992,0.00028534630248414593,-0.014830881084607651,0.001785179275421641,0.007783420468715644,-0.006158274437369772,-0.07032134490659522
2024-11-26,-0.006246135059572573,0.004398508857804396,-0.012887821864205076,-0.00040011915324064657,-0.0008561989497397411,0.0034994960498084945,-0.07656747996616779
2024-11-27,-0.03424679441959886,0.0,-0.009385447420365995,-0.004761748600549843,-0.0046147594464138976,-0.01548483895226912,-0.11081427438576666
2024-11-28,-0.00428847895669551,0.0,-0.0015991665057172246,-0.00042326654227109716,-0.0007803427477989979,-0.0014857031609081905,-0.11510275334246217
2024-11-29,-0.007717805590430494,0.0,-0.0039635107886967355,0.0,-2.7095234298576316e-05,-0.0037271995674351814,-0.12282055893289266
2024-11-30,-0.003061999091368059,0.0,-0.000955096002554005,0.0,0.0,-0.002106903088814054,-0.1258825580242607
2024-12-01,-0.008393655063797334,-0.0015658850057769127,0.0,0.0,0.0,-0.006827770058020421,-0.13427621308805804
2024-12-02,-0.024557708464169888,-0.003534285906455728,0.0,0.0,-0.0013430802957777846,-0.019680342261936375,-0.15883392155222792
2024-12-03,-0.013853669396907162,-0.004426417914144391,-0.0013120636988574591,0.0,-0.008525450919565952,0.00041026313566063996,-0.17268759094913508
2024-12-04,-0.008235862635978825,-0.005077756228251874,-0.0020220492661681935,0.0,-0.0037467755826589145,0.0026107184411001574,-0.1809234535851139
2024-12-05,0.003557630069489396,4.612813754559378e-05,-0.0007980456068313791,0.0016337994088632,0.0050429649481471776,-0.0023672168182351967,-0.17736582351562452
2024-12-06,-0.008544174909203388,0.0,-0.003824529548425112,-0.003924287156393907,-0.00079535820438437,0.0,-0.18590999842482792
