variant,description,assets,n_trades,trades_per_year,is_sharpe,is_total,is_mdd,oos_sharpe,oos_total,oos_mdd,full_sharpe,full_total,full_mdd
V6_baseline_ref,V6 production reference (for direct comparison),suiusdt|avaxusdt|linkusdt|fetusdt|arbusdt,714,313.98952805987983,0.558182368733737,0.20291501267817824,-0.29416093491945605,2.3178136521283386,0.37694697294131163,-0.1345471451888101,1.08412707283375,0.5798619856194904,-0.29416093491945605
V7a_plus_sol_both,V6 + SOL long/short,suiusdt|avaxusdt|linkusdt|fetusdt|arbusdt|solusdt,879,386.55013328380164,0.5674836466579111,0.18255408172256465,-0.28486381450832443,1.9864867458302147,0.30493403104908906,-0.14245739910848068,1.014038238542607,0.48748811277165316,-0.28486381450832443
V7b_plus_sol_long,V6 + SOL long-only,suiusdt|avaxusdt|linkusdt|fetusdt|arbusdt|solusdt,781,343.4535313932299,0.7736738026435309,0.23444005772045717,-0.23009701886946554,2.24323390097446,0.3038513002546122,-0.1326462193651649,1.2078229492984938,0.5382913579750692,-0.23009701886946554
V7c_plus_sol_short,V6 + SOL short-only,suiusdt|avaxusdt|linkusdt|fetusdt|arbusdt|solusdt,843,370.71872850767323,0.3880976628672492,0.12593848709226854,-0.27480077678665765,1.8674222795397282,0.2879428300452163,-0.1403824769646962,0.8543299011296552,0.4138813171374848,-0.27480077678665765
V7d_plus_tia_both,V6 + TIA long/short,suiusdt|avaxusdt|linkusdt|fetusdt|arbusdt|tiausdt,813,357.52589119423294,0.5117366888244256,0.17144324366706748,-0.2740741136103565,2.3308604200193757,0.34113352831469956,-0.15455037212957654,1.0454874453293428,0.5125767719817671,-0.2740741136103565
V7e_plus_tia_long,V6 + TIA long-only,suiusdt|avaxusdt|linkusdt|fetusdt|arbusdt|tiausdt,729,320.5859467166,0.5271585101006444,0.1657481014566422,-0.2552495082301464,2.317813652128338,0.3244778239380509,-0.11581884992279597,1.0608397058332286,0.4902259253946933,-0.2552495082301464
V7f_plus_tia_short,V6 + TIA short-only,suiusdt|avaxusdt|linkusdt|fetusdt|arbusdt|tiausdt,805,354.00780124398216,0.4859921078547358,0.1625336831510843,-0.2713418732898386,2.3308604200193757,0.34113352831469956,-0.15455037212957654,1.0286856784386142,0.503667211465784,-0.2713418732898386
