asset,entry_time_utc,exit_time_utc,side,entry_px,exit_px,holding_days,ecdf,signed_vpin,d25,vpin
linkusdt,2024-02-05T15:48:00,2024-02-06T09:40:00,-1,19.226,19.223,0.7444444444444445,0.9770535417359495,-0.005196494491323546,-0.0005281523830531765,0.14218787764108942
suiusdt,2024-02-06T00:08:00,2024-02-08T01:01:00,1,1.576,1.584,2.0368055555555555,0.8106095858538855,0.0028835196657369176,0.00012899529346101224,0.09351930688730578
linkusdt,2024-02-06T10:46:00,2024-02-07T07:44:00,1,18.739,18.32,0.8736111111111111,0.8120590121872996,0.008478318030688495,0.007536171115359688,0.11857247468775575
fetusdt,2024-02-06T12:41:00,2024-02-12T11:00:00,-1,0.5304,0.6285,5.929861111111111,0.9011725293132329,-0.051968501666605,-0.0005155957302765968,0.08963096787839961
linkusdt,2024-02-07T07:52:00,2024-02-08T07:34:00,1,18.402,19.189,0.9875,0.8676607642124884,0.002783264119964829,0.005873129675937339,0.12702657398980685
avaxusdt,2024-02-09T08:39:00,2024-02-11T10:44:00,-1,36.299,40.367,2.0868055555555554,0.8158833063209077,-0.03120461935317001,-0.0011327849674259288,0.09623433786849316
linkusdt,2024-02-09T12:05:00,2024-02-10T17:36:00,-1,18.413,18.388,1.229861111111111,0.9126016260162602,-0.03236762037005521,-0.001540008445549912,0.13248263631914323
suiusdt,2024-02-10T11:54:00,2024-02-12T14:54:00,1,1.7145,1.749,2.125,0.8124477861319966,0.00830266205701533,0.0105980539814345,0.09315579653701109
linkusdt,2024-02-10T19:42:00,2024-02-11T09:20:00,-1,18.639,20.477,0.5680555555555555,0.8048986486486487,-0.037117274210084074,-0.002301822944854065,0.1217468251205413
avaxusdt,2024-02-12T15:14:00,2024-02-13T13:37:00,-1,39.699,39.974,0.9326388888888889,0.9571472298745026,-0.021612852676088038,-0.0007765439980723515,0.10698928818708758
linkusdt,2024-02-12T16:11:00,2024-02-13T13:59:00,-1,20.337,19.974,0.9083333333333333,0.9379885356956749,-0.025217368936911722,-0.00018085835673972706,0.13531750020212438
fetusdt,2024-02-13T08:16:00,2024-02-16T15:25:00,-1,0.6795,0.695,3.2979166666666666,0.8565459610027855,-0.02890182154856131,-0.0008820908338990213,0.09056271547663133
arbusdt,2024-02-13T15:50:00,2024-02-14T15:08:00,-1,2.0402,2.0969,0.9708333333333333,0.8615510013972986,-0.04159090116879667,-0.002985060915464993,0.15255065327102452
avaxusdt,2024-02-13T19:30:00,2024-02-14T20:43:00,-1,39.748,41.901,1.0506944444444444,0.9590935844614479,-0.034497063773508474,-0.0016241420806919205,0.1087645949566346
avaxusdt,2024-02-14T20:59:00,2024-02-15T17:36:00,1,41.977,42.21,0.8590277777777777,0.8142326378965419,0.0013383666765647102,0.001881215618660656,0.0979883811609773
arbusdt,2024-02-15T00:32:00,2024-02-15T15:52:00,-1,2.1512,2.105,0.6388888888888888,0.8203572246393405,-0.02119950876515386,-0.00014192275127947185,0.14840526611869437
avaxusdt,2024-02-15T17:55:00,2024-02-17T04:31:00,-1,41.98,40.256,1.4416666666666667,0.9233333333333333,-0.025480993016236943,-0.00046836795724247704,0.1057524672177761
fetusdt,2024-02-17T04:19:00,2024-02-18T14:54:00,-1,0.7044,0.8276,1.4409722222222223,0.9654761904761905,-0.05013200044468708,-0.0022528991857303227,0.09704682256550085
avaxusdt,2024-02-18T18:54:00,2024-02-20T06:19:00,-1,40.353,39.592,1.4756944444444444,0.8083927157561361,-0.025621337963754966,-0.0013190423476652502,0.09948527108156824
linkusdt,2024-02-19T16:41:00,2024-02-20T17:20:00,-1,20.134,18.77,1.0270833333333333,0.8960216998191681,-0.019828616904980438,-0.0009526955480867738,0.13084429552973817
fetusdt,2024-02-20T00:19:00,2024-02-20T19:59:00,-1,1.0071,0.9356,0.8194444444444444,0.9514472455648926,-0.008547034370043803,-0.0003066380548619879,0.10045039406507972
arbusdt,2024-02-20T08:25:00,2024-02-20T15:53:00,-1,1.9868,1.9585,0.3111111111111111,0.808106942647693,-0.07626026050835386,-0.002061953471893363,0.14722669632186722
arbusdt,2024-02-20T15:59:00,2024-02-21T08:58:00,-1,1.9593,1.9013,0.7076388888888889,0.9039138317159006,-0.032006611721556555,-0.00821041561358804,0.15752399655119778
fetusdt,2024-02-20T21:00:00,2024-02-21T15:57:00,-1,0.9886,0.9937,0.7895833333333333,0.9727891156462585,-0.032550607244474866,-0.0008940867727179613,0.12117022107156712
arbusdt,2024-02-21T14:39:00,2024-02-22T09:13:00,-1,1.8417,1.8777,0.7736111111111111,0.8742257217847769,-0.08003310119913136,-0.0018202628563794565,0.15388176586680072
fetusdt,2024-02-21T21:19:00,2024-02-22T11:24:00,-1,0.9989,1.1017,0.5868055555555556,0.8428792569659442,-0.03346739010314914,-0.0005349716607378485,0.10611146123034983
fetusdt,2024-02-22T14:06:00,2024-02-23T12:19:00,-1,1.1194,1.1355,0.9256944444444445,0.864575908766928,-0.008188586627292292,-0.0007221557716968613,0.11172349330665911
fetusdt,2024-02-24T17:33:00,2024-02-26T10:27:00,-1,1.0627,1.0755,1.7041666666666666,0.9283088235294118,-0.033290938938110484,-0.002688984980188089,0.11536676912279496
avaxusdt,2024-02-28T07:41:00,2024-02-28T19:11:00,-1,39.514,38.639,0.4791666666666667,0.839835728952772,-0.043906465726114216,-0.002690106428360428,0.10026057735094394
avaxusdt,2024-02-28T19:37:00,2024-02-29T12:10:00,-1,38.747,42.84,0.6895833333333333,0.8800445930880714,-0.022889335352846624,-0.00036426964275884655,0.10229739493186202
avaxusdt,2024-02-29T20:59:00,2024-03-01T22:07:00,-1,42.166,42.206,1.0472222222222223,0.8183581124757595,-0.024079545384010966,-0.0025133224329821208,0.09997853810346218
avaxusdt,2024-03-01T22:57:00,2024-03-03T02:23:00,-1,42.528,43.609,1.1430555555555555,0.8575342465753425,-0.03801713269137838,-0.0001170113045753235,0.10166970004059911
fetusdt,2024-03-02T20:59:00,2024-03-03T11:46:00,-1,1.8625,1.8296,0.6159722222222223,0.8413034278459586,-0.025935677338790257,-0.0010993555933151294,0.10667080872040902
arbusdt,2024-03-03T07:48:00,2024-03-03T18:27:00,-1,2.0322,2.0828,0.44375,0.9986441290789116,-0.08192753421259763,-0.0008466190441427379,0.18265108999090165
arbusdt,2024-03-03T23:37:00,2024-03-04T13:13:00,-1,2.0361,2.0129,0.5666666666666667,0.8392202450147546,-0.03641135033147652,-0.00032242244899521877,0.14959919288895532
arbusdt,2024-03-04T14:11:00,2024-03-05T02:29:00,-1,1.9908,1.9359,0.5125,0.8207330028328612,-0.0607008529080758,-0.002410314020226706,0.14818311641034587
arbusdt,2024-03-05T16:32:00,2024-03-05T20:38:00,-1,2.0913,1.8571,0.17083333333333334,0.8406579285530712,-0.05142177535905297,-0.00245205226079101,0.14964903865407872
fetusdt,2024-03-05T19:39:00,2024-03-06T06:42:00,-1,1.6376,2.004,0.46041666666666664,0.8121546961325967,-0.04332679000901709,-0.0009299395038244035,0.10438257188812015
avaxusdt,2024-03-05T21:06:00,2024-03-06T17:48:00,-1,38.228,41.006,0.8625,0.8917417129718337,-0.04580353084894746,-0.0028267350790067425,0.10337583796098201
fetusdt,2024-03-06T06:43:00,2024-03-06T15:26:00,-1,2.0311,2.2199,0.36319444444444443,0.9382102272727273,-0.039869606234413865,-0.0007693670478245984,0.11667971611212229
fetusdt,2024-03-07T10:05:00,2024-03-07T16:29:00,-1,2.7188,2.5936,0.26666666666666666,0.825254708243285,-0.013212704266289592,-0.0034704745122428604,0.10611166192203493
fetusdt,2024-03-07T16:31:00,2024-03-08T05:38:00,-1,2.5732,2.5495,0.5465277777777777,0.9679640718562874,-0.007790029426220258,-0.0022997061679151803,0.12068333585229903
arbusdt,2024-03-08T03:58:00,2024-03-08T15:34:00,-1,2.167,2.143,0.48333333333333334,0.8029809415214204,-0.0013265308720351785,-0.0017650040793486255,0.14660843296182458
fetusdt,2024-03-08T17:44:00,2024-03-09T05:58:00,-1,2.9117,2.9448,0.5097222222222222,0.9827490261547023,-0.016734464674402566,-0.0011196219718553058,0.12296999786578969
fetusdt,2024-03-09T06:03:00,2024-03-09T15:33:00,-1,2.9443,3.07,0.3958333333333333,0.9185385656292286,-0.03504460542478964,-0.0011980417653633668,0.1191236521435426
arbusdt,2024-03-10T15:00:00,2024-03-11T08:46:00,-1,2.0444,2.0903,0.7402777777777778,0.9505020953585831,-0.022037437519562622,-0.0014351397512625541,0.16357602462748552
linkusdt,2024-03-11T00:27:00,2024-03-11T16:16:00,-1,21.952,21.11,0.6590277777777778,0.8194719471947195,-0.007601863170531576,-0.00016443869333360173,0.11982059749735242
fetusdt,2024-03-11T02:00:00,2024-03-11T22:39:00,-1,2.7476,2.6837,0.8604166666666667,0.9817271589486859,-0.04384537701818174,-0.0017677943053568679,0.13110842373548434
avaxusdt,2024-03-11T12:38:00,2024-03-11T22:23:00,1,46.738,48.398,0.40625,0.8257997218358831,7.681842621882928e-05,0.010042445703346878,0.10042516974620769
avaxusdt,2024-03-11T22:38:00,2024-03-12T09:14:00,-1,48.712,47.556,0.44166666666666665,0.9748846745258841,-0.004627027183466987,-0.011634119000202475,0.11115802863936634
arbusdt,2024-03-12T03:24:00,2024-03-12T15:11:00,-1,2.0641,2.0067,0.4909722222222222,0.8676562014299036,-0.020513409863278275,-0.0005829367906462213,0.15185373547460532
avaxusdt,2024-03-12T12:32:00,2024-03-12T16:05:00,-1,48.385,54.629,0.14791666666666667,0.9829145728643216,-0.04563261947499531,-0.0009223723542933632,0.11632047678590694
avaxusdt,2024-03-12T16:18:00,2024-03-12T20:10:00,-1,53.603,56.821,0.16111111111111112,0.8265876933201711,-0.00810069546119364,-0.0006497896874197717,0.10191778338537563
arbusdt,2024-03-13T13:52:00,2024-03-14T00:13:00,-1,2.1268,2.1008,0.43125,0.998638529611981,-0.07463082609694639,-0.0027395485816621434,0.1928673853203088
fetusdt,2024-03-14T07:21:00,2024-03-14T19:19:00,-1,2.5588,2.7484,0.4986111111111111,0.8160183066361556,-0.03842007130409479,-6.378006181807783e-05,0.11031946131132676
avaxusdt,2024-03-14T17:27:00,2024-03-15T03:05:00,-1,53.513,54.188,0.4013888888888889,0.8184718213580434,-0.04261705793532672,-0.0018953564248578442,0.10121303184018134
fetusdt,2024-03-14T19:42:00,2024-03-15T03:30:00,-1,2.7144,2.6085,0.325,0.8617686467172845,-0.047255064134058375,-9.060717831535503e-06,0.11444568605225003
fetusdt,2024-03-15T05:31:00,2024-03-15T13:39:00,-1,2.604,2.7774,0.3388888888888889,0.9471509351892127,-0.07936372406423126,-0.0008255213665044614,0.12263615378434892
avaxusdt,2024-03-15T23:56:00,2024-03-16T07:43:00,-1,58.565,60.84,0.32430555555555557,0.9408571428571428,-0.01620141839055927,-0.0017641862154830906,0.10856354035714949
fetusdt,2024-03-17T07:14:00,2024-03-17T15:43:00,-1,2.3969,2.9739,0.35347222222222224,0.888212619192534,-0.0389620729231566,-0.0012650634381281417,0.117279441466666
arbusdt,2024-03-17T12:43:00,2024-03-18T04:51:00,-1,1.7016,1.704,0.6722222222222223,0.8871628301087418,-0.036940649469608185,-0.0009816376270040672,0.1551989201772759
fetusdt,2024-03-18T04:12:00,2024-03-18T17:19:00,-1,2.7394,2.5046,0.5465277777777777,0.9953225492106802,-0.05852162062947826,-0.00024545318038265984,0.1520171278594729
avaxusdt,2024-03-18T07:24:00,2024-03-18T13:33:00,1,60.583,63.343,0.25625,0.834319526627219,0.0026669340883170045,0.00812029418673639,0.10161489128041992
avaxusdt,2024-03-18T13:38:00,2024-03-18T17:32:00,-1,63.361,63.448,0.1625,0.9487412405917467,-0.0010470814305425832,-0.0017325348949877861,0.10973190573495989
fetusdt,2024-03-18T17:45:00,2024-03-19T07:27:00,-1,2.4824,2.2853,0.5708333333333333,0.9293083683607184,-0.05113014589253065,-0.0008322820698630357,0.12363456522163445
avaxusdt,2024-03-18T18:02:00,2024-03-19T00:50:00,-1,62.957,59.63,0.2833333333333333,0.986056031725726,-0.026424288610926473,-0.0044150281140748066,0.11818251548096988
avaxusdt,2024-03-19T00:53:00,2024-03-19T07:09:00,-1,59.643,56.394,0.2611111111111111,0.8465521596362718,-0.014488218675040172,-0.0035471897711518152,0.10404757028764974
arbusdt,2024-03-19T05:05:00,2024-03-19T11:50:00,-1,1.5723,1.5434,0.28125,0.8553710466478329,-0.06234907274431522,-0.00026239518510132176,0.15146966230868575
fetusdt,2024-03-19T08:52:00,2024-03-19T16:58:00,-1,2.2311,2.5784,0.3375,0.8877875444174304,-0.056105807635976696,-0.0009471412953092201,0.12139226833926213
avaxusdt,2024-03-20T00:00:00,2024-03-20T07:50:00,-1,53.742,53.612,0.3263888888888889,0.9471847930702598,-0.01147531071790348,-0.0026980480591616285,0.11043061553889666
arbusdt,2024-03-21T06:39:00,2024-03-21T18:16:00,-1,1.7371,1.6866,0.4840277777777778,0.8675089297526127,-0.008482500203569204,-0.000903781211930077,0.1521197429246721
arbusdt,2024-03-26T00:54:00,2024-03-26T19:52:00,-1,1.727,1.6844,0.7902777777777777,0.8625039821599235,-0.0076376611827727306,-0.0007963225460808077,0.1517285499959801
fetusdt,2024-03-26T20:20:00,2024-03-27T09:13:00,-1,2.883,3.1677,0.5368055555555555,0.8302280758111147,-0.04002241033628386,-0.00015613512246974437,0.11476801944671836
arbusdt,2024-03-26T22:27:00,2024-03-27T14:59:00,-1,1.7022,1.6753,0.6888888888888889,0.8191482629880402,-0.020722477487049966,-0.007016190786021725,0.14820060577847233
fetusdt,2024-03-27T12:43:00,2024-03-27T19:42:00,-1,3.2586,2.9619,0.29097222222222224,0.8007818608287725,-0.009861175919539793,-0.0008236309046276841,0.11252318551851355
fetusdt,2024-03-27T20:03:00,2024-03-28T09:05:00,-1,2.9472,3.3009,0.5430555555555555,0.967523472371864,-0.05472345610180519,-0.0018474191163529996,0.13163784799453762
fetusdt,2024-03-29T21:14:00,2024-03-30T23:49:00,-1,3.1349,3.2126,1.1076388888888888,0.8100542283453026,-0.03236290208889669,-0.0010140141823601484,0.11404058488660278
fetusdt,2024-03-31T01:13:00,2024-04-01T06:15:00,-1,3.2581,2.9616,1.2097222222222221,0.9463435742102986,-0.017872436963663366,-0.004795660478646602,0.1284888353583055
fetusdt,2024-04-01T08:21:00,2024-04-02T08:51:00,-1,2.9347,2.6248,1.0208333333333333,0.8934810396250532,-0.04982574350630324,-0.0002617933977706044,0.12221805688873558
arbusdt,2024-04-12T18:54:00,2024-04-13T05:03:00,-1,1.1112,1.1674,0.42291666666666666,0.8814722395508422,-0.08853868720637605,-0.00023104828538014766,0.1485404365367023
linkusdt,2024-04-13T01:24:00,2024-04-13T21:00:00,-1,15.062,12.265,0.8166666666666667,0.8573663624511082,-0.09762829725404412,-0.000925802461218303,0.12103111027702049
avaxusdt,2024-04-13T03:31:00,2024-04-13T20:31:00,-1,38.351,30.639,0.7083333333333334,0.9720760390935452,-0.08657673267209849,-0.0009012958256416348,0.11418382135170989
fetusdt,2024-04-13T06:11:00,2024-04-13T20:53:00,-1,2.1437,1.7327,0.6125,0.8010766806722689,-0.07348139662354723,-0.000637797051836031,0.11411994523568701
arbusdt,2024-04-13T06:59:00,2024-04-13T19:56:00,-1,1.1744,0.9816,0.5395833333333333,0.9107240065323897,-0.1081541573389184,-0.0018165444272385256,0.15234525373461505
fetusdt,2024-04-25T08:34:00,2024-04-27T01:16:00,-1,2.2539,2.0971,1.6958333333333333,0.8842636022514071,-0.04719674859990331,-0.0003203718777086556,0.1198883287221694
fetusdt,2024-05-06T19:34:00,2024-05-08T01:30:00,-1,2.3684,2.3654,1.2472222222222222,0.844167310451385,-0.04273520828506237,-0.0006536211357082156,0.11548706719082957
linkusdt,2024-05-17T00:32:00,2024-05-17T11:39:00,1,15.563,16.516,0.46319444444444446,0.8859192825112108,0.0010529162230269737,0.007954027833019975,0.10979779293493692
linkusdt,2024-05-17T11:44:00,2024-05-18T06:51:00,1,16.623,16.258,0.7965277777777777,0.896801555045061,0.0013004857267164788,0.00694902002321518,0.11128320380979613
linkusdt,2024-05-18T07:21:00,2024-05-19T14:18:00,-1,16.278,16.532,1.2895833333333333,0.8293497363796134,-0.0050302110533924985,-0.007741955380719076,0.10639232850132817
arbusdt,2024-05-20T15:20:00,2024-05-21T00:42:00,-1,0.978,1.1594,0.3902777777777778,0.817720141470935,-0.05584143923925261,-0.0016907981223264756,0.1421764223988881
arbusdt,2024-05-21T13:19:00,2024-05-22T04:47:00,-1,1.2115,1.1665,0.6444444444444445,0.8675024803824298,-0.0140850145836295,-0.0007463559668778041,0.14546620399565321
fetusdt,2024-05-23T02:32:00,2024-05-24T12:31:00,-1,2.5164,2.2992,1.4159722222222222,0.8307409807733852,-0.04594080880781155,-0.0004110248615028095,0.11352711117655945
linkusdt,2024-05-23T02:41:00,2024-05-24T06:26:00,-1,16.297,17.157,1.15625,0.8470343392299687,-0.027195889117905034,-0.001666545234118244,0.10475807960868201
fetusdt,2024-05-24T13:14:00,2024-05-27T19:36:00,-1,2.2958,2.311,3.265277777777778,0.8239123359010524,-0.05412501475962946,-0.003731940790641805,0.11381754493796123
linkusdt,2024-05-24T14:14:00,2024-05-26T17:33:00,1,17.317,17.115,2.1381944444444443,0.829754337742656,0.0013906553856994769,0.008556830633444382,0.10388005386079964
linkusdt,2024-06-07T19:54:00,2024-06-11T13:05:00,-1,16.302,15.324,3.7159722222222222,0.876294483148183,-0.05655302227247238,-0.0025259443170583817,0.108057595078869
arbusdt,2024-06-08T05:03:00,2024-06-10T12:35:00,-1,0.9855,0.9614,2.313888888888889,0.8840808591282375,-0.09941755640312805,-0.00012775952199770013,0.14468620026303328
fetusdt,2024-06-08T07:27:00,2024-06-11T04:29:00,-1,1.8335,1.6332,2.876388888888889,0.9720447284345048,-0.08726450238534575,-0.0001522764242126995,0.13487805929793398
arbusdt,2024-06-18T05:17:00,2024-06-20T07:31:00,-1,0.7981,0.8418,2.0930555555555554,0.831242725979568,-0.06906063404455405,-0.0006388515090137714,0.1311329322485331
avaxusdt,2024-06-23T19:54:00,2024-06-25T11:35:00,-1,25.178,25.181,1.6534722222222222,0.850303157014426,-0.027926578050309736,-0.0016736663292795662,0.08737846852935226
avaxusdt,2024-07-02T18:24:00,2024-07-04T19:19:00,1,28.803,25.495,2.0381944444444446,0.8229696835583094,0.0028821939530254115,0.004790119658002995,0.08264397732879022
fetusdt,2024-07-04T05:20:00,2024-07-05T12:02:00,-1,1.2206,1.1559,1.2791666666666666,0.8326352530541012,-0.04715641687306597,-0.002190591494464142,0.0996719020188719
avaxusdt,2024-07-15T17:59:00,2024-07-17T11:05:00,-1,26.88,28.348,1.7125,0.8362953692115144,-0.018542315443434425,-0.00024286968472138348,0.0815153447860814
avaxusdt,2024-07-18T03:49:00,2024-07-21T03:19:00,-1,27.726,29.252,2.9791666666666665,0.8913981223039837,-0.017566085848193486,-0.0001970660556162157,0.08495328535872326
avaxusdt,2024-07-21T16:06:00,2024-07-22T10:33:00,1,31.387,32.349,0.76875,0.8133848133848134,0.0024378186845799214,0.00541508592136819,0.08173830553467182
