asset,slice,feature,target,n,rho,p
injusdt,sell_dom,accel,signed_fret,1865,0.019936072403973302,0.3895352772112126
injusdt,sell_dom,ar1_resid,signed_fret,1865,-0.030595883486010497,0.18659263981392443
injusdt,delta5_conditional,rising_buy,fret,96,-0.028626955391495942,-2.641887270991865
injusdt,delta5_conditional,rising_sell,fret,910,-0.0011454637169172337,-0.31109104506854285
injusdt,delta5_conditional,falling_buy,fret,52,-0.05946564909865231,-4.8593309382752325
injusdt,delta5_conditional,falling_sell,fret,955,-0.0036333439751011797,-0.9793729316467417
tiausdt,oos_all,delta_5,fret,8502,-0.005831091359342222,0.5908609513995404
tiausdt,oos_all,delta_25,fret,8502,0.0033134451193851007,0.760003341890461
tiausdt,oos_all,accel,fret,8502,-0.0015053053653131193,0.8896253466946396
tiausdt,oos_all,ar1_resid,fret,8502,-0.0023598745042179158,0.8277691613758305
tiausdt,oos_all,delta_5,signed_fret,8502,-0.0014398278527866836,0.8943976362812041
tiausdt,oos_all,delta_25,signed_fret,8502,-0.011732742220191838,0.27938105322178197
tiausdt,oos_all,accel,signed_fret,8502,0.0016796116806815356,0.876941069873167
tiausdt,oos_all,ar1_resid,signed_fret,8502,-0.0011587068240597282,0.9149283019779345
tiausdt,high_vpin,delta_5,fret,1389,0.049106602270234403,0.06730612660825597
tiausdt,high_vpin,delta_25,fret,1389,0.03871879746437817,0.14922797988556943
tiausdt,high_vpin,accel,fret,1389,0.03337043425678601,0.21389773422208394
tiausdt,high_vpin,ar1_resid,fret,1389,0.03766206148618305,0.1606549188469604
tiausdt,high_vpin,delta_5,signed_fret,1389,-0.043312033886624586,0.10663317474816401
tiausdt,high_vpin,delta_25,signed_fret,1389,-0.04308954477140056,0.10844616779500847
tiausdt,high_vpin,accel,signed_fret,1389,-0.023768116422267917,0.3760766174799768
tiausdt,high_vpin,ar1_resid,signed_fret,1389,-0.03459230636168143,0.19758740773624783
tiausdt,sell_dom,delta_5,fret,1384,0.04622388954416617,0.08561561641714016
tiausdt,sell_dom,delta_25,fret,1384,0.041352830293132935,0.12412640585960143
tiausdt,sell_dom,accel,fret,1384,0.028501590719106976,0.28933678244694594
tiausdt,sell_dom,ar1_resid,fret,1384,0.036062299026946056,0.17997922831895094
tiausdt,sell_dom,delta_5,signed_fret,1384,-0.04622388954416617,0.08561561641714016
tiausdt,sell_dom,delta_25,signed_fret,1384,-0.041352830293132935,0.12412640585960143
tiausdt,sell_dom,accel,signed_fret,1384,-0.028501590719106976,0.28933678244694594
tiausdt,sell_dom,ar1_resid,signed_fret,1384,-0.036062299026946056,0.17997922831895094
tiausdt,delta5_conditional,rising_buy,fret,5,,
tiausdt,delta5_conditional,rising_sell,fret,689,0.004210969155540566,1.4278592019589473
tiausdt,delta5_conditional,falling_buy,fret,0,,
tiausdt,delta5_conditional,falling_sell,fret,695,-0.00593842982209123,-2.089363827617578
fetusdt,oos_all,delta_5,fret,8804,-0.07094308246332581,2.6644534464312877e-11
fetusdt,oos_all,delta_25,fret,8804,-0.13068960627536239,7.64747449663814e-35
fetusdt,oos_all,accel,fret,8804,-0.0036337838117886903,0.7331718529937854
fetusdt,oos_all,ar1_resid,fret,8804,-0.030107473448260005,0.004724927302292655
fetusdt,oos_all,delta_5,signed_fret,8804,0.06652798247063214,4.14857599862976e-10
fetusdt,oos_all,delta_25,signed_fret,8804,0.11726900638492943,2.4543093036992766e-28
fetusdt,oos_all,accel,signed_fret,8804,0.005518584316670188,0.6046416684865195
fetusdt,oos_all,ar1_resid,signed_fret,8804,0.027807906369368696,0.009071713251085078
fetusdt,high_vpin,delta_5,fret,2070,-0.0569957167847066,0.009495187208557621
fetusdt,high_vpin,delta_25,fret,2070,-0.08187394375226698,0.00019220206063911118
fetusdt,high_vpin,accel,fret,2070,-0.015833485003490404,0.47153111251968394
fetusdt,high_vpin,ar1_resid,fret,2070,-0.029952606293315948,0.17312096547140965
fetusdt,high_vpin,delta_5,signed_fret,2070,0.05310697005893272,0.01567194451112394
fetusdt,high_vpin,delta_25,signed_fret,2070,0.06909599353991505,0.0016578121066730769
fetusdt,high_vpin,accel,signed_fret,2070,0.02013549295402025,0.35985098296106777
fetusdt,high_vpin,ar1_resid,signed_fret,2070,0.03037861197147728,0.16708614078488002
fetusdt,sell_dom,delta_5,fret,2009,-0.05830928420371987,0.008945530045192369
fetusdt,sell_dom,delta_25,fret,2009,-0.0818440390425993,0.00024039450159085875
fetusdt,sell_dom,accel,fret,2009,-0.017424719522687832,0.4350485686533926
fetusdt,sell_dom,ar1_resid,fret,2009,-0.031561344053442325,0.1573295247821444
fetusdt,sell_dom,delta_5,signed_fret,2009,0.05830928420371987,0.008945530045192369
fetusdt,sell_dom,delta_25,signed_fret,2009,0.0818440390425993,0.00024039450159085875
fetusdt,sell_dom,accel,signed_fret,2009,0.017424719522687832,0.4350485686533926
fetusdt,sell_dom,ar1_resid,signed_fret,2009,0.031561344053442325,0.1573295247821444
fetusdt,delta5_conditional,rising_buy,fret,39,-0.003661844096293032,-0.5693000900178832
fetusdt,delta5_conditional,rising_sell,fret,996,-0.03155983729498173,-8.525855366946308
fetusdt,delta5_conditional,falling_buy,fret,22,,
fetusdt,delta5_conditional,falling_sell,fret,1013,-0.019431124065696314,-5.829189150781065
taousdt,oos_all,delta_5,fret,19860,-0.0019929689495429568,0.7788309967694713
taousdt,oos_all,delta_25,fret,19860,-0.01715193831744756,0.015641652162625818
taousdt,oos_all,accel,fret,19860,0.00014782921162253667,0.9833799930709226
taousdt,oos_all,ar1_resid,fret,19860,0.0003339956305233241,0.9624609887748188
taousdt,oos_all,delta_5,signed_fret,19860,0.018878837975635304,0.007800629941009474
taousdt,oos_all,delta_25,signed_fret,19860,0.031127909629691006,1.1465908683383619e-05
taousdt,oos_all,accel,signed_fret,19860,0.0034841282036397418,0.6234454473246442
taousdt,oos_all,ar1_resid,signed_fret,19860,0.0041896288419391164,0.5549285305297924
taousdt,high_vpin,delta_5,fret,4766,0.008440586610027858,0.5601870188947864
taousdt,high_vpin,delta_25,fret,4766,0.037315860027035706,0.009984445459449398
taousdt,high_vpin,accel,fret,4766,-0.008133376431242852,0.5745524302524277
taousdt,high_vpin,ar1_resid,fret,4766,0.0032902714939541697,0.8203545786634594
taousdt,high_vpin,delta_5,signed_fret,4766,0.02144766634558589,0.13875379392179496
taousdt,high_vpin,delta_25,signed_fret,4766,-0.014513277478613813,0.3164731485290751
taousdt,high_vpin,accel,signed_fret,4766,0.02017097905090166,0.16383018909395403
taousdt,high_vpin,ar1_resid,signed_fret,4766,0.007936327445713806,0.5838574108188802
taousdt,buy_dom,delta_5,fret,781,0.08579747762053876,0.016470835568787194
taousdt,buy_dom,delta_25,fret,781,0.05186243819938571,0.14761135083817048
taousdt,buy_dom,accel,fret,781,0.042197171007372365,0.23883889964339375
taousdt,buy_dom,ar1_resid,fret,781,0.04806687854848944,0.1796221691306594
taousdt,buy_dom,delta_5,signed_fret,781,0.08579747762053876,0.016470835568787194
taousdt,buy_dom,delta_25,signed_fret,781,0.05186243819938571,0.14761135083817048
taousdt,buy_dom,accel,signed_fret,781,0.042197171007372365,0.23883889964339375
taousdt,buy_dom,ar1_resid,signed_fret,781,0.04806687854848944,0.1796221691306594
taousdt,sell_dom,delta_5,fret,3985,-0.006782149527700627,0.6686464711072166
taousdt,sell_dom,delta_25,fret,3985,0.03349869317444391,0.034464291295653954
taousdt,sell_dom,accel,fret,3985,-0.01677900208893513,0.2896235077103372
taousdt,sell_dom,ar1_resid,fret,3985,-0.003976521565407271,0.8018546639664736
taousdt,sell_dom,delta_5,signed_fret,3985,0.006782149527700627,0.6686464711072166
taousdt,sell_dom,delta_25,signed_fret,3985,-0.03349869317444391,0.034464291295653954
taousdt,sell_dom,accel,signed_fret,3985,0.01677900208893513,0.2896235077103372
taousdt,sell_dom,ar1_resid,signed_fret,3985,0.003976521565407271,0.8018546639664736
taousdt,delta5_conditional,rising_buy,fret,384,-0.020498843971967634,-4.710199930578601
taousdt,delta5_conditional,rising_sell,fret,1999,-0.010195795127882677,-7.124804233267626
taousdt,delta5_conditional,falling_buy,fret,397,-0.023602483057076053,-6.208415805063173
taousdt,delta5_conditional,falling_sell,fret,1986,-0.009523040991083895,-6.494598875086773
rndrusdt,oos_all,delta_5,fret,4579,-0.004164527174356554,0.7781499409375111
rndrusdt,oos_all,delta_25,fret,4579,-0.028200921525434165,0.05636961728570243
rndrusdt,oos_all,accel,fret,4579,0.007892115275157607,0.5934047707159962
rndrusdt,oos_all,ar1_resid,fret,4579,-0.0031470029820319335,0.8314090526154428
rndrusdt,oos_all,delta_5,signed_fret,4579,0.017362651330559805,0.24012715930335346
rndrusdt,oos_all,delta_25,signed_fret,4579,0.05569655736233395,0.00016273163375988227
rndrusdt,oos_all,accel,signed_fret,4579,-0.006531345358372825,0.6585983758777265
rndrusdt,oos_all,ar1_resid,signed_fret,4579,0.0034818852398666505,0.8137821304025453
rndrusdt,high_vpin,delta_5,fret,1263,-0.006559197136397052,0.8158568356525585
rndrusdt,high_vpin,delta_25,fret,1263,-0.06660502484724773,0.017916364043540293
rndrusdt,high_vpin,accel,fret,1263,0.006619384841508768,0.8141978265488363
rndrusdt,high_vpin,ar1_resid,fret,1263,-0.012063676960001154,0.6684191718346353
rndrusdt,high_vpin,delta_5,signed_fret,1263,0.02333783775219691,0.4072808041298227
rndrusdt,high_vpin,delta_25,signed_fret,1263,0.11322812470859146,5.507559192165791e-05
rndrusdt,high_vpin,accel,signed_fret,1263,-0.007136790637416209,0.7999711562077757
rndrusdt,high_vpin,ar1_resid,signed_fret,1263,0.010197274390988578,0.7173157338075231
rndrusdt,buy_dom,delta_5,fret,163,0.04364861644526465,0.5800968053998313
rndrusdt,buy_dom,delta_25,fret,163,0.1500407335361697,0.055916509454090595
rndrusdt,buy_dom,accel,fret,163,0.01711639815784661,0.8283161559028605
rndrusdt,buy_dom,ar1_resid,fret,163,-0.05078668373595802,0.5196878817409347
rndrusdt,buy_dom,delta_5,signed_fret,163,0.04364861644526465,0.5800968053998313
rndrusdt,buy_dom,delta_25,signed_fret,163,0.1500407335361697,0.055916509454090595
rndrusdt,buy_dom,accel,signed_fret,163,0.01711639815784661,0.8283161559028605
rndrusdt,buy_dom,ar1_resid,signed_fret,163,-0.05078668373595802,0.5196878817409347
rndrusdt,sell_dom,delta_5,fret,1100,-0.014344555806920654,0.6346168954090903
rndrusdt,sell_dom,delta_25,fret,1100,-0.09725734859735796,0.0012394055986230076
rndrusdt,sell_dom,accel,fret,1100,0.006519196973040324,0.8290081952613118
rndrusdt,sell_dom,ar1_resid,fret,1100,-0.012056538889701561,0.6895763638216439
rndrusdt,sell_dom,delta_5,signed_fret,1100,0.014344555806920654,0.6346168954090903
rndrusdt,sell_dom,delta_25,signed_fret,1100,0.09725734859735796,0.0012394055986230076
rndrusdt,sell_dom,accel,signed_fret,1100,-0.006519196973040324,0.8290081952613118
rndrusdt,sell_dom,ar1_resid,signed_fret,1100,0.012056538889701561,0.6895763638216439
rndrusdt,delta5_conditional,rising_buy,fret,72,-0.01794972921139122,-2.088019163132197
rndrusdt,delta5_conditional,rising_sell,fret,559,-0.007930849466651537,-3.0181432339491647
rndrusdt,delta5_conditional,falling_buy,fret,91,-0.024469008644169128,-3.44334174227261
rndrusdt,delta5_conditional,falling_sell,fret,541,-0.013327635022015099,-5.290625563911126
