sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,asset,timeframe,strategy,type,holding,grade,pass_raw,pass_bonf
-1.8683,-3.1689,-0.5744,-0.2057,152,0.5865,0.3443,1.1171,-0.001075,0.7389,0.0033,1.5211,6.8286,-0.1815,183,-0.001075,0.006166,-2.3578,0.01944319,BTC,15m,rsi_bb_combo,combo,30m,F,False,False
-1.6962,-2.8933,-0.54,-0.2525,144,0.5934,0.3276,1.2181,-0.001309,0.6865,0.0031,1.8167,10.6473,-0.2082,174,-0.001309,0.008065,-2.1406,0.03370552,BTC,15m,rsi_bb_combo,combo,1h,F,False,False
-2.1848,-3.2773,-0.571,-0.3293,144,0.5434,0.3757,0.9029,-0.001876,0.5475,0.0031,0.8087,4.5487,-0.2824,173,-0.001876,0.008951,-2.7573,0.00645741,BTC,15m,rsi_bb_combo,combo,2h,F,False,False
-2.4929,-3.2182,-0.6607,-0.364,170,0.4952,0.3988,0.7463,-0.002476,0.6892,0.0031,-0.1127,3.9112,-0.3548,173,-0.002476,0.010353,-3.1461,0.00195015,BTC,15m,rsi_bb_combo,combo,4h,F,False,False
-1.0594,-1.4139,-0.4866,-0.2971,135,0.7483,0.4512,0.91,-0.001423,0.6935,0.0029,-0.2674,1.9569,-0.2202,164,-0.001423,0.013629,-1.337,0.18308174,BTC,15m,rsi_bb_combo,combo,8h,F,False,False
-1.0494,-1.3071,-0.6367,-0.2911,146,0.7391,0.4744,0.819,-0.001925,0.8356,0.0028,-0.7635,3.2031,-0.2786,156,-0.001925,0.018159,-1.3243,0.18734019,BTC,15m,rsi_bb_combo,combo,12h,F,False,False
-0.3362,-0.5033,-0.2631,-0.3924,115,0.9073,0.4599,1.0657,-0.000935,1.0757,0.0025,-0.0413,1.5103,-0.1593,137,-0.000935,0.025785,-0.4243,0.6719975,BTC,15m,rsi_bb_combo,combo,24h,F,False,False
-3.4298,-5.5192,-0.6436,-0.3596,286,0.4801,0.3103,1.067,-0.001429,0.7729,0.0052,1.1646,5.784,-0.3425,290,-0.001429,0.005622,-4.3285,2.072e-05,BTC,15m,rsi_bb_tight,combo,30m,F,False,False
-2.3409,-3.6488,-0.6209,-0.3515,281,0.5808,0.3569,1.0466,-0.001355,0.6418,0.0051,1.3137,8.8468,-0.3244,283,-0.001355,0.007718,-2.9543,0.00339802,BTC,15m,rsi_bb_tight,combo,1h,F,False,False
-2.5563,-3.8677,-0.6322,-0.4315,230,0.5736,0.3701,0.9763,-0.001762,0.8176,0.005,0.6736,3.797,-0.3979,281,-0.001762,0.009157,-3.2262,0.00140336,BTC,15m,rsi_bb_tight,combo,2h,F,False,False
-2.0424,-2.8818,-0.6534,-0.4295,226,0.6349,0.3993,0.9553,-0.001849,0.8451,0.0049,0.2041,3.1901,-0.4082,273,-0.001849,0.011855,-2.5776,0.01047437,BTC,15m,rsi_bb_tight,combo,4h,F,False,False
-1.5021,-2.0531,-0.6006,-0.4393,162,0.7167,0.4269,0.9622,-0.001811,0.8111,0.0045,-0.1687,2.5042,-0.3861,253,-0.001811,0.015194,-1.8957,0.05914017,BTC,15m,rsi_bb_tight,combo,8h,F,False,False
-1.5383,-1.9468,-0.6961,-0.4361,200,0.6991,0.4573,0.8297,-0.002295,0.8068,0.0042,-0.6973,2.4921,-0.438,234,-0.002295,0.018081,-1.9414,0.05340973,BTC,15m,rsi_bb_tight,combo,12h,F,False,False
-0.1033,-0.1469,-0.1345,-0.4897,134,0.9751,0.5258,0.8795,-0.000237,1.0936,0.0035,-0.2552,1.4365,-0.1028,194,-0.000237,0.025363,-0.1304,0.89642502,BTC,15m,rsi_bb_tight,combo,24h,F,False,False
-11.912,-16.7404,-0.976,-0.9972,5844,0.5431,0.3368,1.0696,-0.000967,0.8627,0.1054,0.1129,15.0065,-0.9969,5888,-0.000967,0.004933,-15.0334,0.0,BTC,15m,ema_3_8_13_vol,combo,30m,F,False,False
-8.1499,-11.5378,-0.9399,-0.9864,4255,0.6203,0.3616,1.0952,-0.00096,0.9571,0.0763,0.0198,9.8342,-0.9846,4262,-0.00096,0.006091,-10.2855,0.0,BTC,15m,ema_3_8_13_vol,combo,1h,F,False,False
-4.9336,-7.0635,-0.8857,-0.9556,3078,0.7091,0.3818,1.148,-0.000934,0.9772,0.0551,0.3077,10.5159,-0.9494,3080,-0.000934,0.008323,-6.2263,0.0,BTC,15m,ema_3_8_13_vol,combo,2h,F,False,False
-3.2084,-4.3124,-0.8313,-0.9101,1995,0.7624,0.4042,1.1237,-0.001012,1.0186,0.0374,-0.3704,9.143,-0.8946,2088,-0.001012,0.011416,-4.0492,5.328e-05,BTC,15m,ema_3_8_13_vol,combo,4h,F,False,False
-3.1317,-4.3468,-0.8413,-0.9191,1334,0.7324,0.4262,0.986,-0.001652,0.8519,0.0239,-0.0317,4.3006,-0.9059,1335,-0.001652,0.015271,-3.9524,8.144e-05,BTC,15m,ema_3_8_13_vol,combo,8h,F,False,False
-1.6988,-2.3646,-0.714,-0.8032,903,0.8213,0.4424,1.0351,-0.001223,1.006,0.0176,-0.0743,5.1775,-0.7427,981,-0.001223,0.017863,-2.144,0.0322818,BTC,15m,ema_3_8_13_vol,combo,12h,F,False,False
-0.8511,-1.3752,-0.5262,-0.7164,431,0.8808,0.4498,1.0774,-0.001113,1.0073,0.0096,0.444,1.8967,-0.5294,538,-0.001113,0.024034,-1.0741,0.28323829,BTC,15m,ema_3_8_13_vol,combo,24h,F,False,False
-11.1224,-15.2331,-0.9667,-0.995,5398,0.5505,0.3462,1.0394,-0.00095,0.865,0.0968,-0.1169,15.6511,-0.9945,5404,-0.00095,0.004976,-14.037,0.0,BTC,15m,ema_5_13_34_vol,combo,30m,F,False,False
-7.1009,-9.7287,-0.9188,-0.9763,3926,0.6441,0.375,1.0734,-0.000901,0.9559,0.0703,-0.2219,10.7391,-0.9732,3928,-0.000901,0.006304,-8.9616,0.0,BTC,15m,ema_5_13_34_vol,combo,1h,F,False,False
-4.3643,-6.2291,-0.8586,-0.9338,2836,0.7274,0.3894,1.1407,-0.000872,0.959,0.0508,0.3171,10.6164,-0.9241,2838,-0.000872,0.008437,-5.5079,4e-08,BTC,15m,ema_5_13_34_vol,combo,2h,F,False,False
-3.5635,-4.8209,-0.8398,-0.9247,1967,0.7338,0.3953,1.1224,-0.001148,1.0017,0.0352,-0.3712,9.5215,-0.9081,1968,-0.001148,0.011322,-4.4973,7.28e-06,BTC,15m,ema_5_13_34_vol,combo,4h,F,False,False
-2.3667,-3.3687,-0.7817,-0.8501,1274,0.787,0.429,1.0475,-0.001251,0.9498,0.0228,-0.0071,4.8244,-0.8244,1275,-0.001251,0.01496,-2.9868,0.00287288,BTC,15m,ema_5_13_34_vol,combo,8h,F,False,False
-2.1282,-3.1315,-0.7451,-0.8665,951,0.7801,0.4307,1.0313,-0.001571,1.0106,0.017,0.2509,4.8883,-0.8084,952,-0.001571,0.018052,-2.6859,0.00736055,BTC,15m,ema_5_13_34_vol,combo,12h,F,False,False
-0.5791,-0.9589,-0.4368,-0.6624,528,0.9177,0.453,1.1081,-0.000746,0.9762,0.0095,0.457,1.6303,-0.4196,532,-0.000746,0.023559,-0.7308,0.46520297,BTC,15m,ema_5_13_34_vol,combo,24h,F,False,False
-13.1854,-19.1655,-0.9237,-0.9773,3419,0.4204,0.2893,1.0326,-0.001076,0.7369,0.0613,0.3946,14.8602,-0.9756,3425,-0.001076,0.003784,-16.6405,0.0,BTC,15m,macd_rsi_combo,combo,30m,F,False,False
-8.0163,-11.1476,-0.8997,-0.9645,3054,0.5506,0.349,1.027,-0.001036,0.7908,0.0548,0.2109,22.273,-0.9601,3060,-0.001036,0.005666,-10.1169,0.0,BTC,15m,macd_rsi_combo,combo,1h,F,False,False
-5.59,-7.9662,-0.8697,-0.943,2545,0.649,0.3952,0.9933,-0.00102,0.8758,0.0467,0.7479,11.9765,-0.9349,2609,-0.00102,0.007382,-7.0547,0.0,BTC,15m,macd_rsi_combo,combo,2h,F,False,False
-3.2261,-4.4926,-0.8188,-0.8732,1937,0.7536,0.4241,1.0232,-0.000976,0.9008,0.0347,0.3066,6.9813,-0.8646,1938,-0.000976,0.010548,-4.0715,4.86e-05,BTC,15m,macd_rsi_combo,combo,4h,F,False,False
-1.2046,-1.8322,-0.5819,-0.7517,1190,0.8808,0.4359,1.1401,-0.000624,1.0528,0.0225,0.6262,5.2103,-0.5999,1255,-0.000624,0.01455,-1.5202,0.12870074,BTC,15m,macd_rsi_combo,combo,8h,F,False,False
-1.5099,-2.2903,-0.6614,-0.7902,894,0.8333,0.4468,1.032,-0.001132,0.9821,0.0163,0.6171,4.7878,-0.6921,911,-0.001132,0.017936,-1.9055,0.05702624,BTC,15m,macd_rsi_combo,combo,12h,F,False,False
-1.9642,-2.6537,-0.7575,-0.8067,511,0.7335,0.457,0.8715,-0.002641,0.8676,0.0092,-0.2144,3.1155,-0.7778,512,-0.002641,0.024111,-2.4789,0.01350051,BTC,15m,macd_rsi_combo,combo,24h,F,False,False
-17.1168,-25.5471,-0.9759,-0.9971,5467,0.4137,0.2962,0.9828,-0.001043,0.6824,0.0982,1.245,17.0357,-0.9968,5486,-0.001043,0.003576,-21.6021,0.0,BTC,15m,macd_rsi_fast,combo,30m,F,False,False
-10.2641,-15.1397,-0.9538,-0.9911,4653,0.5566,0.3563,1.0056,-0.000979,0.7749,0.0834,0.9831,12.0204,-0.9902,4659,-0.000979,0.005161,-12.9537,0.0,BTC,15m,macd_rsi_fast,combo,1h,F,False,False
-6.0891,-8.7051,-0.9105,-0.9738,3627,0.6738,0.3985,1.0173,-0.000927,0.9028,0.0651,0.7285,13.4545,-0.9688,3634,-0.000927,0.007275,-7.6847,0.0,BTC,15m,macd_rsi_fast,combo,2h,F,False,False
-3.3407,-4.8167,-0.8248,-0.8985,2399,0.7722,0.4354,1.0013,-0.000848,0.9526,0.043,0.5601,6.4595,-0.8838,2400,-0.000848,0.009854,-4.2161,2.578e-05,BTC,15m,macd_rsi_fast,combo,4h,F,False,False
-2.074,-2.9609,-0.7591,-0.8287,1407,0.8144,0.447,1.0073,-0.00101,0.8916,0.0254,0.4748,7.4206,-0.7939,1416,-0.00101,0.014516,-2.6174,0.00895442,BTC,15m,macd_rsi_fast,combo,8h,F,False,False
-1.3257,-1.9298,-0.6536,-0.7675,1002,0.8577,0.4608,1.0037,-0.000942,0.9316,0.018,0.4456,4.8348,-0.6703,1007,-0.000942,0.017869,-1.6731,0.09461584,BTC,15m,macd_rsi_fast,combo,12h,F,False,False
-1.0643,-1.532,-0.6644,-0.6605,536,0.8524,0.4667,0.9742,-0.001407,0.8061,0.0097,0.0594,1.8931,-0.6016,540,-0.001407,0.024335,-1.3432,0.17978783,BTC,15m,macd_rsi_fast,combo,24h,F,False,False
-8.9885,-14.27,-0.8114,-0.8673,2025,0.4743,0.2944,1.1368,-0.000936,0.7596,0.0368,1.1256,9.1582,-0.856,2055,-0.000936,0.003739,-11.3438,0.0,BTC,15m,ema_vwap_combo,combo,30m,F,False,False
-5.548,-8.8207,-0.7776,-0.8173,1848,0.6153,0.3438,1.1744,-0.000842,0.9179,0.0336,0.9787,7.7585,-0.7996,1879,-0.000842,0.00521,-7.0018,0.0,BTC,15m,ema_vwap_combo,combo,1h,F,False,False
-2.7737,-4.3404,-0.6971,-0.7202,1577,0.7619,0.398,1.1524,-0.000662,0.9813,0.0288,1.2806,11.9783,-0.6707,1608,-0.000662,0.007583,-3.5006,0.00047694,BTC,15m,ema_vwap_combo,combo,2h,F,False,False
-2.0607,-3.0702,-0.6844,-0.6847,1230,0.8066,0.4203,1.1122,-0.000742,1.0075,0.0227,0.475,5.2945,-0.6348,1268,-0.000742,0.010166,-2.6007,0.00941259,BTC,15m,ema_vwap_combo,combo,4h,F,False,False
-2.4772,-3.3616,-0.7681,-0.7998,915,0.7417,0.4452,0.9245,-0.00152,0.8442,0.0167,-0.0363,3.3342,-0.7807,930,-0.00152,0.014829,-3.1263,0.00182533,BTC,15m,ema_vwap_combo,combo,8h,F,False,False
-1.3064,-1.8146,-0.659,-0.6407,707,0.8404,0.4388,1.0749,-0.001053,0.9181,0.013,-0.1712,4.046,-0.5826,727,-0.001053,0.017213,-1.6487,0.09963639,BTC,15m,ema_vwap_combo,combo,12h,F,False,False
-0.3587,-0.5213,-0.3379,-0.6244,436,0.9421,0.4726,1.0511,-0.000522,1.001,0.0082,0.1218,2.6198,-0.3144,457,-0.000522,0.024657,-0.4527,0.650958,BTC,15m,ema_vwap_combo,combo,24h,F,False,False
-14.1872,-17.6625,-0.8968,-0.9536,2804,0.3599,0.3172,0.7748,-0.00109,0.5946,0.0503,-0.9106,10.8577,-0.9539,2809,-0.00109,0.003226,-17.9048,0.0,BTC,15m,stoch_bb_combo,combo,30m,F,False,False
-9.3805,-12.1704,-0.8752,-0.9339,2628,0.5002,0.3702,0.8509,-0.001019,0.6397,0.0471,-0.1648,9.6286,-0.9333,2631,-0.001019,0.004414,-11.8386,0.0,BTC,15m,stoch_bb_combo,combo,1h,F,False,False
-6.4241,-8.3059,-0.8683,-0.9239,2166,0.5835,0.3934,0.8998,-0.001166,0.7094,0.0389,-0.1219,12.4766,-0.9243,2171,-0.001166,0.006701,-8.1075,0.0,BTC,15m,stoch_bb_combo,combo,2h,F,False,False
-4.0479,-5.2178,-0.8286,-0.8616,1679,0.6866,0.4347,0.8929,-0.001141,0.7944,0.0302,-0.1982,5.1476,-0.8637,1684,-0.001141,0.009164,-5.1086,3.6e-07,BTC,15m,stoch_bb_combo,combo,4h,F,False,False
-2.08,-2.7681,-0.7191,-0.7715,1079,0.7948,0.4651,0.9141,-0.001049,0.8898,0.0203,-0.1503,3.854,-0.7244,1131,-0.001049,0.013433,-2.625,0.00878139,BTC,15m,stoch_bb_combo,combo,8h,F,False,False
-1.6365,-2.0517,-0.7492,-0.6973,750,0.8125,0.4761,0.8939,-0.001219,0.8697,0.0154,-0.6123,5.9163,-0.6918,859,-0.001219,0.017293,-2.0653,0.03919279,BTC,15m,stoch_bb_combo,combo,12h,F,False,False
-0.2669,-0.3937,-0.3716,-0.4493,447,0.9586,0.5061,0.9353,-0.000343,0.9221,0.0087,0.1677,2.1456,-0.2524,488,-0.000343,0.022513,-0.3369,0.73635815,BTC,15m,stoch_bb_combo,combo,24h,F,False,False
-6.9549,-9.4813,-0.7142,-0.5291,731,0.3986,0.3251,0.8274,-0.001027,0.5863,0.0131,-0.0575,3.2386,-0.5305,732,-0.001027,0.003166,-8.7774,0.0,BTC,15m,channel,priceaction,30m,F,False,False
-4.3784,-5.9473,-0.7031,-0.5239,675,0.5111,0.3539,0.9332,-0.001061,0.7698,0.0122,0.6999,16.2162,-0.5189,681,-0.001061,0.005013,-5.5258,5e-08,BTC,15m,channel,priceaction,1h,F,False,False
-2.5861,-3.8092,-0.6665,-0.4476,493,0.6765,0.4012,1.0095,-0.000855,0.8034,0.0115,0.768,6.436,-0.4313,643,-0.000855,0.006645,-3.2638,0.00115768,BTC,15m,channel,priceaction,2h,F,False,False
-2.274,-3.0167,-0.6432,-0.5366,501,0.6948,0.4357,0.9,-0.001112,0.8052,0.0104,-0.0822,6.8678,-0.4905,583,-0.001112,0.009356,-2.8699,0.00425487,BTC,15m,channel,priceaction,4h,F,False,False
-0.8121,-1.2697,-0.4582,-0.4287,319,0.8796,0.451,1.0708,-0.000597,0.9591,0.0091,0.6823,5.2421,-0.2941,510,-0.000597,0.013152,-1.0249,0.30588707,BTC,15m,channel,priceaction,8h,F,False,False
-0.5111,-0.7484,-0.4242,-0.3904,321,0.9149,0.4909,0.9488,-0.000516,0.9176,0.0079,0.5873,6.698,-0.2505,440,-0.000516,0.016764,-0.6451,0.51922423,BTC,15m,channel,priceaction,12h,F,False,False
-0.094,-0.1278,-0.182,-0.4622,199,0.981,0.5032,0.9686,-0.00016,1.0009,0.0056,-0.0486,3.0326,-0.1306,314,-0.00016,0.023909,-0.1186,0.90568573,BTC,15m,channel,priceaction,24h,F,False,False
-6.2449,-8.5464,-0.6552,-0.3249,391,0.3347,0.2796,0.8625,-0.000957,0.5249,0.0071,-0.0719,3.9361,-0.317,397,-0.000957,0.002419,-7.8814,0.0,BTC,15m,channel_short,priceaction,30m,F,False,False
-3.0544,-4.9533,-0.5875,-0.3287,376,0.5048,0.3377,0.9901,-0.000884,0.6499,0.0068,3.2568,34.4905,-0.2895,382,-0.000884,0.004484,-3.8548,0.00013592,BTC,15m,channel_short,priceaction,1h,F,False,False
-1.4011,-2.1853,-0.4909,-0.2655,362,0.74,0.3886,1.1643,-0.000584,0.9241,0.0066,1.5257,11.5456,-0.1994,368,-0.000584,0.006338,-1.7682,0.07785765,BTC,15m,channel_short,priceaction,2h,F,False,False
-0.921,-1.3756,-0.4338,-0.2745,340,0.8238,0.4277,1.102,-0.000546,1.033,0.0062,0.5925,5.5248,-0.1829,346,-0.000546,0.008732,-1.1623,0.24592572,BTC,15m,channel_short,priceaction,4h,F,False,False
-0.1096,-0.179,-0.1467,-0.2516,187,0.9767,0.4623,1.136,-0.000107,1.1032,0.0055,1.0993,7.6875,-0.0581,305,-0.000107,0.013473,-0.1383,0.89008951,BTC,15m,channel_short,priceaction,8h,F,False,False
0.1312,0.2018,0.0209,-0.2334,86,1.0307,0.4838,1.0999,0.000167,1.193,0.005,0.9242,7.972,0.0078,277,0.000167,0.016778,0.1656,0.8685706,BTC,15m,channel_short,priceaction,12h,D,False,False
-0.2874,-0.3851,-0.4546,-0.2356,108,0.9296,0.5068,0.9045,-0.000562,0.8415,0.0039,0.1353,4.3649,-0.1651,219,-0.000562,0.022929,-0.3627,0.71718537,BTC,15m,channel_short,priceaction,24h,F,False,False
-8.6738,-12.6388,-0.8276,-0.8822,1884,0.4663,0.3042,1.0665,-0.001094,0.748,0.0338,0.5966,8.8555,-0.8759,1890,-0.001094,0.004344,-10.9467,0.0,BTC,15m,inside_bar,priceaction,30m,F,False,False
-6.2936,-9.4032,-0.8076,-0.8644,1676,0.5538,0.3403,1.0737,-0.001118,0.7603,0.0301,1.0554,10.8496,-0.8515,1681,-0.001118,0.005768,-7.9428,0.0,BTC,15m,inside_bar,priceaction,1h,F,False,False
-3.5668,-5.4169,-0.7416,-0.7879,1445,0.6944,0.3892,1.0896,-0.000933,0.8868,0.0259,1.0206,10.2559,-0.7529,1449,-0.000933,0.007893,-4.5015,7.29e-06,BTC,15m,inside_bar,priceaction,2h,F,False,False
-2.4949,-3.5499,-0.7206,-0.754,1197,0.7586,0.399,1.1426,-0.000967,0.9041,0.0218,0.2311,8.7607,-0.713,1218,-0.000967,0.010717,-3.1486,0.00168037,BTC,15m,inside_bar,priceaction,4h,F,False,False
-2.1898,-3.0149,-0.7149,-0.8044,871,0.7579,0.4253,1.0239,-0.001423,0.968,0.0158,0.0119,6.4153,-0.7441,884,-0.001423,0.015314,-2.7636,0.0058353,BTC,15m,inside_bar,priceaction,8h,F,False,False
-1.9416,-2.937,-0.6728,-0.8328,676,0.7699,0.424,1.0458,-0.001644,0.9684,0.013,0.4703,5.4172,-0.7298,724,-0.001644,0.018049,-2.4504,0.01450565,BTC,15m,inside_bar,priceaction,12h,F,False,False
-0.3903,-0.5762,-0.3824,-0.5563,429,0.9363,0.4652,1.0765,-0.000564,1.0295,0.008,0.166,2.3217,-0.3168,445,-0.000564,0.024175,-0.4926,0.62255599,BTC,15m,inside_bar,priceaction,24h,F,False,False
-16.2693,-23.902,-0.9728,-0.9964,5021,0.4141,0.2963,0.9834,-0.001095,0.7175,0.0901,1.0528,15.8523,-0.9961,5032,-0.001095,0.003782,-20.5325,0.0,BTC,15m,inside_bar_novol,priceaction,30m,F,False,False
-11.2721,-15.9975,-0.9573,-0.9926,4219,0.5092,0.3366,1.0035,-0.001117,0.7729,0.0757,0.4247,17.7349,-0.9916,4227,-0.001117,0.005105,-14.2259,0.0,BTC,15m,inside_bar_novol,priceaction,1h,F,False,False
-6.3552,-9.5386,-0.9093,-0.9732,3245,0.648,0.3799,1.0577,-0.001032,0.8833,0.0582,1.0114,10.2015,-0.9681,3251,-0.001032,0.007336,-8.0205,0.0,BTC,15m,inside_bar_novol,priceaction,2h,F,False,False
-4.6212,-6.5165,-0.8749,-0.9582,2196,0.6843,0.4003,1.0253,-0.001266,0.8641,0.0394,0.3814,7.2573,-0.9451,2201,-0.001266,0.010185,-5.8321,1e-08,BTC,15m,inside_bar_novol,priceaction,4h,F,False,False
-2.4072,-3.5705,-0.7638,-0.8738,1360,0.787,0.435,1.0224,-0.001184,0.9843,0.0244,0.4892,5.6697,-0.8268,1361,-0.001184,0.014383,-3.0379,0.00242747,BTC,15m,inside_bar_novol,priceaction,8h,F,False,False
-1.5932,-2.3934,-0.6872,-0.7832,963,0.8282,0.4426,1.043,-0.001122,0.9394,0.0173,0.6114,5.4127,-0.7079,967,-0.001122,0.017352,-2.0107,0.04463136,BTC,15m,inside_bar_novol,priceaction,12h,F,False,False
-0.5556,-0.8592,-0.5105,-0.5631,511,0.92,0.4597,1.0814,-0.000727,1.0948,0.0095,0.2219,1.9248,-0.4172,533,-0.000727,0.023934,-0.7012,0.48346735,BTC,15m,inside_bar_novol,priceaction,24h,F,False,False
-10.7918,-15.2772,-0.8536,-0.9128,2369,0.4304,0.312,0.9491,-0.001006,0.7169,0.0425,0.3869,10.1087,-0.9098,2375,-0.001006,0.003599,-13.6197,0.0,BTC,15m,engulfing,priceaction,30m,F,False,False
-6.9882,-9.8955,-0.822,-0.8804,2184,0.5596,0.3626,0.9839,-0.000923,0.8286,0.0392,0.6333,13.5389,-0.8711,2190,-0.000923,0.004897,-8.8194,0.0,BTC,15m,engulfing,priceaction,1h,F,False,False
-4.841,-6.7595,-0.8056,-0.8559,1887,0.6548,0.3909,1.0202,-0.00096,0.8914,0.0339,0.2561,8.77,-0.8448,1893,-0.00096,0.006838,-6.1095,0.0,BTC,15m,engulfing,priceaction,2h,F,False,False
-2.022,-2.775,-0.6626,-0.7237,1202,0.8208,0.4461,1.019,-0.000644,0.9469,0.0269,0.1235,5.8079,-0.6466,1504,-0.000644,0.00978,-2.5519,0.01081325,BTC,15m,engulfing,priceaction,4h,F,False,False
-1.4394,-2.0196,-0.6155,-0.7077,1037,0.8497,0.4729,0.9472,-0.000772,0.9763,0.0188,0.1461,4.1905,-0.5978,1051,-0.000772,0.013771,-1.8165,0.06957507,BTC,15m,engulfing,priceaction,8h,F,False,False
-1.0093,-1.3462,-0.5828,-0.6154,791,0.8817,0.4957,0.8972,-0.000742,0.923,0.0144,-0.3479,2.4073,-0.5071,805,-0.000742,0.016517,-1.2738,0.20309954,BTC,15m,engulfing,priceaction,12h,F,False,False
-0.2309,-0.3559,-0.3065,-0.5363,457,0.9635,0.5042,0.9475,-0.000318,0.9298,0.0085,0.4402,2.6849,-0.2487,476,-0.000318,0.023845,-0.2914,0.77086472,BTC,15m,engulfing,priceaction,24h,F,False,False
-9.3249,-13.446,-0.8116,-0.8505,1871,0.4412,0.3138,0.9649,-0.000987,0.7312,0.0336,0.543,10.6671,-0.8454,1877,-0.000987,0.003635,-11.7683,0.0,BTC,15m,engulfing_strong,priceaction,30m,F,False,False
-5.9449,-8.5459,-0.7781,-0.8093,1753,0.5751,0.3735,0.9646,-0.000887,0.8508,0.0315,0.831,14.4465,-0.7946,1759,-0.000887,0.004959,-7.5026,0.0,BTC,15m,engulfing_strong,priceaction,1h,F,False,False
-4.3286,-6.2639,-0.7702,-0.7937,1543,0.6579,0.388,1.0378,-0.000948,0.9033,0.0277,0.52,9.7749,-0.778,1549,-0.000948,0.006829,-5.4629,5e-08,BTC,15m,engulfing_strong,priceaction,2h,F,False,False
-2.3973,-3.2107,-0.7012,-0.7249,1234,0.7733,0.4355,1.0023,-0.000835,0.8868,0.0229,0.0519,6.2475,-0.6771,1279,-0.000835,0.009868,-3.0255,0.00253182,BTC,15m,engulfing_strong,priceaction,4h,F,False,False
-0.7639,-1.0731,-0.4556,-0.5747,913,0.9114,0.479,0.9915,-0.00043,1.066,0.0166,0.1137,5.0118,-0.3834,927,-0.00043,0.013565,-0.9641,0.3352548,BTC,15m,engulfing_strong,priceaction,8h,F,False,False
0.189,0.2744,0.0148,-0.3607,427,1.0247,0.4946,1.0472,0.000142,1.0326,0.0132,0.0227,2.2096,0.0085,736,0.000142,0.016182,0.2385,0.81154882,BTC,15m,engulfing_strong,priceaction,12h,D,False,False
0.3023,0.4464,0.1051,-0.4157,426,1.0504,0.5179,0.9779,0.00041,0.9345,0.008,0.0522,1.6115,0.0705,448,0.00041,0.022725,0.3815,0.70299222,BTC,15m,engulfing_strong,priceaction,24h,D,False,False
-16.0301,-21.9263,-0.9684,-0.9949,5058,0.4171,0.3171,0.8985,-0.001034,0.674,0.0906,0.6682,19.2677,-0.9949,5059,-0.001034,0.003637,-20.2306,0.0,BTC,15m,pinbar,priceaction,30m,F,False,False
-11.0163,-14.3916,-0.9498,-0.9884,4279,0.5225,0.3743,0.8735,-0.001027,0.7045,0.0766,-0.2658,9.1598,-0.9883,4280,-0.001027,0.004834,-13.903,0.0,BTC,15m,pinbar,priceaction,1h,F,False,False
-6.9982,-9.062,-0.9169,-0.972,3276,0.6214,0.4059,0.9096,-0.001055,0.7514,0.0587,-0.1338,7.1427,-0.9708,3277,-0.001055,0.006835,-8.832,0.0,BTC,15m,pinbar,priceaction,2h,F,False,False
-3.8362,-5.1307,-0.8458,-0.9239,2197,0.7288,0.4408,0.9246,-0.001043,0.7818,0.0396,0.2674,7.6167,-0.9112,2212,-0.001043,0.010132,-4.8414,1.38e-06,BTC,15m,pinbar,priceaction,4h,F,False,False
-1.8518,-2.5343,-0.7125,-0.8164,1351,0.8285,0.4499,1.013,-0.000917,0.9216,0.0243,0.1345,5.3776,-0.7505,1358,-0.000917,0.014462,-2.3371,0.01958045,BTC,15m,pinbar,priceaction,8h,F,False,False
-2.1186,-2.8974,-0.7426,-0.8344,980,0.7838,0.4536,0.9441,-0.001428,0.8718,0.0176,-0.1259,3.5774,-0.7855,981,-0.001428,0.016724,-2.6738,0.00762406,BTC,15m,pinbar,priceaction,12h,F,False,False
0.9759,1.4282,1.0317,-0.3783,244,1.1659,0.5292,1.0373,0.001269,1.0996,0.0095,0.3122,3.3459,0.6901,531,0.001269,0.023738,1.2316,0.21865491,BTC,15m,pinbar,priceaction,24h,C,False,False
-12.2185,-16.2741,-0.8852,-0.9429,2764,0.4069,0.3201,0.8645,-0.00103,0.66,0.0495,0.4141,18.8815,-0.9431,2765,-0.00103,0.003512,-15.4203,0.0,BTC,15m,pinbar_strict,priceaction,30m,F,False,False
-9.1239,-11.9651,-0.8747,-0.9336,2505,0.4938,0.3695,0.8425,-0.001067,0.6572,0.0449,-0.1036,10.8965,-0.9329,2506,-0.001067,0.004638,-11.5147,0.0,BTC,15m,pinbar_strict,priceaction,1h,F,False,False
-6.0583,-7.502,-0.8559,-0.913,2112,0.5985,0.4084,0.8669,-0.001123,0.7203,0.0378,-0.5803,8.5461,-0.9113,2113,-0.001123,0.00675,-7.6459,0.0,BTC,15m,pinbar_strict,priceaction,2h,F,False,False
-4.0558,-5.2202,-0.8309,-0.894,1622,0.6776,0.4331,0.8867,-0.001281,0.7299,0.0291,0.0907,9.7521,-0.8851,1623,-0.001281,0.010083,-5.1186,3.4e-07,BTC,15m,pinbar_strict,priceaction,4h,F,False,False
-2.0128,-2.7541,-0.7403,-0.7584,1110,0.8003,0.4608,0.9363,-0.001081,0.8447,0.0199,0.108,5.5446,-0.731,1111,-0.001081,0.014179,-2.5403,0.01121237,BTC,15m,pinbar_strict,priceaction,8h,F,False,False
