strategy,variant,strategy_type,timeframe,asset,holding_period,holding_bars,n_trades,n_long,n_short,mean_return,std_return,sharpe,t_stat,p_value,win_rate,max_drawdown,profit_factor,total_return,mean_long,mean_short,mean_price_ret,mean_funding_ret,total_funding_pnl,test_bars
funding_carry,extreme_90,carry,1d,ETH,1w,7,35,30,5,-0.004096725315749228,0.12406693804522005,-0.10319469314503754,-0.19535062442326606,0.8462812372486536,0.45714285714285713,-0.4625479952657231,0.9132297356987222,-0.3366387197634879,0.0019249794724148209,-0.040226954044733546,-0.0033253501728920864,0.00022862485714285718,0.008001870000000001,1308
funding_carry,simple_0.01_7d,carry,1d,SOL,3d,3,48,6,42,0.001665054686678387,0.07478736130954199,0.08992184347227244,0.15424848606550234,0.8780742672631253,0.5,-0.4874833407483551,1.056942844630487,-0.05093049223983592,-0.0013409934407754228,0.002094490133457502,0.0019462857283450545,0.0007187689583333334,0.03450091,1074
funding_carry,zscore_1.5,carry,1d,SOL,3d,3,49,36,13,-0.0037421223554902966,0.07517819224276663,-0.20312736586894584,-0.3484369031359949,0.7290357567315926,0.4897959183673469,-0.314524288157643,0.8802639577957027,-0.27467507533824365,0.0005224869032589863,-0.015551809533565228,-0.003136218273857642,0.0003940959183673469,0.0193107,1074
funding_carry,zscore_1.5,carry,1d,SOL,1w,7,33,25,8,-0.017899088595128648,0.11094115503053326,-0.5403056339094261,-0.9268195893791809,0.3609581146747436,0.48484848484848486,-0.5370164218416863,0.6627596118602513,-0.5509004001820594,-0.0003822873332693169,-0.07263909253843905,-0.017484261322401374,0.0005851727272727273,0.0193107,1074
funding_carry,extreme_90,carry,1d,SOL,3d,3,73,59,14,-0.004202013126045724,0.08437437205435373,-0.24805762006403584,-0.42550854024347723,0.6717351752444007,0.4794520547945205,-0.6629247254147899,0.874402787161848,-0.42821295667961523,-0.005001496371421158,-0.0008327623062492559,-0.003436382304127916,0.00023436917808219174,0.017108949999999998,1074
funding_carry,extreme_90,carry,1d,SOL,1w,7,43,35,8,-0.014034629473009999,0.11906867308352058,-0.45059042302337365,-0.7729255529375462,0.4438947382049707,0.4883720930232558,-0.7606051099117284,0.7275051294351375,-0.5994027102782771,-0.01621410337974178,-0.004499431131058437,-0.013432512031149533,0.000397882558139535,0.017108950000000005,1074
funding_carry,simple_0.01_7d,carry,1d,AVAX,3d,3,67,29,38,0.00486922696448313,0.08551645676877384,0.2832798484012217,0.46606632146108185,0.6427025823023488,0.5074626865671642,-0.404779987007299,1.1516174748752201,0.08753918416838236,0.0057285597393488055,0.00421342037313827,0.005286092486871191,0.0005831344776119404,0.03907001,988
funding_carry,simple_0.01_7d,carry,1d,AVAX,1w,7,32,15,17,0.016413684516426087,0.1553709027676788,0.3632280185737555,0.5976010910190025,0.5544468361017503,0.46875,-0.44036759385595503,1.3023045481891329,0.1674442748013394,0.008000328040719092,0.023837234347932255,0.01619274670392609,0.0012209378125,0.03907001,988
funding_carry,zscore_1.5,carry,1d,AVAX,3d,3,58,46,12,-0.013691301789833708,0.08582871120325314,-0.7384041161498659,-1.2148597653803501,0.22942821959070325,0.4482758620689655,-0.6382805204224036,0.6566187361464705,-0.6387906636722875,-0.01321509452661645,-0.01551676296549987,-0.013150411617419916,0.0004591098275862069,0.02662837,988
funding_carry,zscore_1.5,carry,1d,AVAX,1w,7,37,30,7,-0.02792406810602312,0.1338147778543714,-0.771513328212922,-1.2693327141615416,0.21246741483248419,0.40540540540540543,-0.7819699243352162,0.5908496815872465,-0.7477757285046374,-0.013297212887609102,-0.09061059047065463,-0.027643753781698796,0.0007196856756756757,0.026628370000000002,988
