sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,n_long,n_short,mean_long,mean_short,asset,timeframe,strategy,type,holding,grade,pass_raw,pass_bonf
-0.106,-0.1005,-0.3487,-0.8351,143,0.962,0.5306,0.851,-0.000732,0.9275,0.0107,-3.6715,34.0842,-0.5133,196,-0.000732,0.066851,-0.1534,0.87827331,101,95,0.008491972416650105,-0.010539156288749782,ADA,1h,keltner_mr,mean_reversion,1d,F,False,False
-0.0039,-0.0068,-0.0641,-0.3175,118,0.9987,0.45,1.2206,-9e-06,1.1614,0.0098,1.9698,15.0753,-0.0421,180,-9e-06,0.021764,-0.0057,0.99545665,118,62,0.0001618815271919269,-0.00033495206145894494,ADA,1h,dual_ema_adx,trend,4h,F,False,False
-0.6267,-0.8778,-0.4211,-0.4979,153,0.8221,0.475,0.9086,-0.002474,0.9267,0.0087,-0.2387,1.8255,-0.3888,160,-0.002474,0.03452,-0.9065,0.36603933,110,50,-0.0023482514686099017,-0.002750383966746335,ADA,1h,dual_ema_adx,trend,12h,F,False,False
-1.2472,-1.9767,-0.5394,-0.7543,149,0.6776,0.4503,0.8271,-0.006296,0.9904,0.0082,0.2416,2.0636,-0.6648,151,-0.006296,0.042885,-1.804,0.07322996,104,47,-0.005779089484107962,-0.0074397114523034645,ADA,1h,dual_ema_adx,trend,1d,F,False,False
0.0883,0.1453,-0.0797,-0.6096,460,1.0177,0.4728,1.1346,0.000157,1.1095,0.0271,1.4468,10.6377,-0.099,497,0.000157,0.027411,0.1277,0.89844823,234,263,0.0016650784087578255,-0.0011847944356102637,ADA,1h,vol_spike_brk,trend,4h,D,False,False
-0.1535,-0.2635,-0.3786,-0.5968,396,0.9671,0.4527,1.169,-0.000469,1.1759,0.0219,1.4997,8.539,-0.4148,402,-0.000469,0.042313,-0.2221,0.82434683,184,218,0.0037686451980244898,-0.004045218288456213,ADA,1h,vol_spike_brk,trend,12h,F,False,False
-0.7039,-1.1303,-0.7007,-0.8414,342,0.8393,0.4448,1.0478,-0.003491,0.9105,0.0188,2.2094,22.2673,-0.8448,344,-0.003491,0.063591,-1.0182,0.30929133,155,189,0.005524701785755286,-0.010884990295736252,ADA,1h,vol_spike_brk,trend,1d,F,False,False
-2.2391,-2.7765,-0.7102,-0.8793,979,0.7364,0.461,0.861,-0.001902,0.8212,0.0538,-0.6239,7.2767,-0.8712,987,-0.001902,0.018452,-3.2389,0.00123989,465,522,-0.0019009334778448696,-0.001903648541517931,ADA,1h,stoch_cross,mean_reversion,4h,F,False,False
-0.0894,-0.1249,-0.3502,-0.5993,504,0.9859,0.4834,1.0535,-0.000169,1.1045,0.0362,-0.1271,3.1033,-0.3892,664,-0.000169,0.033762,-0.1294,0.89711662,315,349,9.763461462873298e-05,-0.0004105764525845873,ADA,1h,stoch_cross,mean_reversion,12h,F,False,False
0.5123,0.7728,0.1904,-0.5988,164,1.1059,0.5022,1.0963,0.001724,1.0287,0.0251,0.5806,8.7656,0.2535,460,0.001724,0.049892,0.7411,0.45900071,224,236,0.0036741726969521673,-0.0001270040792618111,ADA,1h,stoch_cross,mean_reversion,1d,C,False,False
-2.1498,-2.6048,-0.8351,-0.9825,2101,0.8254,0.4889,0.8627,-0.001368,0.8543,0.1231,-1.2099,11.2102,-0.9725,2258,-0.001368,0.020897,-3.1097,0.00189619,1166,1092,-0.0009895127107583297,-0.0017711589287017443,AVAX,1h,vwap_mr,mean_reversion,4h,F,False,False
-1.1997,-1.6161,-0.7337,-0.9485,919,0.8625,0.4768,0.9463,-0.001823,0.8441,0.0565,-0.4008,2.4773,-0.9172,1036,-0.001823,0.033807,-1.7354,0.08297481,543,493,-0.0005559432565422663,-0.0032179744585229893,AVAX,1h,vwap_mr,mean_reversion,12h,F,False,False
-0.6689,-0.9953,-0.6706,-0.8854,553,0.9017,0.4767,0.99,-0.001868,0.9124,0.0339,-0.0211,1.3821,-0.8482,621,-0.001868,0.048104,-0.9675,0.33366929,332,289,-0.0008539566768944971,-0.0030320639473379964,AVAX,1h,vwap_mr,mean_reversion,1d,F,False,False
-2.0282,-2.8806,-0.7874,-0.9461,1998,0.8285,0.462,0.9647,-0.001246,0.9014,0.1091,0.1469,4.7958,-0.9427,2002,-0.001246,0.019007,-2.9339,0.00338572,989,1013,-0.0014332754759104186,-0.0010637985010697895,AVAX,1h,stoch_rsi,mean_reversion,4h,F,False,False
-0.2864,-0.4367,-0.4429,-0.9232,670,0.965,0.48,1.0456,-0.000435,1.0128,0.0585,0.3921,3.9169,-0.6672,1073,-0.000435,0.034428,-0.4143,0.67870301,524,549,-0.0005681381591386582,-0.00030888499760861507,AVAX,1h,stoch_rsi,mean_reversion,12h,F,False,False
-0.7736,-1.2082,-0.6746,-0.9191,428,0.8893,0.4712,0.9982,-0.002119,0.9362,0.034,0.1004,1.2747,-0.8679,624,-0.002119,0.047299,-1.119,0.26355112,308,316,-0.001838626645578294,-0.0023920201478732795,AVAX,1h,stoch_rsi,mean_reversion,1d,F,False,False
-1.2459,-1.9072,-0.7931,-0.9537,3634,0.9178,0.464,1.0601,-0.000602,1.0171,0.2001,0.6537,6.467,-0.9479,3670,-0.000602,0.020223,-1.8023,0.07158349,1651,2019,-0.00034865719225055775,-0.000808484311447682,AVAX,1h,ema_ribbon,trend,4h,F,False,False
0.2445,0.382,-0.206,-0.7335,730,1.0274,0.5074,0.9974,0.00033,1.1473,0.0737,0.5702,4.8997,-0.2901,1352,0.00033,0.034343,0.3537,0.7236294,615,737,0.0006290793834058419,8.10580469509822e-05,AVAX,1h,ema_ribbon,trend,12h,D,False,False
0.449,0.6802,0.0332,-0.6667,447,1.0671,0.5176,0.9946,0.001116,1.0158,0.0388,-0.0028,1.2327,0.0469,711,0.001116,0.045832,0.6495,0.51624218,328,383,0.0010341060591184446,0.0011867828767761176,AVAX,1h,ema_ribbon,trend,1d,D,False,False
-0.778,-1.0493,-0.4272,-0.3458,150,0.7834,0.4817,0.8429,-0.001822,0.7864,0.0089,-0.1927,1.8016,-0.2843,164,-0.001822,0.020739,-1.1254,0.26208932,80,84,1.4642344768786563e-05,-0.003572145165200693,AVAX,1h,bollinger_mr,mean_reversion,4h,F,False,False
-0.0522,-0.0837,-0.1445,-0.4636,102,0.983,0.5188,0.912,-0.000223,0.7723,0.0087,0.7969,3.8177,-0.1351,160,-0.000223,0.037376,-0.0756,0.93986946,78,82,0.0034310438842837998,-0.0036992813224405474,AVAX,1h,bollinger_mr,mean_reversion,12h,F,False,False
-0.7039,-0.8358,-0.4573,-0.6674,141,0.7902,0.5,0.7902,-0.004017,0.8877,0.008,-1.2091,4.9094,-0.5332,146,-0.004017,0.04767,-1.0182,0.31025778,72,74,-0.003058644853141993,-0.004949784562386011,AVAX,1h,bollinger_mr,mean_reversion,1d,F,False,False
-2.3167,-3.0954,-0.6673,-0.8044,463,0.644,0.428,0.8608,-0.003239,0.7189,0.0254,-0.2604,2.4928,-0.8002,465,-0.003239,0.020842,-3.3511,0.00087067,241,224,-0.002837772877097626,-0.003670509618935663,AVAX,1h,rsi_extreme,mean_reversion,4h,F,False,False
-1.9856,-2.4122,-0.7154,-0.9152,332,0.6414,0.46,0.753,-0.00564,0.6411,0.0191,-0.9606,5.5228,-0.8919,350,-0.00564,0.036739,-2.8722,0.00432599,179,171,-0.004947115948163302,-0.006365796291233478,AVAX,1h,rsi_extreme,mean_reversion,12h,F,False,False
-1.225,-1.8151,-0.6801,-0.846,272,0.7548,0.4542,0.907,-0.005308,0.8275,0.0149,-0.0821,0.8242,-0.8334,273,-0.005308,0.049491,-1.772,0.0775082,140,133,-0.005577211434290862,-0.005024282589834128,AVAX,1h,rsi_extreme,mean_reversion,1d,F,False,False
-1.2703,-1.9385,-0.7976,-0.9654,3530,0.9164,0.4617,1.0683,-0.000642,1.0131,0.1951,0.5613,7.0772,-0.9538,3578,-0.000642,0.020899,-1.8374,0.06622693,1783,1795,-0.0004088652748896131,-0.0008735541915141451,AVAX,1h,momentum,trend,4h,F,False,False
-0.7756,-1.1353,-0.7017,-0.9488,1355,0.9203,0.4852,0.9763,-0.001047,1.0316,0.0756,0.0684,3.1012,-0.899,1387,-0.001047,0.034749,-1.122,0.26206906,698,689,-0.001149258840724755,-0.0009431045529242678,AVAX,1h,momentum,trend,12h,F,False,False
0.4319,0.6561,-0.0113,-0.7562,368,1.0638,0.5021,1.055,0.001095,1.0386,0.0396,-0.0162,1.3111,-0.0177,727,0.001095,0.047272,0.6248,0.53231819,364,363,0.00036908357647341894,0.001823656398554703,AVAX,1h,momentum,trend,1d,D,False,False
-1.0648,-1.7011,-0.6037,-0.8057,1045,0.8728,0.4403,1.1093,-0.001068,0.9745,0.0576,0.7356,7.3992,-0.7519,1056,-0.001068,0.022527,-1.5403,0.12379345,525,531,-0.0004307691488382868,-0.0016974971305825399,AVAX,1h,range_breakout,trend,4h,F,False,False
-0.5518,-0.8368,-0.5607,-0.7769,698,0.9208,0.4824,0.9879,-0.001059,0.9693,0.0388,0.2494,2.4688,-0.6979,711,-0.001059,0.035366,-0.7982,0.42501617,341,370,0.0014117953108429653,-0.003335548748909335,AVAX,1h,range_breakout,trend,12h,F,False,False
0.3946,0.5816,0.0422,-0.5695,468,1.0712,0.5331,0.9384,0.001225,1.0154,0.0264,-0.1733,1.4277,0.0509,484,0.001225,0.047226,0.5708,0.5684117,237,247,0.0015789584628005942,0.0008858858126414165,AVAX,1h,range_breakout,trend,1d,D,False,False
-0.5968,-0.847,-0.4782,-0.6884,938,0.931,0.4678,1.0592,-0.000505,1.1318,0.0643,-0.1051,3.8213,-0.5663,1180,-0.000505,0.020103,-0.8633,0.38816023,593,587,-0.00047186643203394517,-0.0005388805061206522,AVAX,1h,macd_scalp,trend,4h,F,False,False
-0.1736,-0.2397,-0.4483,-0.7196,780,0.9759,0.5085,0.9434,-0.000318,0.9114,0.045,-0.2654,5.0337,-0.5574,826,-0.000318,0.036368,-0.251,0.80184322,425,401,-0.0002536176034802643,-0.00038555111827919984,AVAX,1h,macd_scalp,trend,12h,F,False,False
-1.1919,-1.8049,-0.7439,-0.9197,513,0.8208,0.4907,0.852,-0.003425,0.9561,0.0292,-0.0045,1.5594,-0.9103,536,-0.003425,0.045994,-1.7242,0.08525709,269,267,-0.005126784991942804,-0.0017110138002392598,AVAX,1h,macd_scalp,trend,1d,F,False,False
-1.877,-2.2814,-0.6095,-0.6754,317,0.6481,0.4548,0.7769,-0.003222,0.7418,0.0175,-1.0547,5.4771,-0.6704,321,-0.003222,0.021262,-2.7151,0.0069861,150,171,-0.002859563947662179,-0.0035398892548435903,AVAX,1h,keltner_mr,mean_reversion,4h,F,False,False
-1.2029,-1.6195,-0.6103,-0.7066,233,0.7296,0.475,0.8064,-0.004202,0.7599,0.0131,-0.2231,2.8327,-0.693,240,-0.004202,0.03741,-1.74,0.08315168,112,128,-0.003904215549208814,-0.004462043004064738,AVAX,1h,keltner_mr,mean_reversion,12h,F,False,False
-1.1722,-1.7567,-0.6315,-0.7788,202,0.7317,0.4461,0.9086,-0.005744,0.7052,0.0111,0.0537,1.1366,-0.7574,204,-0.005744,0.048386,-1.6956,0.09148995,99,105,-0.007754434499229002,-0.0038490235732867297,AVAX,1h,keltner_mr,mean_reversion,1d,F,False,False
-1.8116,-2.5047,-0.5197,-0.5677,185,0.5859,0.4293,0.7789,-0.003639,0.5974,0.0104,0.0671,2.0458,-0.5188,191,-0.003639,0.019191,-2.6206,0.0094884,105,86,-0.004886921843098959,-0.002115463244279746,AVAX,1h,dual_ema_adx,trend,4h,F,False,False
-0.3788,-0.637,-0.3364,-0.4509,166,0.893,0.4593,1.0513,-0.001425,1.0774,0.0094,0.4975,1.2466,-0.2912,172,-0.001425,0.034115,-0.5479,0.58447632,100,72,-0.005486792698823139,0.004215870436460227,AVAX,1h,dual_ema_adx,trend,12h,F,False,False
-1.2517,-1.9083,-0.5745,-0.8147,153,0.6825,0.4214,0.9372,-0.007058,0.8944,0.0087,0.0683,1.3193,-0.733,159,-0.007058,0.049156,-1.8106,0.07209823,95,64,-0.010644684466924103,-0.0017351807395490412,AVAX,1h,dual_ema_adx,trend,1d,F,False,False
0.2525,0.3947,0.0597,-0.3658,235,1.0498,0.4688,1.1895,0.000428,1.0822,0.0271,0.7184,7.7731,0.0462,497,0.000428,0.0261,0.3652,0.71511469,242,255,0.0010410484165553745,-0.0001546641596914385,AVAX,1h,vol_spike_brk,trend,4h,D,False,False
0.6109,1.005,0.6776,-0.3031,182,1.1337,0.5123,1.0794,0.001694,1.1996,0.0222,0.7692,4.6985,0.4783,408,0.001694,0.038727,0.8837,0.37737522,194,214,0.004426252070371242,-0.0007823327988345543,AVAX,1h,vol_spike_brk,trend,12h,C,False,False
0.6091,0.9779,0.423,-0.4826,205,1.1336,0.5143,1.0707,0.002208,1.2485,0.0191,0.0427,1.3245,0.4752,350,0.002208,0.046887,0.8811,0.37886545,171,179,0.0027084907990122978,0.0017303196908990226,AVAX,1h,vol_spike_brk,trend,1d,C,False,False
-2.9022,-3.8122,-0.7885,-0.9476,1054,0.6908,0.4366,0.8916,-0.002527,0.833,0.0576,-0.651,7.1439,-0.9437,1056,-0.002527,0.019562,-4.1981,2.918e-05,523,533,-0.0024420358241828686,-0.0026106616598123855,AVAX,1h,stoch_cross,mean_reversion,4h,F,False,False
-1.1988,-1.6397,-0.6812,-0.9063,640,0.8303,0.453,1.0026,-0.002255,0.8897,0.0383,-0.4153,6.9328,-0.866,702,-0.002255,0.034462,-1.734,0.08334906,349,353,-0.002549906064341317,-0.001964352144442604,AVAX,1h,stoch_cross,mean_reversion,12h,F,False,False
-0.7811,-1.1921,-0.6212,-0.8686,434,0.8718,0.4872,0.9177,-0.002401,0.8344,0.0255,0.0009,0.9583,-0.8027,468,-0.002401,0.045973,-1.1298,0.2591319,238,230,-0.002555581301558622,-0.002240967588532914,AVAX,1h,stoch_cross,mean_reversion,1d,F,False,False
-1.6968,-1.965,-0.7677,-0.9669,1985,0.851,0.4886,0.8906,-0.001073,0.8881,0.1198,-1.7369,20.8045,-0.9414,2198,-0.001073,0.020504,-2.4545,0.01418704,1096,1102,-0.0008285100537776316,-0.001317021643233848,DOT,1h,vwap_mr,mean_reversion,4h,F,False,False
-0.5144,-0.6499,-0.5553,-0.9023,834,0.9333,0.4816,1.0045,-0.000819,0.9859,0.0549,-0.6802,7.1368,-0.7665,1007,-0.000819,0.034947,-0.744,0.45703433,507,500,-0.0008743484668437568,-0.0007636544768901117,DOT,1h,vwap_mr,mean_reversion,12h,F,False,False
-0.5955,-0.7953,-0.5969,-0.8931,567,0.9085,0.482,0.9763,-0.001564,0.8819,0.0334,-0.5667,5.7737,-0.7968,612,-0.001564,0.044929,-0.8613,0.38939338,312,300,-0.0023537099855929105,-0.0007433232442493102,DOT,1h,vwap_mr,mean_reversion,1d,F,False,False
-1.1536,-1.6813,-0.6122,-0.9005,1276,0.8949,0.4664,1.0238,-0.000687,0.9256,0.1072,0.6074,7.8536,-0.813,1966,-0.000687,0.018252,-1.6687,0.0953294,976,990,-0.0007952699967608471,-0.0005800990058167459,DOT,1h,stoch_rsi,mean_reversion,4h,F,False,False
-0.651,-0.8932,-0.6037,-0.9046,729,0.919,0.4827,0.9849,-0.000973,1.0032,0.0583,0.1188,8.4732,-0.8085,1069,-0.000973,0.03377,-0.9417,0.34657833,522,547,-0.0009267438125571395,-0.001016352621542014,DOT,1h,stoch_rsi,mean_reversion,12h,F,False,False
-0.2839,-0.3876,-0.5292,-0.8296,400,0.9543,0.496,0.9696,-0.000778,0.8889,0.0342,-0.3207,7.4448,-0.7017,627,-0.000778,0.047419,-0.4107,0.68141871,318,309,-0.0003030258876801608,-0.0012663828910172384,DOT,1h,stoch_rsi,mean_reversion,1d,F,False,False
-1.7201,-2.5832,-0.8434,-0.9732,3721,0.8843,0.4608,1.0347,-0.000783,0.9825,0.203,1.231,18.7575,-0.9726,3724,-0.000783,0.01921,-2.4882,0.01288367,1665,2059,-0.0008261254700129873,-0.0007485547337680243,DOT,1h,ema_ribbon,trend,4h,F,False,False
-0.711,-0.9815,-0.6491,-0.9242,827,0.9224,0.4881,0.9672,-0.000898,0.9627,0.0736,-0.2501,10.5953,-0.8529,1350,-0.000898,0.032068,-1.0284,0.30392507,606,744,-0.001300527539170408,-0.0005694139018564624,DOT,1h,ema_ribbon,trend,12h,F,False,False
-0.178,-0.259,-0.5217,-0.77,355,0.9732,0.4993,0.9759,-0.000443,0.8635,0.039,0.1675,5.9326,-0.6587,715,-0.000443,0.045965,-0.2575,0.79683443,320,395,-0.0009754003654913045,-1.1177429062606028e-05,DOT,1h,ema_ribbon,trend,1d,F,False,False
-0.3607,-0.4914,-0.2308,-0.3238,118,0.8818,0.4774,0.9653,-0.000846,0.746,0.0085,0.1917,4.1217,-0.15,155,-0.000846,0.020183,-0.5217,0.60263432,85,70,-0.0009112537946914461,-0.0007661311077193016,DOT,1h,bollinger_mr,mean_reversion,4h,F,False,False
0.4424,0.5466,0.2712,-0.3346,76,1.1752,0.5497,0.9628,0.001812,0.9256,0.0082,-0.2565,6.7322,0.1994,151,0.001812,0.034796,0.6399,0.52323465,82,69,0.0028470591278718935,0.0005816352955100012,DOT,1h,bollinger_mr,mean_reversion,12h,D,False,False
0.3501,0.3659,0.1107,-0.4905,28,1.1308,0.5764,0.8311,0.002115,1.0068,0.0079,-1.9255,9.1953,0.117,144,0.002115,0.050116,0.5065,0.61330252,78,66,0.0051986908285942286,-0.0015289102713182921,DOT,1h,bollinger_mr,mean_reversion,1d,D,False,False
-0.6634,-0.828,-0.4046,-0.5062,270,0.8748,0.4614,1.0213,-0.000895,1.028,0.024,-0.9558,7.2142,-0.381,440,-0.000895,0.019572,-0.9596,0.33776633,237,203,-0.0006112659649725211,-0.00122711614891337,DOT,1h,rsi_extreme,mean_reversion,4h,F,False,False
-0.4756,-0.5909,-0.4223,-0.6814,312,0.8871,0.4985,0.8925,-0.001432,0.9222,0.0179,-0.264,12.935,-0.5084,329,-0.001432,0.037748,-0.688,0.49191844,179,150,-0.004603142958530079,0.0023524806598378602,DOT,1h,rsi_extreme,mean_reversion,12h,F,False,False
0.1121,0.1541,-0.1537,-0.5871,215,1.029,0.513,0.9768,0.000489,0.9525,0.0147,0.0444,4.3919,-0.1795,269,0.000489,0.049408,0.1622,0.87126819,142,127,-0.0018535079363792713,0.003107400784296246,DOT,1h,rsi_extreme,mean_reversion,1d,D,False,False
-1.6645,-2.5704,-0.8382,-0.9779,3437,0.8862,0.4621,1.0318,-0.000833,1.0213,0.1882,1.1426,15.4215,-0.9723,3452,-0.000833,0.020338,-2.4077,0.01610443,1694,1758,-0.0009495423484894913,-0.0007216048214325775,DOT,1h,momentum,trend,4h,F,False,False
-0.8229,-1.3289,-0.7117,-0.9514,1362,0.9088,0.4732,1.0116,-0.001132,0.9857,0.0743,1.2668,9.2859,-0.9061,1363,-0.001132,0.035103,-1.1903,0.23414322,659,704,-0.0015682819836724822,-0.0007230725196320537,DOT,1h,momentum,trend,12h,F,False,False
-0.4119,-0.624,-0.5287,-0.9462,427,0.939,0.4875,0.987,-0.001,1.0023,0.0394,0.6544,8.5157,-0.7658,722,-0.001,0.045118,-0.5958,0.55149492,344,378,-0.0017682311854216883,-0.00030168256309685875,DOT,1h,momentum,trend,1d,F,False,False
-0.9402,-1.7703,-0.5684,-0.7784,1033,0.8762,0.4444,1.0952,-0.000942,0.98,0.0564,2.9686,28.1527,-0.7055,1035,-0.000942,0.022274,-1.36,0.17413187,544,491,-0.0008250413898440692,-0.0010707047740559001,DOT,1h,range_breakout,trend,4h,F,False,False
-1.188,-1.5309,-0.6819,-0.9261,694,0.8254,0.4865,0.8711,-0.002308,0.8469,0.0384,-0.6011,9.3757,-0.8762,705,-0.002308,0.035656,-1.7184,0.08615912,357,348,-0.0016028764723098922,-0.0030305729533907713,DOT,1h,range_breakout,trend,12h,F,False,False
-0.3074,-0.4596,-0.4524,-0.8563,283,0.9449,0.5041,0.9296,-0.000956,0.9263,0.0268,0.5484,6.7649,-0.6413,492,-0.000956,0.047668,-0.4447,0.6567583,248,244,-0.0006202499920336256,-0.0012964400433445027,DOT,1h,range_breakout,trend,1d,F,False,False
-0.0929,-0.1351,-0.2103,-0.6238,881,0.9888,0.4937,1.0142,-7.3e-05,1.0336,0.0645,0.2164,7.3699,-0.2549,1183,-7.3e-05,0.018749,-0.1344,0.89312854,590,593,-0.0005341768883668452,0.000385345715594506,DOT,1h,macd_scalp,trend,4h,F,False,False
-1.0312,-1.5412,-0.6722,-0.8729,749,0.8671,0.4734,0.9644,-0.001696,0.9471,0.0451,0.2235,3.7934,-0.8426,828,-0.001696,0.032719,-1.4916,0.13617885,429,399,-0.004109757701629688,0.0008990601580634058,DOT,1h,macd_scalp,trend,12h,F,False,False
-1.0314,-1.5121,-0.6883,-0.9212,502,0.8382,0.4617,0.9773,-0.0029,1.0273,0.0292,-0.11,4.9392,-0.8779,535,-0.0029,0.044961,-1.492,0.13629563,287,248,-0.0046846151818486165,-0.0008351145585462059,DOT,1h,macd_scalp,trend,1d,F,False,False
0.2832,0.3699,0.137,-0.2919,206,1.0784,0.5234,0.9818,0.000557,1.0323,0.014,-0.1947,3.4822,0.0855,256,0.000557,0.02177,0.4097,0.68240152,131,125,0.0018474969643805115,-0.0007946519589890242,DOT,1h,keltner_mr,mean_reversion,4h,D,False,False
-0.0201,-0.0237,-0.1609,-0.5759,166,0.9938,0.5,0.9938,-8.3e-05,1.0675,0.0114,-0.8669,5.9007,-0.1841,210,-8.3e-05,0.041521,-0.0291,0.97682899,106,104,0.0022796303576260494,-0.0024917077759810382,DOT,1h,keltner_mr,mean_reversion,12h,F,False,False
-0.582,-0.5685,-0.4981,-0.7653,147,0.8212,0.538,0.7051,-0.003577,0.8419,0.01,-2.4643,11.8246,-0.6337,184,-0.003577,0.057623,-0.8419,0.40092964,93,91,-0.00477432940655133,-0.0023523595452312677,DOT,1h,keltner_mr,mean_reversion,1d,F,False,False
-0.8333,-1.869,-0.4237,-0.4992,184,0.7144,0.4162,1.0021,-0.002362,0.7462,0.0101,6.2003,63.5536,-0.3918,185,-0.002362,0.026655,-1.2054,0.2295954,115,70,-0.002294939234251609,-0.0024727584715399137,DOT,1h,dual_ema_adx,trend,4h,F,False,False
-0.5231,-0.9187,-0.3484,-0.579,122,0.841,0.5062,0.8205,-0.002227,0.9703,0.0088,1.4075,7.2315,-0.3759,162,-0.002227,0.037463,-0.7566,0.45037619,105,57,-0.0013709732745465343,-0.0038039722918432237,DOT,1h,dual_ema_adx,trend,12h,F,False,False
-1.1267,-1.7,-0.5558,-0.8314,118,0.6871,0.4481,0.8464,-0.006988,0.7523,0.0084,0.6846,7.5407,-0.7267,154,-0.006988,0.05321,-1.6298,0.10519091,102,52,-0.007333389648782137,-0.006311865406282819,DOT,1h,dual_ema_adx,trend,1d,F,False,False
0.2021,0.3909,0.0158,-0.3995,349,1.0434,0.4676,1.1882,0.000366,1.1889,0.0244,2.5188,19.3781,0.0132,447,0.000366,0.026504,0.2923,0.77018286,203,244,-0.00024481706227077045,0.0008749976466606115,DOT,1h,vol_spike_brk,trend,4h,D,False,False
-0.8905,-1.1591,-0.59,-0.8363,366,0.8118,0.4659,0.9305,-0.002909,0.8083,0.02,-0.3964,11.1122,-0.759,367,-0.002909,0.043266,-1.2882,0.19850508,168,199,-0.002790967299136576,-0.003009179048756065,DOT,1h,vol_spike_brk,trend,12h,F,False,False
-0.7375,-1.2151,-0.5989,-0.8658,260,0.8347,0.4637,0.9653,-0.003328,0.949,0.0173,1.5274,11.804,-0.7833,317,-0.003328,0.055548,-1.0668,0.2868611,142,175,-0.00040338813350463673,-0.005701849729073863,DOT,1h,vol_spike_brk,trend,1d,F,False,False
-2.2241,-2.4607,-0.7099,-0.9066,751,0.7263,0.4638,0.8399,-0.001949,0.8218,0.0549,-2.601,30.3562,-0.8845,1007,-0.001949,0.019222,-3.2172,0.00133578,464,543,-0.002447875687007773,-0.0015222108498645036,DOT,1h,stoch_cross,mean_reversion,4h,F,False,False
-1.6571,-1.9699,-0.7294,-0.9493,650,0.7595,0.4543,0.9124,-0.003062,0.8529,0.037,-1.0348,6.4193,-0.9152,678,-0.003062,0.033263,-2.3971,0.016797,313,365,-0.0029308030307412017,-0.0031747864435597317,DOT,1h,stoch_cross,mean_reversion,12h,F,False,False
-1.1328,-1.4766,-0.6889,-0.9075,457,0.8125,0.4769,0.8912,-0.003309,0.8494,0.026,-0.6206,3.4738,-0.8717,476,-0.003309,0.044052,-1.6386,0.10195355,218,258,-0.0035652890098385897,-0.0030917207200131876,DOT,1h,stoch_cross,mean_reversion,1d,F,False,False
-1.9572,-2.4046,-0.8165,-0.9672,2106,0.8345,0.4787,0.9086,-0.001268,0.8832,0.1192,-0.7996,9.0949,-0.9617,2187,-0.001268,0.020948,-2.8312,0.00468045,1079,1108,-0.0006933477889448832,-0.001827927428078004,LINK,1h,vwap_mr,mean_reversion,4h,F,False,False
-0.3494,-0.4759,-0.5517,-0.7707,856,0.9561,0.4926,0.9849,-0.000548,1.0681,0.055,-0.3133,4.0136,-0.6861,1009,-0.000548,0.03444,-0.5055,0.61333752,516,493,0.0010851814650156316,-0.002257477614426992,LINK,1h,vwap_mr,mean_reversion,12h,F,False,False
1.1148,1.5531,1.6487,-0.4749,248,1.1981,0.5155,1.1261,0.003197,1.1487,0.0334,-0.3131,3.6993,2.3537,613,0.003197,0.04908,1.6126,0.10734582,306,307,0.004553181980494714,0.0018446756133763506,LINK,1h,vwap_mr,mean_reversion,1d,C,False,False
-2.2901,-3.0511,-0.7964,-0.9641,1757,0.8061,0.4517,0.9785,-0.001365,0.9042,0.1084,-0.4622,7.2565,-0.9529,1988,-0.001365,0.018377,-3.3127,0.00094065,987,1001,-0.0008810383056157221,-0.0018429022943686649,LINK,1h,stoch_rsi,mean_reversion,4h,F,False,False
-1.0832,-1.454,-0.7284,-0.9252,961,0.8737,0.4841,0.931,-0.001611,0.9168,0.0584,-0.3603,3.9465,-0.9041,1072,-0.001611,0.033664,-1.5668,0.11744608,532,540,-0.001078784992214089,-0.002135304620522719,LINK,1h,stoch_rsi,mean_reversion,12h,F,False,False
-0.239,-0.3482,-0.5265,-0.7603,601,0.9635,0.4984,0.9697,-0.000633,1.0358,0.0343,-0.1657,1.6827,-0.657,630,-0.000633,0.045933,-0.3457,0.72966033,307,323,-0.0001421814623930012,-0.0010989162125497828,LINK,1h,stoch_rsi,mean_reversion,1d,F,False,False
-2.2348,-3.292,-0.8975,-0.9907,3691,0.855,0.4523,1.0355,-0.00105,0.9829,0.2016,0.5631,9.3743,-0.99,3697,-0.00105,0.01975,-3.2327,0.00123705,1741,1956,-0.0008889259911914908,-0.0011934760647196664,LINK,1h,ema_ribbon,trend,4h,F,False,False
-0.8741,-1.4154,-0.7265,-0.9016,730,0.9094,0.4652,1.0455,-0.001122,1.0151,0.0736,0.5594,3.4278,-0.8921,1350,-0.001122,0.032594,-1.2645,0.20628102,628,722,-0.000526422663374361,-0.001639490235852368,LINK,1h,ema_ribbon,trend,12h,F,False,False
-0.4602,-0.7222,-0.5872,-0.9161,386,0.9342,0.4677,1.0633,-0.001171,1.0874,0.0388,0.3446,2.8676,-0.8012,712,-0.001171,0.046932,-0.6657,0.5058259,332,380,-0.0002279576595804139,-0.001994632621196103,LINK,1h,ema_ribbon,trend,1d,F,False,False
