sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,n_long,n_short,mean_long,mean_short,asset,timeframe,strategy,type,holding,grade,pass_raw,pass_bonf
-3.5876,-4.5992,-0.795,-0.8402,1146,0.6655,0.4225,0.9098,-0.001444,0.8247,0.0209,-0.3466,6.2508,-0.8272,1167,-0.001444,0.010893,-4.5276,6.58e-06,605,562,-0.0013737761019467518,-0.0015190160478617313,BTC,15m,dual_ema_adx,trend,4h,F,False,False
-1.3693,-1.9485,-0.6472,-0.6756,688,0.83,0.4449,1.0355,-0.001139,0.9249,0.0127,0.1603,2.796,-0.5998,708,-0.001139,0.017539,-1.7281,0.08440706,356,352,-0.0010098813082486655,-0.0012697122224764892,BTC,15m,dual_ema_adx,trend,12h,F,False,False
-3.9672,-5.709,-0.7594,-0.8259,1701,0.6908,0.3725,1.1638,-0.000874,0.9107,0.0312,0.1656,10.0253,-0.7922,1745,-0.000874,0.007288,-5.0068,6.1e-07,839,906,-0.0008135228485956358,-0.0009291217156968932,BTC,15m,vol_spike_brk,trend,1h,F,False,False
-2.5913,-3.7478,-0.7329,-0.843,1285,0.7641,0.4096,1.1014,-0.001109,0.9197,0.0232,0.1593,6.4882,-0.7839,1294,-0.001109,0.012196,-3.2704,0.00110237,643,651,-0.001114354241168303,-0.0011032394228903063,BTC,15m,vol_spike_brk,trend,4h,F,False,False
-0.1483,-0.2235,-0.2337,-0.5499,615,0.9809,0.467,1.1194,-0.000124,1.1138,0.0136,0.3156,4.1068,-0.1968,758,-0.000124,0.018215,-0.1872,0.85156113,379,379,-0.0004230816626701418,0.0001753979875044229,BTC,15m,vol_spike_brk,trend,12h,F,False,False
-9.0508,-11.8443,-0.8942,-0.9538,3007,0.5369,0.3791,0.8793,-0.001,0.6651,0.054,-0.1596,7.6243,-0.9527,3015,-0.001,0.004808,-11.4224,0.0,1327,1688,-0.0009478251263369226,-0.0010415233093788692,BTC,15m,stoch_cross,mean_reversion,1h,F,False,False
-3.2374,-4.2457,-0.7949,-0.8532,1724,0.7494,0.4375,0.9633,-0.000945,0.8064,0.0325,-0.1609,5.3238,-0.8356,1817,-0.000945,0.009855,-4.0858,4.584e-05,798,1019,-0.0010634495236292408,-0.000851552727508649,BTC,15m,stoch_cross,mean_reversion,4h,F,False,False
-1.883,-2.4249,-0.7556,-0.7712,885,0.7912,0.4663,0.9056,-0.001406,0.9333,0.0159,-0.5029,5.5525,-0.7514,890,-0.001406,0.017647,-2.3765,0.01768989,396,494,-0.0010625134809637263,-0.0016809405009923924,BTC,15m,stoch_cross,mean_reversion,12h,F,False,False
-8.8874,-10.4792,-0.9941,-0.9997,7345,0.6645,0.4507,0.8098,-0.001064,0.7034,0.1321,-1.1176,18.5914,-0.9997,7377,-0.001064,0.008146,-11.2163,0.0,3373,4004,-0.0011367715623152451,-0.0010023749613114177,ETH,15m,vwap_mr,mean_reversion,1h,F,False,False
-4.2935,-5.4109,-0.9567,-0.9914,2650,0.7281,0.4553,0.8711,-0.001649,0.7661,0.0477,-0.4619,9.273,-0.9911,2662,-0.001649,0.015698,-5.4186,7e-08,1246,1416,-0.0018063560217544544,-0.0015097575075034384,ETH,15m,vwap_mr,mean_reversion,4h,F,False,False
-2.0871,-2.6178,-0.8577,-0.9591,1051,0.7934,0.4773,0.8689,-0.002223,0.8183,0.0189,-0.6565,3.0622,-0.9363,1056,-0.002223,0.027422,-2.634,0.00856135,469,587,-0.002455052653634616,-0.0020371742049490704,ETH,15m,vwap_mr,mean_reversion,12h,F,False,False
-9.4713,-12.278,-0.9897,-0.9992,6135,0.6218,0.4081,0.9019,-0.001142,0.7499,0.1099,-0.2253,12.6862,-0.9992,6136,-0.001142,0.007483,-11.9532,0.0,2989,3147,-0.0010773155248456246,-0.001203131471486421,ETH,15m,stoch_rsi,mean_reversion,1h,F,False,False
-3.4015,-4.331,-0.9264,-0.9778,2625,0.7753,0.458,0.9175,-0.001294,0.8376,0.0475,-0.5949,12.8431,-0.9768,2655,-0.001294,0.015534,-4.2928,1.828e-05,1341,1314,-0.0012700950645841487,-0.0013188136903754713,ETH,15m,stoch_rsi,mean_reversion,4h,F,False,False
-0.4275,-0.5781,-0.5648,-0.7417,836,0.9533,0.4895,0.994,-0.000452,0.9354,0.0188,-0.1178,5.3913,-0.5789,1052,-0.000452,0.027147,-0.5395,0.58964744,507,545,-0.0006906539846130024,-0.0002291225659251326,ETH,15m,stoch_rsi,mean_reversion,12h,F,False,False
-9.7765,-14.8865,-0.9987,-1.0,11517,0.7033,0.3882,1.1085,-0.000891,0.9746,0.2063,1.3161,21.4188,-1.0,11521,-0.000891,0.007751,-12.3383,0.0,5973,5548,-0.0008970029000542692,-0.0008846033609117033,ETH,15m,ema_ribbon,trend,1h,F,False,False
-1.9585,-2.9849,-0.8448,-0.9504,3265,0.8781,0.4333,1.1487,-0.000672,1.0443,0.0585,0.8994,12.4826,-0.9248,3266,-0.000672,0.015538,-2.4717,0.01349776,1676,1590,-0.0006460610534842154,-0.0006993994721621666,ETH,15m,ema_ribbon,trend,4h,F,False,False
-0.1652,-0.2578,-0.4421,-0.7133,1132,0.9823,0.4563,1.1704,-0.000168,0.9898,0.0203,0.5449,4.373,-0.453,1133,-0.000168,0.02711,-0.2085,0.83490482,610,523,-0.0003166713563990617,5.627972306883697e-06,ETH,15m,ema_ribbon,trend,12h,F,False,False
-1.6237,-1.5306,-0.9249,-0.2506,227,0.5798,0.4693,0.6556,-0.001754,0.5614,0.0041,-3.8476,37.4094,-0.343,228,-0.001754,0.012926,-2.0492,0.04159393,120,108,-0.001639903498357046,-0.001881210617914632,ETH,15m,bollinger_mr,mean_reversion,1h,F,False,False
-2.2094,-2.684,-0.7695,-0.5178,218,0.5733,0.4459,0.7123,-0.003466,0.5658,0.004,-0.7583,6.3374,-0.5549,222,-0.003466,0.018523,-2.7883,0.00575964,115,107,-0.002747123794920981,-0.004239324516881059,ETH,15m,bollinger_mr,mean_reversion,4h,F,False,False
-1.2495,-1.622,-0.7029,-0.5711,193,0.7076,0.4745,0.7837,-0.003639,0.9608,0.0035,-0.0387,5.6614,-0.5585,196,-0.003639,0.032303,-1.5769,0.11643257,101,95,-0.0020019044873153266,-0.005378543979893882,ETH,15m,bollinger_mr,mean_reversion,12h,F,False,False
-2.9904,-4.2337,-0.7163,-0.687,1206,0.7241,0.4442,0.9061,-0.000861,0.8551,0.0216,0.4385,6.6401,-0.6601,1209,-0.000861,0.007931,-3.774,0.00016846,618,591,-0.0010951312314096818,-0.0006158499773880916,ETH,15m,rsi_extreme,mean_reversion,1h,F,False,False
-1.5928,-1.9318,-0.7041,-0.7304,683,0.81,0.4812,0.8735,-0.001131,0.7789,0.0162,-0.2634,12.6334,-0.6834,902,-0.001131,0.016894,-2.0101,0.04471301,454,448,-0.0012572002914381898,-0.0010025413631727337,ETH,15m,rsi_extreme,mean_reversion,4h,F,False,False
-1.3041,-1.7237,-0.7056,-0.8022,603,0.8278,0.4967,0.8389,-0.001825,0.9105,0.0108,-0.2802,2.9885,-0.7354,604,-0.001825,0.027249,-1.6458,0.10032092,293,311,-0.0029533577547728395,-0.0007615180879748516,ETH,15m,rsi_extreme,mean_reversion,12h,F,False,False
-6.7728,-10.4435,-0.9845,-0.9988,6527,0.7308,0.4036,1.08,-0.000956,0.9512,0.1172,0.9881,11.9939,-0.9985,6544,-0.000956,0.009044,-8.5475,0.0,3287,3257,-0.0008778216142761874,-0.0010341721661655666,ETH,15m,momentum,trend,1h,F,False,False
-2.4498,-3.7402,-0.8829,-0.9578,2514,0.836,0.4388,1.069,-0.00104,0.9241,0.0451,0.7832,7.2082,-0.949,2518,-0.00104,0.016875,-3.0918,0.00201145,1265,1253,-0.0009400635816434415,-0.0011403708507639297,ETH,15m,momentum,trend,4h,F,False,False
0.9484,1.5269,1.2689,-0.4148,324,1.1139,0.4816,1.1989,0.00106,1.1072,0.018,0.5406,3.8043,0.9611,1007,0.00106,0.02811,1.1969,0.23161384,508,499,0.0011954904343209184,0.0009226078538975138,ETH,15m,momentum,trend,12h,C,False,False
-5.147,-7.6445,-0.9245,-0.9804,3682,0.7177,0.375,1.1961,-0.000981,1.0697,0.066,0.9388,19.201,-0.977,3685,-0.000981,0.009171,-6.4957,0.0,1914,1771,-0.0010289551225873483,-0.0009299363305319629,ETH,15m,range_breakout,trend,1h,F,False,False
-1.2049,-1.7848,-0.7038,-0.8376,2109,0.9063,0.4488,1.113,-0.00054,1.0865,0.0378,0.4476,10.0843,-0.7579,2110,-0.00054,0.016298,-1.5207,0.12849387,1097,1013,-0.0005688100273077953,-0.0005078265989757241,ETH,15m,range_breakout,trend,4h,F,False,False
-0.4421,-0.6068,-0.563,-0.7328,960,0.9491,0.4766,1.0424,-0.000498,0.9838,0.0172,-0.1308,4.5986,-0.5714,961,-0.000498,0.027641,-0.558,0.57697848,484,477,-5.812634865732518e-05,-0.0009433986603500404,ETH,15m,range_breakout,trend,12h,F,False,False
-7.567,-10.5459,-0.9691,-0.9955,5104,0.6599,0.3884,1.0392,-0.001014,0.9196,0.0914,-0.2795,23.9134,-0.9951,5106,-0.001014,0.007588,-9.5499,0.0,2539,2567,-0.0010044567177918977,-0.0010237127389124245,ETH,15m,macd_scalp,trend,1h,F,False,False
-2.0876,-2.8971,-0.8231,-0.9246,2487,0.8535,0.4516,1.0364,-0.000797,0.9618,0.0448,0.3142,10.2707,-0.8977,2500,-0.000797,0.015132,-2.6347,0.00847395,1242,1258,-0.0008535198319824101,-0.0007418605414084559,ETH,15m,macd_scalp,trend,4h,F,False,False
-0.8229,-1.1939,-0.6707,-0.8075,654,0.9128,0.4615,1.065,-0.000858,0.9507,0.0184,0.1462,3.1817,-0.7113,1027,-0.000858,0.026489,-1.0385,0.29928052,499,528,-0.00015273138429640936,-0.0015253034869172316,ETH,15m,macd_scalp,trend,12h,F,False,False
-4.161,-4.6725,-0.8232,-0.8234,1282,0.6236,0.4609,0.7295,-0.001353,0.6748,0.0231,-1.9912,28.9246,-0.8354,1291,-0.001353,0.009258,-5.2514,1.8e-07,621,670,-0.0016090172146258032,-0.0011159618309748176,ETH,15m,keltner_mr,mean_reversion,1h,F,False,False
-2.9421,-3.5554,-0.8365,-0.8637,937,0.6926,0.4883,0.7258,-0.002028,0.6673,0.0168,-0.365,7.5823,-0.8702,940,-0.002028,0.016749,-3.7131,0.0002168,457,483,-0.002592156585517594,-0.0014950265549449658,ETH,15m,keltner_mr,mean_reversion,4h,F,False,False
-1.6515,-2.1345,-0.822,-0.7959,390,0.7879,0.5025,0.7801,-0.002405,0.9023,0.0108,-0.5939,3.4472,-0.8157,601,-0.002405,0.028283,-2.0842,0.03756212,289,312,-0.0028265627958299583,-0.0020135796418523978,ETH,15m,keltner_mr,mean_reversion,12h,F,False,False
-4.8073,-7.2467,-0.8376,-0.8948,1766,0.6339,0.3731,1.0653,-0.001192,0.9397,0.0322,1.6382,22.8022,-0.8897,1796,-0.001192,0.008329,-6.0669,0.0,920,876,-0.000932128375556481,-0.0014656306666550331,ETH,15m,dual_ema_adx,trend,1h,F,False,False
-2.3642,-3.3642,-0.7984,-0.8267,1240,0.7799,0.4435,0.9788,-0.001265,0.8605,0.0223,0.4312,6.3604,-0.8206,1247,-0.001265,0.014974,-2.9837,0.0029037,652,595,-0.0008583643590258489,-0.001710980884667365,ETH,15m,dual_ema_adx,trend,4h,F,False,False
-1.6289,-2.0137,-0.7946,-0.8459,744,0.8016,0.4773,0.8779,-0.002008,0.7684,0.0134,-0.7847,6.8384,-0.8307,748,-0.002008,0.026717,-2.0558,0.04015073,387,361,-0.001126627563625923,-0.002953351246992853,ETH,15m,dual_ema_adx,trend,12h,F,False,False
-3.0111,-4.7202,-0.7738,-0.8613,1860,0.7651,0.3797,1.2499,-0.000888,1.0569,0.0333,1.2497,18.2179,-0.8261,1862,-0.000888,0.010088,-3.8001,0.00014931,866,996,-0.0007104740477725512,-0.0010430333827094493,ETH,15m,vol_spike_brk,trend,1h,F,False,False
-0.3352,-0.5254,-0.4544,-0.5707,1364,0.9672,0.4364,1.2493,-0.000198,1.1581,0.0246,0.3656,8.5674,-0.3801,1375,-0.000198,0.017341,-0.423,0.67233037,654,721,-0.0005133399195590895,8.835081300665674e-05,ETH,15m,vol_spike_brk,trend,4h,F,False,False
0.5424,0.8705,0.2843,-0.5482,356,1.0712,0.4766,1.1767,0.000695,1.1614,0.0141,0.5656,4.4685,0.2594,789,0.000695,0.028534,0.6846,0.49380473,368,421,0.0009356088089732373,0.0004854852217970854,ETH,15m,vol_spike_brk,trend,12h,C,False,False
-6.301,-7.6556,-0.897,-0.952,2532,0.6181,0.422,0.8465,-0.001181,0.6933,0.0454,-1.0326,11.3944,-0.9533,2533,-0.001181,0.007472,-7.9521,0.0,1080,1453,-0.0011044442558222328,-0.0012372511640450395,ETH,15m,stoch_cross,mean_reversion,1h,F,False,False
-2.1892,-2.7629,-0.8053,-0.8845,1628,0.812,0.4725,0.9066,-0.001085,0.8241,0.0293,-0.2122,11.1971,-0.8625,1636,-0.001085,0.015891,-2.7628,0.00579503,709,927,-0.0008304636936510773,-0.0012804091328299206,ETH,15m,stoch_cross,mean_reversion,4h,F,False,False
-1.3533,-1.8696,-0.7208,-0.8845,776,0.8438,0.481,0.9105,-0.001565,0.9581,0.0151,0.1792,6.2301,-0.8014,842,-0.001565,0.026582,-1.7079,0.08803033,369,473,-0.0012022145559838825,-0.0018471909865610632,ETH,15m,stoch_cross,mean_reversion,12h,F,False,False
-7.2671,-9.1708,-0.9932,-0.9997,7683,0.7271,0.4532,0.8774,-0.000977,0.7995,0.1382,-0.582,26.4273,-0.9996,7719,-0.000977,0.009355,-9.1714,0.0,3719,4000,-0.000940292982816773,-0.001010214356132487,SOL,15m,vwap_mr,mean_reversion,1h,F,False,False
-2.1983,-3.0705,-0.8836,-0.9667,2097,0.8566,0.4793,0.9307,-0.000961,0.9055,0.0488,0.3652,9.094,-0.9534,2725,-0.000961,0.018091,-2.7744,0.00556888,1332,1393,-0.0009483841866617614,-0.0009740211819729187,SOL,15m,vwap_mr,mean_reversion,4h,F,False,False
-0.8615,-1.3105,-0.7232,-0.8977,1037,0.9109,0.4797,0.9882,-0.00107,0.961,0.0189,0.5534,5.0205,-0.8115,1057,-0.00107,0.031989,-1.0872,0.27718066,525,532,-0.0009323301089171966,-0.0012053900306423953,SOL,15m,vwap_mr,mean_reversion,12h,F,False,False
-7.6199,-10.6417,-0.9888,-0.9991,6302,0.7007,0.433,0.9176,-0.001076,0.8323,0.1129,0.3179,11.3207,-0.9991,6303,-0.001076,0.008886,-9.6167,0.0,3088,3215,-0.0010285136913449257,-0.0011222922894171278,SOL,15m,stoch_rsi,mean_reversion,1h,F,False,False
-2.6602,-3.6246,-0.9126,-0.9754,2567,0.8261,0.4691,0.935,-0.001152,0.9096,0.0481,0.2405,15.9532,-0.9703,2684,-0.001152,0.017772,-3.3573,0.00079817,1370,1314,-0.0008283462664447469,-0.0014887799198120858,SOL,15m,stoch_rsi,mean_reversion,4h,F,False,False
-1.1329,-1.6638,-0.8192,-0.8699,1047,0.8849,0.4748,0.9787,-0.001388,0.9798,0.0189,0.1722,4.7317,-0.8627,1053,-0.001388,0.031499,-1.4298,0.15306611,506,547,-0.0019223992184849877,-0.0008935161655211996,SOL,15m,stoch_rsi,mean_reversion,12h,F,False,False
-8.8895,-12.8018,-0.9993,-1.0,11556,0.7335,0.4226,1.0021,-0.000955,0.9442,0.2071,0.414,13.1242,-1.0,11568,-0.000955,0.009155,-11.2189,0.0,5822,5746,-0.0009159131049769931,-0.000994502849815218,SOL,15m,ema_ribbon,trend,1h,F,False,False
-2.4167,-3.2698,-0.9165,-0.982,3260,0.8567,0.4665,0.9796,-0.000958,0.9905,0.0586,-0.4297,8.5689,-0.9744,3271,-0.000958,0.017962,-3.05,0.00230713,1643,1628,-0.000861501727201131,-0.0010551321867863534,SOL,15m,ema_ribbon,trend,4h,F,False,False
-0.2015,-0.2832,-0.5762,-0.7004,1138,0.9794,0.4952,0.9985,-0.000234,1.0207,0.0204,-0.2903,4.0922,-0.561,1139,-0.000234,0.031106,-0.2543,0.79933239,565,574,-0.00018615993483578195,-0.000281804745286061,SOL,15m,ema_ribbon,trend,12h,F,False,False
-0.5119,-0.5496,-0.3448,-0.2,120,0.8597,0.4859,0.9097,-0.000572,0.8283,0.0032,-2.6926,21.8251,-0.1076,177,-0.000572,0.011781,-0.646,0.51910693,97,80,0.0007706222789603551,-0.0022000341000382503,SOL,15m,bollinger_mr,mean_reversion,1h,F,False,False
-0.3235,-0.4051,-0.3352,-0.2339,135,0.9175,0.4773,1.0049,-0.000567,0.9653,0.0032,-0.9095,3.748,-0.1219,176,-0.000567,0.018437,-0.4082,0.68361225,96,80,0.0033503146794095474,-0.005268450201865419,SOL,15m,bollinger_mr,mean_reversion,4h,F,False,False
-0.1988,-0.2678,-0.3556,-0.3597,130,0.9462,0.5,0.9462,-0.000704,1.0018,0.0029,-0.2768,3.6354,-0.1959,162,-0.000704,0.035708,-0.2509,0.80222694,87,75,0.004913393190516266,-0.007219846243418807,SOL,15m,bollinger_mr,mean_reversion,12h,F,False,False
-2.021,-2.8878,-0.717,-0.6359,946,0.7999,0.4758,0.8813,-0.000757,0.8083,0.0215,1.2131,18.1002,-0.6207,1198,-0.000757,0.010267,-2.5506,0.0108769,613,585,-0.0010040480241204522,-0.0004972796217813906,SOL,15m,rsi_extreme,mean_reversion,1h,F,False,False
-0.5118,-0.7095,-0.6643,-0.4285,830,0.9374,0.5011,0.9332,-0.000421,0.8842,0.0158,0.877,14.9054,-0.4134,880,-0.000421,0.019331,-0.6459,0.51851571,445,435,-0.0005255276929157415,-0.0003138687183311259,SOL,15m,rsi_extreme,mean_reversion,4h,F,False,False
0.6092,0.9049,0.4397,-0.4642,305,1.095,0.4764,1.2037,0.001077,1.1856,0.0106,0.3647,5.9346,0.3442,592,0.001077,0.034076,0.7688,0.44231593,309,283,0.0009886511913706586,0.0011728678517932587,SOL,15m,rsi_extreme,mean_reversion,12h,C,False,False
-8.0479,-11.1632,-0.9981,-1.0,8379,0.7221,0.4257,0.9744,-0.001129,0.8995,0.1502,-0.1867,12.0957,-1.0,8387,-0.001129,0.010183,-10.1568,0.0,4168,4219,-0.0010517573981849077,-0.001206051621146988,SOL,15m,momentum,trend,1h,F,False,False
-1.4595,-2.0112,-0.8411,-0.9104,2869,0.9067,0.4673,1.0337,-0.00063,1.0134,0.0517,-0.4521,9.496,-0.9009,2889,-0.00063,0.018372,-1.8419,0.06559353,1427,1462,-0.0005162618760705333,-0.0007401766648700825,SOL,15m,momentum,trend,4h,F,False,False
-1.5721,-2.1763,-0.8838,-0.913,1080,0.8463,0.4764,0.9301,-0.001913,0.9369,0.0194,-0.3193,3.5546,-0.9272,1081,-0.001913,0.031696,-1.984,0.04750956,543,538,-0.0016979973013525088,-0.002129293413080275,SOL,15m,momentum,trend,12h,F,False,False
-5.9191,-8.3911,-0.9613,-0.993,4052,0.7027,0.4016,1.0472,-0.001165,0.941,0.0726,0.0219,20.745,-0.9927,4054,-0.001165,0.009928,-7.4702,0.0,2063,1991,-0.0012295267842489922,-0.0010978141640761972,SOL,15m,range_breakout,trend,1h,F,False,False
-2.3767,-3.1862,-0.8899,-0.9536,2228,0.8301,0.4509,1.011,-0.001175,0.9734,0.0399,-0.5969,11.1574,-0.9506,2229,-0.001175,0.018502,-2.9995,0.00273417,1123,1106,-0.0010588286543692506,-0.0012939411369287082,SOL,15m,range_breakout,trend,4h,F,False,False
-1.8432,-2.2884,-0.8802,-0.9552,985,0.8069,0.4736,0.8967,-0.002415,0.8349,0.0177,-1.0309,9.7624,-0.9464,986,-0.002415,0.032599,-2.3262,0.02020876,496,490,-0.002091251985222881,-0.0027426521037623567,SOL,15m,range_breakout,trend,12h,F,False,False
-6.3517,-9.1714,-0.9736,-0.9971,5139,0.7149,0.4338,0.9332,-0.001045,0.8534,0.0925,0.8645,13.1494,-0.9964,5164,-0.001045,0.00937,-8.0161,0.0,2596,2568,-0.0010135306130118539,-0.0010772400329876236,SOL,15m,macd_scalp,trend,1h,F,False,False
-1.9563,-2.7248,-0.8586,-0.9383,2517,0.8677,0.4706,0.976,-0.000876,0.9593,0.0451,0.0579,6.2354,-0.9264,2520,-0.000876,0.017812,-2.4689,0.0136199,1249,1271,-0.0007083588820859903,-0.0010407860898112044,SOL,15m,macd_scalp,trend,4h,F,False,False
-1.1582,-1.6517,-0.7798,-0.8801,1015,0.881,0.4805,0.9525,-0.001356,0.8407,0.0184,0.1375,4.256,-0.8422,1026,-0.001356,0.02972,-1.4617,0.14413213,520,506,-0.0016339079590863847,-0.0010708427223523657,SOL,15m,macd_scalp,trend,12h,F,False,False
-2.9098,-3.6696,-0.7407,-0.7616,1004,0.738,0.4572,0.8762,-0.000992,0.7983,0.0228,-0.6575,11.9813,-0.7335,1273,-0.000992,0.009635,-3.6723,0.00025031,620,653,-0.0006666938228275254,-0.0013002943721941965,SOL,15m,keltner_mr,mean_reversion,1h,F,False,False
-0.5401,-0.7762,-0.4619,-0.6741,587,0.9337,0.4903,0.9708,-0.000447,0.9265,0.0165,1.1311,15.1957,-0.448,924,-0.000447,0.019925,-0.6816,0.49567802,460,464,-0.00024594968329613384,-0.0006458239436807182,SOL,15m,keltner_mr,mean_reversion,4h,F,False,False
0.6544,1.0228,0.4029,-0.599,505,1.0972,0.5041,1.0796,0.001093,1.1066,0.011,0.5141,4.624,0.4111,617,0.001093,0.032881,0.8259,0.40918566,309,308,0.0014916670773144954,0.0006935725291929886,SOL,15m,keltner_mr,mean_reversion,12h,C,False,False
-3.1389,-4.802,-0.793,-0.795,1643,0.7463,0.4375,0.9595,-0.000918,0.8427,0.0295,1.4154,16.0995,-0.7951,1648,-0.000918,0.009404,-3.9614,7.77e-05,854,794,-0.0008876648210715395,-0.0009498817874200815,SOL,15m,dual_ema_adx,trend,1h,F,False,False
-1.5733,-2.3256,-0.7074,-0.81,1123,0.8462,0.4607,0.9904,-0.001017,0.9582,0.0208,0.4598,5.1221,-0.7421,1159,-0.001017,0.017441,-1.9856,0.04731474,608,551,-0.0007331059651354461,-0.0013307114175288032,SOL,15m,dual_ema_adx,trend,4h,F,False,False
-0.3182,-0.467,-0.4845,-0.7089,643,0.9598,0.4944,0.9816,-0.000464,0.9538,0.0127,0.0212,2.9564,-0.4884,712,-0.000464,0.030852,-0.4016,0.68812068,377,335,-0.0004499680499931555,-0.0004804467713320684,SOL,15m,dual_ema_adx,trend,12h,F,False,False
-2.2803,-3.4325,-0.7567,-0.7899,1636,0.8115,0.4341,1.0577,-0.000782,0.9714,0.0307,0.9344,12.7198,-0.7655,1716,-0.000782,0.011255,-2.8778,0.00405429,825,891,-0.000984404366134955,-0.0005943961487860265,SOL,15m,vol_spike_brk,trend,1h,F,False,False
-0.6994,-0.9787,-0.5877,-0.732,1223,0.9303,0.4538,1.1195,-0.000493,1.0891,0.0231,-0.0126,5.6995,-0.5917,1289,-0.000493,0.020059,-0.8827,0.37755436,608,681,-0.00046633534443700535,-0.0005171263333814156,SOL,15m,vol_spike_brk,trend,4h,F,False,False
-0.686,-1.0454,-0.6132,-0.8372,722,0.9189,0.4753,1.0146,-0.000991,0.9323,0.0138,0.1903,2.2388,-0.6825,768,-0.000991,0.031712,-0.8658,0.38688542,376,392,-0.0012594657432245413,-0.0007329481582660488,SOL,15m,vol_spike_brk,trend,12h,F,False,False
-5.1108,-6.8767,-0.8991,-0.9536,3058,0.7186,0.4515,0.8731,-0.000978,0.8346,0.0548,-0.1899,6.1678,-0.955,3059,-0.000978,0.008387,-6.4501,0.0,1368,1691,-0.0012199990856823259,-0.0007824606463616374,SOL,15m,stoch_cross,mean_reversion,1h,F,False,False
-1.0086,-1.4654,-0.6543,-0.8184,1704,0.9173,0.4728,1.0228,-0.00052,0.9526,0.0326,0.6633,10.8005,-0.7051,1821,-0.00052,0.01742,-1.2728,0.20323908,839,982,-0.0003705008390017341,-0.0006469668458782104,SOL,15m,stoch_cross,mean_reversion,4h,F,False,False
-1.0711,-1.5823,-0.7231,-0.899,795,0.8802,0.4729,0.981,-0.001407,0.9369,0.0159,0.2716,4.3265,-0.8122,886,-0.001407,0.030981,-1.3517,0.17680301,395,491,-0.0016015956161991383,-0.001250287673550822,SOL,15m,stoch_cross,mean_reversion,12h,F,False,False
-11.5646,-13.9607,-0.9945,-0.9997,7850,0.5993,0.4126,0.853,-0.001023,0.7297,0.1412,-1.0189,16.5171,-0.9997,7886,-0.001023,0.006222,-14.5953,0.0,3587,4299,-0.0009996665434233172,-0.0010417421052580848,BNB,15m,vwap_mr,mean_reversion,1h,F,False,False
-4.5334,-5.6702,-0.9305,-0.9821,2739,0.7122,0.444,0.8919,-0.001343,0.7942,0.0492,-0.1724,14.2006,-0.9799,2750,-0.001343,0.012309,-5.7214,1e-08,1275,1475,-0.001229015687283139,-0.0014414096758068185,BNB,15m,vwap_mr,mean_reversion,4h,F,False,False
-1.2898,-1.7621,-0.7211,-0.8049,813,0.8591,0.4771,0.9415,-0.001063,0.8425,0.0192,0.5818,14.2736,-0.7492,1071,-0.001063,0.021377,-1.6277,0.10387251,511,560,-0.00034486627358144953,-0.0017188334919834257,BNB,15m,vwap_mr,mean_reversion,12h,F,False,False
-9.4357,-13.252,-0.9763,-0.9971,6219,0.6326,0.4063,0.9245,-0.000905,0.7683,0.112,1.1997,27.207,-0.9969,6257,-0.000905,0.006013,-11.9085,0.0,3035,3222,-0.000869768245276417,-0.0009387954228908331,BNB,15m,stoch_rsi,mean_reversion,1h,F,False,False
-2.6379,-3.5224,-0.8393,-0.8986,2675,0.825,0.4499,1.0089,-0.000762,0.9626,0.048,-0.3236,10.8943,-0.893,2683,-0.000762,0.011857,-3.3292,0.00088284,1330,1353,-0.0006771108350923186,-0.0008456124167995558,BNB,15m,stoch_rsi,mean_reversion,4h,F,False,False
0.1091,0.1654,-0.1624,-0.5333,712,1.0127,0.472,1.1327,9.1e-05,1.1389,0.0189,0.7592,10.0143,-0.1343,1055,9.1e-05,0.021433,0.1377,0.89048275,515,540,0.0004053988537215658,-0.00020907484416550894,BNB,15m,stoch_rsi,mean_reversion,12h,D,False,False
-13.0346,-19.2055,-0.9992,-1.0,11577,0.6249,0.3756,1.039,-0.000952,0.8325,0.2075,0.8713,22.4999,-1.0,11590,-0.000952,0.006232,-16.4505,0.0,6172,5418,-0.0009145430363995224,-0.0009952653958675232,BNB,15m,ema_ribbon,trend,1h,F,False,False
-3.0235,-4.5571,-0.8737,-0.9554,3275,0.8198,0.4382,1.051,-0.000802,0.9529,0.0587,0.7931,9.8678,-0.9431,3277,-0.000802,0.012038,-3.8158,0.00013823,1726,1551,-0.0006722560667861811,-0.0009473249587258791,BNB,15m,ema_ribbon,trend,4h,F,False,False
-1.1819,-1.561,-0.6824,-0.8208,1139,0.8774,0.4737,0.9749,-0.000925,1.0887,0.0204,-0.4971,8.8598,-0.7297,1140,-0.000925,0.020946,-1.4916,0.13608124,595,545,-0.0005106941964673343,-0.0013779857107440122,BNB,15m,ema_ribbon,trend,12h,F,False,False
-0.9329,-1.4127,-0.4637,-0.1815,173,0.7497,0.4629,0.8701,-0.000764,0.5464,0.0031,2.3405,21.3492,-0.1307,175,-0.000764,0.00858,-1.1774,0.24063015,85,90,-0.0003239080233324025,-0.00117907727744208,BNB,15m,bollinger_mr,mean_reversion,1h,F,False,False
