sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,asset,timeframe,strategy,type,holding,holding_bars,grade,pass_raw,pass_bonf
0.305,0.513,-0.2824,-0.7632,1552,1.0234,0.4913,1.0595,0.000231,0.9942,0.0136,1.3729,12.1686,-0.2331,1559,0.000231,0.028658,0.3189,0.74983832,TIA,5m,momentum,tr,6h,72,D,False,False
-1.4083,-1.4412,-0.9669,-0.9773,1096,0.8661,0.475,0.9573,-0.001685,1.0079,0.0103,-5.8549,89.8642,-0.9579,1179,-0.001685,0.039288,-1.4725,0.14115289,TIA,5m,momentum,tr,8h,96,F,False,False
0.3152,0.4291,-0.2926,-0.8034,744,1.0333,0.5089,0.9973,0.000474,1.0031,0.0069,-0.8183,10.5125,-0.254,790,0.000474,0.040415,0.3296,0.74182004,TIA,5m,momentum,tr,12h,144,D,False,False
-13.5292,-37.2762,-1.0,-1.0,10786,0.4986,0.3369,0.9816,-0.001056,0.7214,0.0939,58.8921,5022.9397,-1.0,10794,-0.001056,0.007756,-14.1456,0.0,TIA,5m,range_breakout,tr,5m,1,F,False,False
-10.3314,-25.5975,-0.9999,-0.9999,8198,0.5741,0.3626,1.0091,-0.001133,0.7881,0.0713,44.3769,3133.5237,-0.9999,8199,-0.001133,0.009493,-10.8022,0.0,TIA,5m,range_breakout,tr,10m,2,F,False,False
-11.7945,-22.9789,-0.9999,-0.9999,7222,0.596,0.3738,0.9986,-0.001242,0.8189,0.0628,20.6481,1071.3196,-0.9999,7224,-0.001242,0.00856,-12.3319,0.0,TIA,5m,range_breakout,tr,15m,3,F,False,False
-6.254,-13.7797,-0.9992,-0.9991,5752,0.7073,0.4083,1.025,-0.001138,0.8692,0.05,29.303,1609.0037,-0.9991,5753,-0.001138,0.013202,-6.5389,0.0,TIA,5m,range_breakout,tr,30m,6,F,False,False
-6.5297,-11.9054,-0.999,-0.9988,4957,0.7186,0.4175,1.0026,-0.001269,0.9154,0.0431,13.9029,563.422,-0.9987,4958,-0.001269,0.013085,-6.8272,0.0,TIA,5m,range_breakout,tr,45m,9,F,False,False
-6.4691,-10.7197,-0.9986,-0.998,4441,0.7374,0.4262,0.9929,-0.001314,0.9109,0.0386,3.6704,80.73,-0.998,4442,-0.001314,0.012945,-6.7639,0.0,TIA,5m,range_breakout,tr,1h,12,F,False,False
-5.0593,-8.3942,-0.9969,-0.9958,3651,0.7681,0.4229,1.048,-0.001356,0.9665,0.0318,3.6544,77.6746,-0.9954,3653,-0.001356,0.015493,-5.2898,1.3e-07,TIA,5m,range_breakout,tr,1.5h,18,F,False,False
-4.3369,-6.7693,-0.9951,-0.9926,3107,0.7901,0.4363,1.0207,-0.001396,0.9719,0.0271,1.0774,11.1164,-0.9919,3117,-0.001396,0.017193,-4.5345,5.99e-06,TIA,5m,range_breakout,tr,2h,24,F,False,False
-3.8791,-6.4697,-0.995,-0.9914,2352,0.7834,0.4332,1.0249,-0.001772,0.9902,0.0205,2.7515,45.9162,-0.9909,2359,-0.001772,0.021222,-4.0558,5.159e-05,TIA,5m,range_breakout,tr,3h,36,F,False,False
-0.4824,-0.7748,-0.8003,-0.7834,1774,0.9661,0.4729,1.0769,-0.00028,1.0864,0.0165,1.8151,26.1044,-0.6597,1899,-0.00028,0.024232,-0.5044,0.61402652,TIA,5m,range_breakout,tr,4h,48,F,False,False
-0.9729,-1.4877,-0.884,-0.8613,1259,0.9252,0.4856,0.9801,-0.000771,0.9616,0.0118,0.5128,5.1281,-0.7912,1353,-0.000771,0.027878,-1.0173,0.30921037,TIA,5m,range_breakout,tr,6h,72,F,False,False
0.8219,1.4886,0.6672,-0.593,742,1.0814,0.4844,1.1511,0.000908,1.1179,0.0092,2.4931,25.63,0.4397,1057,0.000908,0.034366,0.8593,0.39035048,TIA,5m,range_breakout,tr,8h,96,C,False,False
0.7242,1.2701,0.3851,-0.6445,441,1.0816,0.4734,1.2032,0.001136,1.3279,0.0064,1.0413,7.0602,0.2743,733,0.001136,0.040617,0.7572,0.4491559,TIA,5m,range_breakout,tr,12h,144,C,False,False
-35.1523,-51.3818,-1.0,-1.0,14629,0.4257,0.3332,0.852,-0.001033,0.6862,0.1272,0.6101,16.2836,-1.0,14630,-0.001033,0.0034,-36.754,0.0,TIA,5m,macd_scalp,tr,5m,1,F,False,False
-24.8521,-35.1018,-1.0,-1.0,12966,0.5234,0.3776,0.8628,-0.001079,0.7598,0.1128,0.1135,7.1462,-1.0,12967,-0.001079,0.004728,-25.9844,0.0,TIA,5m,macd_scalp,tr,10m,2,F,False,False
-19.3821,-27.3246,-1.0,-1.0,11776,0.5859,0.3946,0.8988,-0.001086,0.7963,0.1024,-0.0173,10.5049,-1.0,11778,-0.001086,0.005817,-20.2652,0.0,TIA,5m,macd_scalp,tr,15m,3,F,False,False
-8.5627,-17.0903,-0.9999,-1.0,9378,0.705,0.4235,0.9597,-0.001018,0.8543,0.0816,30.9317,2041.5116,-1.0,9379,-0.001018,0.011007,-8.9528,0.0,TIA,5m,macd_scalp,tr,30m,6,F,False,False
-7.0162,-12.0598,-0.9996,-0.9997,7707,0.76,0.4331,0.9947,-0.000968,0.8787,0.0671,12.8678,586.1024,-0.9997,7721,-0.000968,0.011596,-7.3359,0.0,TIA,5m,macd_scalp,tr,45m,9,F,False,False
-5.5208,-8.6061,-0.9979,-0.9977,6427,0.8088,0.4479,0.9969,-0.000854,0.9107,0.056,3.032,77.4894,-0.9974,6439,-0.000854,0.011868,-5.7724,1e-08,TIA,5m,macd_scalp,tr,1h,12,F,False,False
-3.3031,-3.3702,-0.9951,-0.9961,4452,0.8401,0.4595,0.9883,-0.000861,0.979,0.0418,-15.6035,662.0246,-0.9944,4812,-0.000861,0.017293,-3.4536,0.00055792,TIA,5m,macd_scalp,tr,1.5h,18,F,False,False
-5.3042,-7.6612,-0.998,-0.998,3828,0.7745,0.4406,0.9834,-0.001444,0.893,0.0333,0.2046,6.4355,-0.9976,3829,-0.001444,0.016114,-5.5459,3e-08,TIA,5m,macd_scalp,tr,2h,24,F,False,False
-2.1712,-3.3834,-0.9796,-0.9581,2732,0.8786,0.465,1.0109,-0.000901,0.9179,0.0238,2.5086,45.2435,-0.9527,2742,-0.000901,0.020791,-2.2701,0.02327901,TIA,5m,macd_scalp,tr,3h,36,F,False,False
-1.19,-1.8393,-0.9243,-0.8779,2052,0.9263,0.4719,1.0368,-0.000605,1.001,0.0185,0.8148,11.4179,-0.8386,2132,-0.000605,0.022458,-1.2443,0.21353816,TIA,5m,macd_scalp,tr,4h,48,F,False,False
-1.3855,-1.8702,-0.9634,-0.9041,1475,0.8967,0.4695,1.0131,-0.00109,0.9452,0.0128,-0.6091,12.9562,-0.8934,1476,-0.00109,0.028902,-1.4486,0.14765232,TIA,5m,macd_scalp,tr,6h,72,F,False,False
-1.4249,-1.8605,-0.9294,-0.9334,1054,0.8842,0.4858,0.9359,-0.001428,0.8715,0.0098,-0.9327,8.9405,-0.8903,1126,-0.001428,0.032173,-1.4898,0.13655492,TIA,5m,macd_scalp,tr,8h,96,F,False,False
-0.028,-0.0442,-0.5562,-0.8162,682,0.997,0.4954,1.0155,-4.3e-05,1.1315,0.0067,0.8521,12.4758,-0.484,765,-4.3e-05,0.040803,-0.0292,0.97669142,TIA,5m,macd_scalp,tr,12h,144,F,False,False
-9.1443,-12.0865,-0.9598,-0.8007,1569,0.5041,0.393,0.7785,-0.000969,0.6619,0.0142,-0.248,9.9505,-0.798,1636,-0.000969,0.004099,-9.5609,0.0,TIA,5m,keltner_mr,mr,5m,1,F,False,False
-6.3774,-7.2557,-0.9648,-0.819,1553,0.5807,0.4194,0.8039,-0.001075,0.724,0.0135,-4.0919,84.6671,-0.8186,1557,-0.001075,0.006363,-6.668,0.0,TIA,5m,keltner_mr,mr,10m,2,F,False,False
-2.3312,-1.9684,-0.9787,-0.9238,1482,0.6041,0.4391,0.7718,-0.001327,0.6634,0.0129,-23.737,883.2887,-0.9229,1485,-0.001327,0.020987,-2.4374,0.01491034,TIA,5m,keltner_mr,mr,15m,3,F,False,False
-2.2983,-1.8947,-0.9434,-0.8588,1315,0.7199,0.4749,0.796,-0.001111,0.8187,0.0119,-22.0914,689.6563,-0.8374,1373,-0.001111,0.017138,-2.403,0.01639278,TIA,5m,keltner_mr,mr,30m,6,F,False,False
-1.999,-2.0258,-0.8716,-0.7595,1259,0.8209,0.4912,0.8503,-0.000801,0.8297,0.0114,-6.4229,130.0225,-0.6946,1311,-0.000801,0.013871,-2.0901,0.03679949,TIA,5m,keltner_mr,mr,45m,9,F,False,False
-1.92,-1.8911,-0.8833,-0.8024,1208,0.8201,0.4948,0.8372,-0.000921,0.8228,0.011,-7.4103,154.8304,-0.7404,1261,-0.000921,0.016298,-2.0075,0.04490785,TIA,5m,keltner_mr,mr,1h,12,F,False,False
-1.0571,-1.0852,-0.7577,-0.7399,1127,0.8996,0.5064,0.877,-0.000584,0.8893,0.0103,-5.0256,88.313,-0.593,1179,-0.000584,0.018149,-1.1053,0.26925072,TIA,5m,keltner_mr,mr,1.5h,18,F,False,False
-1.508,-1.6378,-0.8624,-0.7861,1066,0.8642,0.5094,0.8322,-0.000915,0.8587,0.0097,-3.242,45.1651,-0.7103,1113,-0.000915,0.019361,-1.5767,0.11514504,TIA,5m,keltner_mr,mr,2h,24,F,False,False
-1.725,-2.0207,-0.9062,-0.8152,951,0.8454,0.498,0.8523,-0.001235,0.8445,0.0086,-1.6997,16.7113,-0.7695,994,-0.001235,0.021591,-1.8036,0.07159744,TIA,5m,keltner_mr,mr,3h,36,F,False,False
-1.5918,-1.9169,-0.8821,-0.8403,651,0.848,0.5,0.848,-0.001359,0.8386,0.0077,-1.2204,13.6672,-0.7719,888,-0.001359,0.024336,-1.6643,0.09640734,TIA,5m,keltner_mr,mr,4h,48,F,False,False
-0.4328,-0.6991,-0.8153,-0.6808,527,0.9443,0.4844,1.0051,-0.000604,0.9017,0.0064,5.7946,104.4316,-0.5874,737,-0.000604,0.036245,-0.4526,0.65100392,TIA,5m,keltner_mr,mr,6h,72,F,False,False
-2.3238,-2.7869,-0.9658,-0.9318,508,0.753,0.4601,0.8837,-0.003298,0.819,0.0056,-2.0993,25.378,-0.9192,639,-0.003298,0.034313,-2.4297,0.0153876,TIA,5m,keltner_mr,mr,8h,96,F,False,False
-0.0447,-0.0665,-0.4877,-0.6958,402,0.9944,0.5089,0.9596,-8.4e-05,0.87,0.0044,0.0288,2.1397,-0.3644,505,-8.4e-05,0.040304,-0.0468,0.96272581,TIA,5m,keltner_mr,mr,12h,144,F,False,False
-22.3966,-33.4044,-0.9981,-0.9972,5445,0.4155,0.3259,0.8593,-0.001065,0.6982,0.0475,0.4774,6.9056,-0.9971,5461,-0.001065,0.003362,-23.417,0.0,TIA,5m,dual_ema_adx,tr,5m,1,F,False,False
-15.2023,-22.4801,-0.997,-0.9952,4992,0.5318,0.3683,0.912,-0.001049,0.7733,0.0435,0.3364,5.5635,-0.995,5001,-0.001049,0.004668,-15.895,0.0,TIA,5m,dual_ema_adx,tr,10m,2,F,False,False
-11.0842,-17.1145,-0.9945,-0.9896,4679,0.6255,0.3934,0.9647,-0.000946,0.8574,0.0409,0.4728,5.0473,-0.9892,4708,-0.000946,0.005602,-11.5893,0.0,TIA,5m,dual_ema_adx,tr,15m,3,F,False,False
-7.3072,-10.7839,-0.9919,-0.9833,4011,0.7113,0.4303,0.9415,-0.000973,0.8746,0.035,0.3257,6.014,-0.9825,4020,-0.000973,0.008077,-7.6402,0.0,TIA,5m,dual_ema_adx,tr,30m,6,F,False,False
-5.2527,-7.6403,-0.9868,-0.9723,3600,0.7707,0.4339,1.0056,-0.00092,0.9627,0.0314,0.1709,5.3703,-0.9699,3607,-0.00092,0.010065,-5.492,4e-08,TIA,5m,dual_ema_adx,tr,45m,9,F,False,False
-3.4779,-5.0876,-0.9692,-0.9402,3266,0.8342,0.4472,1.0314,-0.000741,0.9655,0.0285,0.2927,5.8255,-0.9292,3274,-0.000741,0.011654,-3.6363,0.00028081,TIA,5m,dual_ema_adx,tr,1h,12,F,False,False
-4.4258,-6.4621,-0.9878,-0.9797,2809,0.782,0.4458,0.9721,-0.001228,0.8792,0.0246,0.2992,6.3699,-0.9765,2824,-0.001228,0.014107,-4.6275,3.87e-06,TIA,5m,dual_ema_adx,tr,1.5h,18,F,False,False
-3.0408,-4.2462,-0.9745,-0.959,2509,0.8355,0.456,0.9968,-0.001049,0.9753,0.0218,-0.1835,5.1991,-0.9492,2511,-0.001049,0.016534,-3.1794,0.001494,TIA,5m,dual_ema_adx,tr,2h,24,F,False,False
-2.3358,-3.339,-0.9663,-0.9318,1993,0.8593,0.4735,0.9556,-0.001069,0.9436,0.0174,-0.0379,2.9951,-0.9197,1998,-0.001069,0.019572,-2.4422,0.01468259,TIA,5m,dual_ema_adx,tr,3h,36,F,False,False
-0.3328,-0.4728,-0.7943,-0.6206,1212,0.9764,0.5009,0.9729,-0.000193,0.9812,0.0144,0.016,3.8901,-0.524,1653,-0.000193,0.022598,-0.348,0.72790122,TIA,5m,dual_ema_adx,tr,4h,48,F,False,False
-1.899,-2.5844,-0.9472,-0.9369,1126,0.8531,0.4716,0.9558,-0.001554,0.9731,0.0107,-0.47,5.6292,-0.9082,1232,-0.001554,0.027475,-1.9855,0.04730515,TIA,5m,dual_ema_adx,tr,6h,72,F,False,False
-0.5471,-0.9073,-0.7426,-0.8328,720,0.9515,0.474,1.0561,-0.000579,1.0584,0.0085,0.4879,2.5975,-0.6513,979,-0.000579,0.031652,-0.572,0.56744169,TIA,5m,dual_ema_adx,tr,8h,96,F,False,False
-1.8918,-2.8313,-0.9639,-0.948,693,0.8167,0.4677,0.9295,-0.003023,0.7884,0.0061,0.1304,1.8146,-0.9314,697,-0.003023,0.040345,-1.978,0.04831777,TIA,5m,dual_ema_adx,tr,12h,144,F,False,False
-5.0644,-17.902,-0.9928,-0.9846,3714,0.5685,0.349,1.0604,-0.001057,0.7222,0.0324,44.0277,2391.2766,-0.9842,3722,-0.001057,0.012184,-5.2952,1.3e-07,TIA,5m,vol_spike_brk,tr,5m,1,F,False,False
-4.7237,-14.5874,-0.9926,-0.9837,3249,0.6099,0.3645,1.0635,-0.001186,0.773,0.0283,37.1498,1818.745,-0.9834,3254,-0.001186,0.013702,-4.939,8.2e-07,TIA,5m,vol_spike_brk,tr,10m,2,F,False,False
-6.5105,-14.3602,-0.9939,-0.9874,3021,0.6015,0.3767,0.9951,-0.001383,0.7906,0.0263,21.9981,878.9812,-0.9872,3026,-0.001383,0.011178,-6.8071,0.0,TIA,5m,vol_spike_brk,tr,15m,3,F,False,False
-3.4128,-8.6666,-0.9904,-0.9688,2720,0.7246,0.411,1.0383,-0.00117,0.86,0.0237,28.3315,1201.4956,-0.97,2725,-0.00117,0.017117,-3.5683,0.00036544,TIA,5m,vol_spike_brk,tr,30m,6,F,False,False
-4.2239,-8.3315,-0.9918,-0.977,2509,0.7196,0.4043,1.0602,-0.001398,0.9054,0.0219,15.2959,512.708,-0.9776,2513,-0.001398,0.015874,-4.4164,1.046e-05,TIA,5m,vol_spike_brk,tr,45m,9,F,False,False
-4.8593,-8.5133,-0.9921,-0.9787,2384,0.7233,0.4133,1.0267,-0.001518,0.8906,0.0208,4.6776,91.2437,-0.9792,2388,-0.001518,0.014597,-5.0807,4.1e-07,TIA,5m,vol_spike_brk,tr,1h,12,F,False,False
-4.6407,-8.0186,-0.9937,-0.9843,2169,0.7291,0.4123,1.0391,-0.001779,0.9576,0.0189,3.3826,54.8035,-0.9847,2173,-0.001779,0.017092,-4.8522,1.31e-06,TIA,5m,vol_spike_brk,tr,1.5h,18,F,False,False
-2.589,-5.0453,-0.9869,-0.9531,1991,0.8143,0.4221,1.1151,-0.001328,1.0127,0.0173,8.3721,198.4651,-0.9544,1995,-0.001328,0.021905,-2.707,0.00684826,TIA,5m,vol_spike_brk,tr,2h,24,F,False,False
-2.9485,-5.0465,-0.9899,-0.9619,1674,0.7967,0.4257,1.0749,-0.001729,1.0154,0.0146,2.9435,42.0038,-0.964,1675,-0.001729,0.022949,-3.0828,0.00208402,TIA,5m,vol_spike_brk,tr,3h,36,F,False,False
-1.7162,-2.7471,-0.9797,-0.8753,1318,0.8684,0.441,1.1009,-0.001203,1.0206,0.0122,1.3775,15.8276,-0.8812,1406,-0.001203,0.025144,-1.7944,0.07296703,TIA,5m,vol_spike_brk,tr,4h,48,F,False,False
-2.6887,-4.2858,-0.9829,-0.9665,1011,0.7825,0.4433,0.9826,-0.002547,0.9933,0.0095,1.2036,12.6052,-0.9622,1094,-0.002547,0.029966,-2.8112,0.00502389,TIA,5m,vol_spike_brk,tr,6h,72,F,False,False
-0.6893,-1.0784,-0.9789,-0.7278,891,0.9314,0.4843,0.9917,-0.00088,1.0288,0.0078,1.5511,18.3905,-0.7439,892,-0.00088,0.036446,-0.7207,0.47127077,TIA,5m,vol_spike_brk,tr,8h,96,F,False,False
-1.9153,-2.3446,-0.9733,-0.9569,644,0.7972,0.4527,0.9637,-0.003481,0.893,0.0056,-1.7086,14.5023,-0.9465,645,-0.003481,0.044145,-2.0026,0.04564291,TIA,5m,vol_spike_brk,tr,12h,144,F,False,False
-17.7044,-21.6474,-0.9942,-0.9878,4197,0.428,0.3518,0.7887,-0.001039,0.629,0.0365,-3.3419,77.4643,-0.9876,4199,-0.001039,0.003636,-18.5111,0.0,TIA,5m,stoch_cross,mr,5m,1,F,False,False
-12.5082,-15.7547,-0.9941,-0.9882,4197,0.5492,0.4065,0.8018,-0.001038,0.6824,0.0365,-1.3259,28.5288,-0.9879,4199,-0.001038,0.005141,-13.0781,0.0,TIA,5m,stoch_cross,mr,10m,2,F,False,False
-10.0973,-12.2187,-0.9939,-0.9879,3794,0.6054,0.4271,0.812,-0.001058,0.7366,0.0353,-1.3894,23.3763,-0.9875,4060,-0.001058,0.006383,-10.5574,0.0,TIA,5m,stoch_cross,mr,15m,3,F,False,False
-7.0967,-9.1723,-0.991,-0.9812,3410,0.7006,0.4511,0.8524,-0.00105,0.8166,0.0314,-0.6688,8.8167,-0.9803,3611,-0.00105,0.008503,-7.42,0.0,TIA,5m,stoch_cross,mr,30m,6,F,False,False
-5.7139,-7.7203,-0.9901,-0.977,3324,0.7454,0.4517,0.9047,-0.001071,0.8517,0.0289,-0.3221,5.4542,-0.9763,3325,-0.001071,0.01034,-5.9742,0.0,TIA,5m,stoch_cross,mr,45m,9,F,False,False
-5.2199,-6.9087,-0.9873,-0.9787,2872,0.755,0.4673,0.8604,-0.001153,0.7856,0.0264,-0.3184,4.0324,-0.9754,3032,-0.001153,0.011634,-5.4577,5e-08,TIA,5m,stoch_cross,mr,1h,12,F,False,False
-2.9062,-3.7701,-0.9518,-0.9433,2446,0.8449,0.4771,0.9261,-0.000849,0.8568,0.0228,-0.7707,7.6812,-0.9174,2618,-0.000849,0.014297,-3.0386,0.00240005,TIA,5m,stoch_cross,mr,1.5h,18,F,False,False
-2.394,-3.0746,-0.9315,-0.9421,2151,0.8641,0.487,0.9102,-0.000858,0.866,0.0201,-0.8246,6.1064,-0.8994,2308,-0.000858,0.016459,-2.503,0.01238188,TIA,5m,stoch_cross,mr,2h,24,F,False,False
-1.858,-2.5839,-0.9256,-0.8951,1743,0.8833,0.4858,0.9349,-0.000853,0.9195,0.0162,-0.1933,3.2956,-0.8545,1865,-0.000853,0.018955,-1.9426,0.05221276,TIA,5m,stoch_cross,mr,3h,36,F,False,False
-1.7376,-2.4497,-0.913,-0.9032,1484,0.8832,0.4933,0.9073,-0.000988,0.8224,0.0136,-0.1394,3.2002,-0.8509,1559,-0.000988,0.021483,-1.8167,0.06944795,TIA,5m,stoch_cross,mr,4h,48,F,False,False
-1.0782,-1.3408,-0.8737,-0.8929,819,0.908,0.4808,0.9807,-0.000967,0.9122,0.0102,-1.5077,22.0625,-0.8091,1169,-0.000967,0.029324,-1.1273,0.2598359,TIA,5m,stoch_cross,mr,6h,72,F,False,False
-1.0943,-1.3131,-0.9179,-0.8907,937,0.8969,0.5016,0.8913,-0.00131,0.9763,0.0082,-1.5468,14.884,-0.8443,947,-0.00131,0.035234,-1.1442,0.25284683,TIA,5m,stoch_cross,mr,8h,96,F,False,False
-0.4949,-0.6886,-0.7432,-0.8468,623,0.9458,0.4903,0.9833,-0.000802,1.0074,0.0058,-0.4607,6.3036,-0.6621,669,-0.000802,0.04007,-0.5175,0.60499758,TIA,5m,stoch_cross,mr,12h,144,F,False,False
-41.9372,-57.5752,-1.0,-1.0,62517,0.4614,0.3589,0.8243,-0.000941,0.6639,0.5438,39.6108,11943.7785,-1.0,62541,-0.000941,0.005368,-43.8489,0.0,INJ,5m,vwap_mr,mr,5m,1,F,False,False
-21.6601,-27.5639,-1.0,-1.0,34005,0.5917,0.4063,0.8648,-0.000891,0.7407,0.2958,15.8939,5485.46,-1.0,34018,-0.000891,0.007254,-22.6475,0.0,INJ,5m,vwap_mr,mr,10m,2,F,False,False
-14.2906,-18.2407,-1.0,-1.0,24125,0.6646,0.4269,0.8922,-0.000848,0.7875,0.2099,15.0483,3867.0057,-1.0,24135,-0.000848,0.008813,-14.9421,0.0,INJ,5m,vwap_mr,mr,15m,3,F,False,False
-10.7756,-12.8234,-1.0,-1.0,13633,0.7428,0.453,0.8971,-0.000843,0.8465,0.1186,-4.6608,190.1489,-1.0,13639,-0.000843,0.008733,-11.2669,0.0,INJ,5m,vwap_mr,mr,30m,6,F,False,False
-4.4314,-5.6749,-0.9997,-0.9998,9812,0.8171,0.4695,0.9231,-0.000716,0.8881,0.0854,15.0161,1781.015,-0.9997,9816,-0.000716,0.015311,-4.6335,3.64e-06,INJ,5m,vwap_mr,mr,45m,9,F,False,False
-6.1596,-7.5421,-0.9992,-0.9994,7738,0.8061,0.4738,0.8953,-0.000851,0.8622,0.0673,-2.4549,60.2423,-0.9992,7742,-0.000851,0.011624,-6.4404,0.0,INJ,5m,vwap_mr,mr,1h,12,F,False,False
-4.3712,-5.4303,-0.9956,-0.9968,5102,0.834,0.4747,0.9228,-0.000873,0.9009,0.0477,-1.8342,40.4332,-0.9952,5481,-0.000873,0.014135,-4.5704,4.97e-06,INJ,5m,vwap_mr,mr,1.5h,18,F,False,False
-3.847,-4.5445,-0.9945,-0.9951,4118,0.8321,0.4812,0.8969,-0.001027,0.8321,0.0371,-3.0647,66.3982,-0.9933,4264,-0.001027,0.016672,-4.0224,5.861e-05,INJ,5m,vwap_mr,mr,2h,24,F,False,False
-3.2111,-3.9957,-0.9894,-0.9898,2929,0.8346,0.4769,0.9153,-0.001233,0.9013,0.0257,-1.4088,20.87,-0.9856,2950,-0.001233,0.019941,-3.3575,0.00079659,INJ,5m,vwap_mr,mr,3h,36,F,False,False
-3.0138,-3.7223,-0.992,-0.9883,2235,0.8164,0.4688,0.9249,-0.001607,0.8661,0.0195,-1.6355,44.1261,-0.9864,2246,-0.001607,0.024172,-3.1512,0.00164736,INJ,5m,vwap_mr,mr,4h,48,F,False,False
-1.2366,-1.6693,-0.9187,-0.9113,1429,0.9125,0.4906,0.9476,-0.000908,0.9731,0.0133,-0.502,5.1659,-0.8625,1535,-0.000908,0.027525,-1.293,0.19620949,INJ,5m,vwap_mr,mr,6h,72,F,False,False
-2.8164,-3.7196,-0.9853,-0.9818,1118,0.7851,0.4608,0.9186,-0.002715,0.8768,0.0101,-0.6889,6.0611,-0.9763,1161,-0.002715,0.031416,-2.9448,0.00329617,INJ,5m,vwap_mr,mr,8h,96,F,False,False
-0.9709,-1.516,-0.945,-0.8258,740,0.9045,0.4795,0.9817,-0.001391,1.0138,0.0068,0.6527,5.9922,-0.8093,782,-0.001391,0.038316,-1.0151,0.31035279,INJ,5m,vwap_mr,mr,12h,144,F,False,False
-31.4502,-41.0088,-1.0,-1.0,12819,0.4314,0.3428,0.827,-0.001003,0.682,0.1115,-2.0479,60.5885,-1.0,12827,-0.001003,0.003454,-32.8839,0.0,INJ,5m,stoch_rsi,mr,5m,1,F,False,False
-15.937,-14.8249,-1.0,-1.0,12821,0.5285,0.3874,0.8357,-0.001086,0.7424,0.1115,-49.1755,4211.8511,-1.0,12827,-0.001086,0.00738,-16.6635,0.0,INJ,5m,stoch_rsi,mr,10m,2,F,False,False
-17.8958,-20.5324,-1.0,-1.0,12596,0.5903,0.4038,0.8717,-0.001078,0.7754,0.1096,-10.1393,507.3218,-1.0,12601,-0.001078,0.006468,-18.7116,0.0,INJ,5m,stoch_rsi,mr,15m,3,F,False,False
-10.9145,-12.3059,-1.0,-1.0,9996,0.6946,0.4364,0.897,-0.001048,0.8231,0.0879,-7.6006,264.0928,-1.0,10110,-0.001048,0.00923,-11.4121,0.0,INJ,5m,stoch_rsi,mr,30m,6,F,False,False
-6.5404,-11.2155,-0.9997,-0.9997,7904,0.7622,0.4424,0.9608,-0.000955,0.8632,0.0687,18.5902,994.4519,-0.9997,7905,-0.000955,0.01242,-6.8386,0.0,INJ,5m,stoch_rsi,mr,45m,9,F,False,False
-6.4791,-9.5459,-0.9993,-0.9995,6536,0.7719,0.4454,0.9613,-0.001043,0.8731,0.057,4.3544,144.4832,-0.9993,6552,-0.001043,0.012461,-6.7745,0.0,INJ,5m,stoch_rsi,mr,1h,12,F,False,False
-6.524,-8.0416,-0.9994,-0.9993,4894,0.7524,0.457,0.894,-0.001374,0.8683,0.0426,-1.5399,20.8116,-0.9993,4895,-0.001374,0.014096,-6.8214,0.0,INJ,5m,stoch_rsi,mr,1.5h,18,F,False,False
-3.3094,-3.941,-0.9929,-0.9861,3665,0.8467,0.4694,0.957,-0.000937,0.9325,0.0338,-3.2751,69.8819,-0.9854,3890,-0.000937,0.016885,-3.4603,0.00054535,INJ,5m,stoch_rsi,mr,2h,24,F,False,False
-2.6293,-3.212,-0.9799,-0.978,2535,0.8577,0.4791,0.9327,-0.001046,0.8445,0.0241,-1.7307,24.7641,-0.9691,2772,-0.001046,0.020041,-2.7492,0.0060136,INJ,5m,stoch_rsi,mr,3h,36,F,False,False
-1.9516,-2.7422,-0.963,-0.9428,2093,0.8826,0.472,0.9871,-0.00097,0.957,0.0187,-0.1684,5.9997,-0.9263,2146,-0.00097,0.02203,-2.0405,0.04141988,INJ,5m,stoch_rsi,mr,4h,48,F,False,False
-1.3608,-1.8536,-0.9508,-0.8958,1480,0.9012,0.471,1.0123,-0.001021,0.9004,0.0129,-0.4142,5.8211,-0.8759,1482,-0.001021,0.027626,-1.4228,0.15499473,INJ,5m,stoch_rsi,mr,6h,72,F,False,False
-2.663,-3.6785,-0.9758,-0.9836,1037,0.7954,0.4681,0.9039,-0.002609,0.8332,0.0098,-0.2961,3.7649,-0.9702,1128,-0.002609,0.031465,-2.7844,0.00545247,INJ,5m,stoch_rsi,mr,8h,96,F,False,False
-2.4852,-3.3984,-0.9809,-0.9726,768,0.7714,0.4532,0.9305,-0.003606,0.9016,0.0067,-0.5068,5.4768,-0.9655,770,-0.003606,0.038507,-2.5985,0.00954262,INJ,5m,stoch_rsi,mr,12h,144,F,False,False
-59.598,-68.8702,-1.0,-1.0,87488,0.4265,0.3326,0.8559,-0.001038,0.683,0.7608,-36.3731,12043.1921,-1.0,87489,-0.001038,0.004928,-62.3148,0.0,INJ,5m,ema_ribbon,tr,5m,1,F,False,False
-42.7697,-62.1027,-1.0,-1.0,45266,0.5367,0.3707,0.9112,-0.001059,0.7796,0.3944,3.2048,161.4761,-1.0,45352,-0.001059,0.005043,-44.7193,0.0,INJ,5m,ema_ribbon,tr,10m,2,F,False,False
