sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,asset,timeframe,strategy,type,holding,holding_bars,grade,pass_raw,pass_bonf
-3.1829,-4.1535,-0.9777,-0.9475,1561,0.7871,0.4629,0.9132,-0.001515,0.8329,0.0147,-0.3711,8.0426,-0.9422,1685,-0.001515,0.018687,-3.328,0.00089363,LINK,5m,dual_ema_adx,tr,4h,48,F,False,False
-3.0421,-4.1517,-0.9772,-0.9452,1243,0.7732,0.4651,0.8893,-0.002007,0.8009,0.0108,-0.1472,4.1419,-0.9399,1245,-0.002007,0.022266,-3.1808,0.001505,LINK,5m,dual_ema_adx,tr,6h,72,F,False,False
-2.0066,-2.7121,-0.9702,-0.8831,986,0.8261,0.4646,0.9521,-0.001787,0.8857,0.0086,-0.2893,4.7261,-0.8806,988,-0.001787,0.026772,-2.0981,0.03615401,LINK,5m,dual_ema_adx,tr,8h,96,F,False,False
-1.613,-2.3018,-0.9543,-0.8469,643,0.8409,0.4879,0.8827,-0.002051,0.8974,0.0061,-0.1022,1.6082,-0.8355,701,-0.002051,0.032191,-1.6865,0.09213822,LINK,5m,dual_ema_adx,tr,12h,144,F,False,False
-7.7411,-18.8106,-0.9911,-0.9798,3538,0.5223,0.328,1.07,-0.001062,0.7721,0.0309,31.0574,1480.9963,-0.9792,3555,-0.001062,0.007827,-8.0939,0.0,LINK,5m,vol_spike_brk,tr,5m,1,F,False,False
-7.4229,-16.6378,-0.9907,-0.9784,3024,0.5518,0.3317,1.1117,-0.001219,0.8613,0.0264,22.8723,932.116,-0.9778,3036,-0.001219,0.008657,-7.7613,0.0,LINK,5m,vol_spike_brk,tr,10m,2,F,False,False
-7.3325,-13.8731,-0.9886,-0.974,2825,0.5915,0.3512,1.0926,-0.001236,0.8949,0.0246,12.1735,386.9797,-0.9727,2833,-0.001236,0.008579,-7.6668,0.0,LINK,5m,vol_spike_brk,tr,15m,3,F,False,False
-4.3326,-9.4561,-0.9835,-0.9494,2536,0.7014,0.3804,1.1424,-0.0011,0.9705,0.0221,17.0594,584.8943,-0.9485,2542,-0.0011,0.012238,-4.5301,6.17e-06,LINK,5m,vol_spike_brk,tr,30m,6,F,False,False
-4.4624,-8.3443,-0.983,-0.947,2340,0.7229,0.3825,1.1669,-0.001175,1.0317,0.0204,8.0844,204.1228,-0.9461,2345,-0.001175,0.012191,-4.6658,3.25e-06,LINK,5m,vol_spike_brk,tr,45m,9,F,False,False
-4.8972,-8.0251,-0.9834,-0.9476,2207,0.723,0.3922,1.1204,-0.00126,0.9918,0.0192,1.7869,21.1962,-0.947,2213,-0.00126,0.011576,-5.1205,3.3e-07,LINK,5m,vol_spike_brk,tr,1h,12,F,False,False
-4.3979,-7.1959,-0.9905,-0.9519,2033,0.7323,0.3908,1.1417,-0.001437,0.9508,0.0177,2.2156,30.2407,-0.9562,2037,-0.001437,0.014106,-4.5984,4.52e-06,LINK,5m,vol_spike_brk,tr,1.5h,18,F,False,False
-2.9503,-5.1463,-0.989,-0.9272,1874,0.7826,0.4169,1.0944,-0.001294,0.9819,0.0163,7.6952,187.0301,-0.9341,1878,-0.001294,0.018174,-3.0848,0.00206692,LINK,5m,vol_spike_brk,tr,2h,24,F,False,False
-3.9872,-5.9808,-0.9898,-0.9655,1582,0.7308,0.4126,1.0403,-0.001972,0.9045,0.0138,1.1562,17.1799,-0.9669,1585,-0.001972,0.018834,-4.169,3.225e-05,LINK,5m,vol_spike_brk,tr,3h,36,F,False,False
-2.856,-3.8319,-0.9832,-0.929,1353,0.7819,0.4373,1.0061,-0.001739,0.9052,0.0118,-0.1656,9.0527,-0.9311,1356,-0.001739,0.021444,-2.9862,0.00287505,LINK,5m,vol_spike_brk,tr,4h,48,F,False,False
-1.7059,-2.317,-0.8956,-0.888,1031,0.8539,0.458,1.0106,-0.001336,1.0181,0.0092,-0.4518,5.8798,-0.8234,1059,-0.001336,0.02437,-1.7837,0.07476597,LINK,5m,vol_spike_brk,tr,6h,72,F,False,False
-1.1696,-1.6096,-0.8811,-0.8094,778,0.886,0.4768,0.9722,-0.00118,0.9083,0.0075,0.017,5.5733,-0.7447,862,-0.00118,0.028332,-1.223,0.22167733,LINK,5m,vol_spike_brk,tr,8h,96,F,False,False
-1.9038,-2.7565,-0.9861,-0.877,553,0.8022,0.4625,0.9322,-0.002785,0.9095,0.0056,0.0852,3.9169,-0.8879,640,-0.002785,0.035389,-1.9906,0.04694719,LINK,5m,vol_spike_brk,tr,12h,144,F,False,False
-19.4783,-25.6174,-0.9911,-0.978,3781,0.3881,0.3334,0.7758,-0.001001,0.5914,0.0329,-0.213,6.2471,-0.9778,3785,-0.001001,0.003024,-20.3662,0.0,LINK,5m,stoch_cross,mr,5m,1,F,False,False
-13.1452,-16.5466,-0.9907,-0.9767,3782,0.5161,0.3849,0.8246,-0.00098,0.6596,0.0329,-1.088,16.8596,-0.9764,3785,-0.00098,0.004386,-13.7444,0.0,LINK,5m,stoch_cross,mr,10m,2,F,False,False
-10.5989,-12.797,-0.9902,-0.9756,3673,0.5707,0.4053,0.8375,-0.000991,0.732,0.0319,-1.0457,15.4034,-0.9752,3674,-0.000991,0.00542,-11.082,0.0,LINK,5m,stoch_cross,mr,15m,3,F,False,False
-7.2353,-9.1886,-0.9866,-0.9624,3268,0.671,0.4273,0.8992,-0.000971,0.8074,0.0284,-0.456,8.1292,-0.9618,3269,-0.000971,0.007338,-7.5651,0.0,LINK,5m,stoch_cross,mr,30m,6,F,False,False
-6.0032,-7.5963,-0.9847,-0.9556,3044,0.7144,0.4565,0.8506,-0.000978,0.7825,0.0265,-0.5112,6.7973,-0.9547,3045,-0.000978,0.008601,-6.2769,0.0,LINK,5m,stoch_cross,mr,45m,9,F,False,False
-5.5084,-6.9391,-0.9848,-0.9559,2808,0.7261,0.4578,0.8599,-0.001056,0.8323,0.0244,-0.6233,6.8636,-0.955,2809,-0.001056,0.009718,-5.7595,1e-08,LINK,5m,stoch_cross,mr,1h,12,F,False,False
-2.6933,-3.4351,-0.8921,-0.8892,2286,0.8488,0.4874,0.8926,-0.000646,0.8882,0.0211,-0.6209,4.9225,-0.8215,2425,-0.000646,0.0113,-2.8161,0.00490033,LINK,5m,stoch_cross,mr,1.5h,18,F,False,False
-2.8602,-3.0035,-0.9692,-0.9191,2025,0.8085,0.4774,0.885,-0.000997,0.8332,0.0187,-6.2544,143.0039,-0.9112,2147,-0.000997,0.015447,-2.9906,0.00281568,LINK,5m,stoch_cross,mr,2h,24,F,False,False
-2.7087,-3.6095,-0.957,-0.8866,1758,0.8257,0.4684,0.937,-0.001051,0.845,0.0153,-0.3483,3.8139,-0.8729,1759,-0.001051,0.015558,-2.8322,0.00467624,LINK,5m,stoch_cross,mr,3h,36,F,False,False
-2.1887,-2.9857,-0.9498,-0.864,1385,0.8439,0.4628,0.9795,-0.001098,0.9627,0.0129,-0.1572,3.4504,-0.8472,1480,-0.001098,0.018454,-2.2885,0.02224884,LINK,5m,stoch_cross,mr,4h,48,F,False,False
-1.9356,-2.6469,-0.911,-0.8927,1066,0.8458,0.471,0.9502,-0.001356,0.8517,0.0099,-0.3554,4.0978,-0.8403,1136,-0.001356,0.022588,-2.0239,0.04321847,LINK,5m,stoch_cross,mr,6h,72,F,False,False
-1.2906,-1.8498,-0.8934,-0.7966,863,0.8811,0.4923,0.9088,-0.001164,0.7976,0.0079,0.248,4.0242,-0.7433,906,-0.001164,0.025957,-1.3494,0.17754699,LINK,5m,stoch_cross,mr,8h,96,F,False,False
0.2625,0.4145,-0.1462,-0.7068,386,1.0293,0.5045,1.0108,0.000347,1.0849,0.0058,0.231,3.1249,-0.1124,662,0.000347,0.032533,0.2745,0.78381169,LINK,5m,stoch_cross,mr,12h,144,D,False,False
-59.7703,-65.3698,-1.0,-1.0,61261,0.3995,0.3346,0.7946,-0.001,0.6198,0.5327,-24.8051,3064.0416,-1.0,61262,-0.001,0.00396,-62.4936,0.0,UNI,5m,vwap_mr,mr,5m,1,F,False,False
-30.6223,-31.8,-1.0,-1.0,33321,0.5224,0.3886,0.822,-0.000996,0.6942,0.2898,-23.0496,2015.9043,-1.0,33322,-0.000996,0.005677,-32.0175,0.0,UNI,5m,vwap_mr,mr,10m,2,F,False,False
-21.6202,-22.8281,-1.0,-1.0,23601,0.5795,0.4115,0.8288,-0.00101,0.7259,0.2052,-15.6499,1456.5946,-1.0,23602,-0.00101,0.006864,-22.6053,0.0,UNI,5m,vwap_mr,mr,15m,3,F,False,False
-10.8785,-12.48,-1.0,-1.0,13373,0.6714,0.4459,0.8343,-0.001034,0.7612,0.1164,3.5927,1272.77,-1.0,13384,-0.001034,0.010518,-11.3742,0.0,UNI,5m,vwap_mr,mr,30m,6,F,False,False
-10.0088,-11.0055,-1.0,-1.0,9490,0.7118,0.4632,0.8248,-0.001066,0.7703,0.0841,-4.1128,96.8764,-1.0,9671,-0.001066,0.010022,-10.4648,0.0,UNI,5m,vwap_mr,mr,45m,9,F,False,False
-7.3103,-7.882,-0.9998,-0.9999,7621,0.7378,0.4608,0.8634,-0.0011,0.8075,0.0663,-5.7778,234.0814,-0.9999,7622,-0.0011,0.012559,-7.6434,0.0,UNI,5m,vwap_mr,mr,1h,12,F,False,False
-6.5486,-7.3933,-0.9994,-0.9995,5126,0.7468,0.4689,0.8457,-0.001279,0.7828,0.0473,-2.6001,43.5823,-0.9994,5442,-0.001279,0.013778,-6.8469,0.0,UNI,5m,vwap_mr,mr,1.5h,18,F,False,False
-3.4156,-4.1054,-0.9974,-0.9969,4227,0.8087,0.4818,0.8698,-0.001122,0.8309,0.0368,4.1507,418.7346,-0.9965,4228,-0.001122,0.020426,-3.5712,0.00035925,UNI,5m,vwap_mr,mr,2h,24,F,False,False
-4.2914,-5.0961,-0.9954,-0.9957,2862,0.7781,0.4778,0.8504,-0.001576,0.8241,0.0255,-1.3261,13.8046,-0.9943,2928,-0.001576,0.019004,-4.4869,7.5e-06,UNI,5m,vwap_mr,mr,3h,36,F,False,False
-3.4718,-4.0051,-0.9914,-0.992,2209,0.792,0.4898,0.8251,-0.001728,0.8495,0.0195,-1.6075,16.2917,-0.9887,2248,-0.001728,0.022573,-3.6299,0.00028982,UNI,5m,vwap_mr,mr,4h,48,F,False,False
-1.8011,-2.2009,-0.9737,-0.9427,1529,0.8637,0.4801,0.9354,-0.001366,0.964,0.0133,-1.3161,19.153,-0.935,1531,-0.001366,0.028382,-1.8831,0.05987486,UNI,5m,vwap_mr,mr,6h,72,F,False,False
-1.7064,-2.0542,-0.9483,-0.9518,1136,0.8559,0.4788,0.9316,-0.001672,0.8825,0.0101,-1.2101,10.8815,-0.9216,1157,-0.001672,0.031881,-1.7841,0.07466415,UNI,5m,vwap_mr,mr,8h,96,F,False,False
-0.3988,-0.584,-0.6835,-0.9048,666,0.9568,0.4923,0.9866,-0.000587,0.988,0.0068,1.0656,17.2341,-0.6512,780,-0.000587,0.039348,-0.4169,0.67684012,UNI,5m,vwap_mr,mr,12h,144,F,False,False
-22.0641,-20.692,-1.0,-1.0,13314,0.3876,0.326,0.8015,-0.000991,0.6368,0.1158,-57.3528,5225.2013,-1.0,13320,-0.000991,0.004956,-23.0694,0.0,UNI,5m,stoch_rsi,mr,5m,1,F,False,False
-19.0786,-18.7151,-1.0,-1.0,13316,0.5046,0.3732,0.8475,-0.000997,0.7148,0.1158,-37.6216,2978.5316,-1.0,13320,-0.000997,0.005767,-19.9479,0.0,UNI,5m,stoch_rsi,mr,10m,2,F,False,False
-17.5927,-19.6656,-1.0,-1.0,13063,0.5786,0.3955,0.8844,-0.000978,0.7521,0.1137,-13.1947,751.1208,-1.0,13075,-0.000978,0.006079,-18.3943,0.0,UNI,5m,stoch_rsi,mr,15m,3,F,False,False
-10.3201,-12.0808,-0.9999,-0.9999,10460,0.7052,0.4305,0.933,-0.000873,0.8559,0.091,-5.3812,209.7693,-0.9999,10470,-0.000873,0.008278,-10.7903,0.0,UNI,5m,stoch_rsi,mr,30m,6,F,False,False
-5.0696,-7.6584,-0.9979,-0.9975,8001,0.8067,0.4442,1.0095,-0.000669,0.8791,0.0702,12.1729,635.4688,-0.9972,8078,-0.000669,0.011337,-5.3006,1.2e-07,UNI,5m,stoch_rsi,mr,45m,9,F,False,False
-4.7801,-7.0461,-0.996,-0.9954,6585,0.8195,0.4594,0.9644,-0.000712,0.8962,0.0582,5.8018,201.9314,-0.9945,6694,-0.000712,0.011648,-4.9979,5.9e-07,UNI,5m,stoch_rsi,mr,1h,12,F,False,False
-3.9323,-6.1236,-0.9935,-0.9952,4739,0.8197,0.4617,0.9556,-0.000881,0.8354,0.0432,6.7504,179.3113,-0.9926,4964,-0.000881,0.015089,-4.1114,3.996e-05,UNI,5m,stoch_rsi,mr,1.5h,18,F,False,False
-1.9922,-2.9853,-0.9604,-0.9384,3630,0.903,0.4697,1.0194,-0.00052,0.9507,0.0343,2.0499,35.8027,-0.9204,3947,-0.00052,0.015685,-2.083,0.03731529,UNI,5m,stoch_rsi,mr,2h,24,F,False,False
-1.9977,-2.7681,-0.9399,-0.9551,2684,0.8894,0.4706,1.0005,-0.000725,0.9471,0.0243,0.2254,9.2828,-0.9173,2790,-0.000725,0.018335,-2.0887,0.03682499,UNI,5m,stoch_rsi,mr,3h,36,F,False,False
-1.6389,-2.5359,-0.937,-0.9404,2031,0.8938,0.4762,0.983,-0.000828,0.9051,0.0188,2.1534,30.1909,-0.9025,2165,-0.000828,0.02249,-1.7136,0.08674563,UNI,5m,stoch_rsi,mr,4h,48,F,False,False
-0.3193,-0.4316,-0.6585,-0.8734,921,0.9746,0.4869,1.027,-0.000241,0.9615,0.0129,0.0856,9.871,-0.6077,1489,-0.000241,0.027808,-0.3338,0.73854414,UNI,5m,stoch_rsi,mr,6h,72,F,False,False
-0.8558,-1.3908,-0.8217,-0.9078,1135,0.9232,0.4718,1.0335,-0.000838,0.9461,0.0099,2.3004,29.1274,-0.7764,1136,-0.000838,0.031556,-0.8948,0.37106799,UNI,5m,stoch_rsi,mr,8h,96,F,False,False
0.3887,0.5586,-0.1812,-0.6187,488,1.0426,0.5052,1.0212,0.000559,1.0326,0.0067,0.2021,6.0378,-0.1219,770,0.000559,0.038173,0.4064,0.68453318,UNI,5m,stoch_rsi,mr,12h,144,D,False,False
-75.8266,-115.3943,-1.0,-1.0,87291,0.4006,0.3098,0.8923,-0.001005,0.6687,0.7591,19.9292,2718.2346,-1.0,87293,-0.001005,0.003744,-79.2815,0.0,UNI,5m,ema_ribbon,tr,5m,1,F,False,False
-38.1954,-57.0363,-1.0,-1.0,45250,0.5201,0.3565,0.9389,-0.00101,0.7743,0.3935,12.7441,1424.9512,-1.0,45251,-0.00101,0.005381,-39.9356,0.0,UNI,5m,ema_ribbon,tr,10m,2,F,False,False
-25.5413,-38.2781,-1.0,-1.0,31074,0.5856,0.377,0.9679,-0.001004,0.8133,0.2702,12.7251,1268.9007,-1.0,31075,-0.001004,0.006627,-26.705,0.0,UNI,5m,ema_ribbon,tr,15m,3,F,False,False
-14.0649,-22.0846,-1.0,-1.0,16581,0.6878,0.4064,1.0046,-0.000979,0.8796,0.1442,6.3427,279.9542,-1.0,16582,-0.000979,0.008574,-14.7057,0.0,UNI,5m,ema_ribbon,tr,30m,6,F,False,False
-8.8218,-14.1685,-1.0,-1.0,11450,0.7546,0.417,1.0549,-0.000891,0.9625,0.0998,6.0649,218.6273,-1.0,11479,-0.000891,0.010352,-9.2237,0.0,UNI,5m,ema_ribbon,tr,45m,9,F,False,False
-7.6371,-11.7422,-0.9999,-0.9999,8808,0.7651,0.4302,1.0132,-0.000979,0.9229,0.0768,3.0141,68.0685,-0.9999,8828,-0.000979,0.011514,-7.9851,0.0,UNI,5m,ema_ribbon,tr,1h,12,F,False,False
-3.2768,-5.3158,-0.9926,-0.9839,6038,0.8738,0.4504,1.0664,-0.00059,0.9924,0.0526,2.7378,47.1271,-0.9836,6053,-0.00059,0.013409,-3.4261,0.00061641,UNI,5m,ema_ribbon,tr,1.5h,18,F,False,False
-3.988,-6.2395,-0.9961,-0.993,4604,0.8297,0.4389,1.0608,-0.000953,0.9937,0.04,1.7626,23.7126,-0.9928,4605,-0.000953,0.015509,-4.1697,3.107e-05,UNI,5m,ema_ribbon,tr,2h,24,F,False,False
-0.5964,-0.9666,-0.9022,-0.7637,3107,0.9657,0.4599,1.1343,-0.000221,1.0658,0.0271,2.593,37.272,-0.7211,3114,-0.000221,0.019738,-0.6236,0.53296551,UNI,5m,ema_ribbon,tr,3h,36,F,False,False
-0.7628,-1.1219,-0.9222,-0.799,2344,0.9508,0.4585,1.123,-0.00037,1.0579,0.0204,0.8658,26.4483,-0.7676,2349,-0.00037,0.022479,-0.7976,0.42520642,UNI,5m,ema_ribbon,tr,4h,48,F,False,False
0.692,1.095,0.3527,-0.6171,898,1.0541,0.4851,1.1188,0.000483,1.073,0.0137,0.9702,9.289,0.2402,1577,0.000483,0.026536,0.7236,0.46944431,UNI,5m,ema_ribbon,tr,6h,72,C,False,False
-0.527,-0.7778,-0.7613,-0.8906,1096,0.9533,0.4819,1.0251,-0.000522,0.9708,0.0103,1.0141,12.8056,-0.7103,1185,-0.000522,0.032593,-0.551,0.58172066,UNI,5m,ema_ribbon,tr,8h,96,F,False,False
-0.7709,-0.9584,-0.8726,-0.8912,734,0.9171,0.483,0.9817,-0.001168,0.9602,0.0069,-1.6716,26.6223,-0.8067,793,-0.001168,0.04082,-0.8061,0.42045035,UNI,5m,ema_ribbon,tr,12h,144,F,False,False
-13.053,-16.7827,-0.9807,-0.9336,2848,0.4597,0.3539,0.8392,-0.000941,0.6456,0.0248,-0.5385,24.193,-0.933,2851,-0.000941,0.00368,-13.6478,0.0,UNI,5m,rsi_extreme,mr,5m,1,F,False,False
-8.6404,-10.1692,-0.9789,-0.9424,2769,0.5758,0.4076,0.837,-0.000964,0.7385,0.0248,-1.8622,43.7151,-0.9389,2851,-0.000964,0.005696,-9.0341,0.0,UNI,5m,rsi_extreme,mr,10m,2,F,False,False
-4.0835,-3.6518,-0.9826,-0.9527,2653,0.6362,0.4377,0.8172,-0.000995,0.7663,0.0239,-23.4713,1087.0775,-0.9506,2746,-0.000995,0.012217,-4.2696,2.025e-05,UNI,5m,rsi_extreme,mr,15m,3,F,False,False
-3.724,-3.2665,-0.974,-0.9421,2384,0.7065,0.458,0.8362,-0.001009,0.8147,0.0214,-15.4703,414.1362,-0.9347,2463,-0.001009,0.012865,-3.8936,0.00010137,UNI,5m,rsi_extreme,mr,30m,6,F,False,False
-4.0203,-4.0472,-0.9747,-0.935,2203,0.7344,0.4663,0.8407,-0.00108,0.8188,0.0198,-5.9986,109.9883,-0.9293,2282,-0.00108,0.012279,-4.2035,2.73e-05,UNI,5m,rsi_extreme,mr,45m,9,F,False,False
-3.7556,-3.8257,-0.9696,-0.941,2044,0.7489,0.4809,0.8085,-0.001131,0.8156,0.0189,-5.0647,87.0153,-0.9302,2169,-0.001131,0.01342,-3.9268,8.878e-05,UNI,5m,rsi_extreme,mr,1h,12,F,False,False
-3.4287,-3.7952,-0.9632,-0.9388,1819,0.7725,0.4703,0.8701,-0.00121,0.7971,0.0168,-3.0108,44.1177,-0.9231,1935,-0.00121,0.014852,-3.585,0.00034549,UNI,5m,rsi_extreme,mr,1.5h,18,F,False,False
-3.6281,-4.0775,-0.9801,-0.9506,1706,0.7558,0.4745,0.8368,-0.001513,0.7743,0.0154,-2.2804,23.8711,-0.9468,1768,-0.001513,0.016774,-3.7934,0.00015358,UNI,5m,rsi_extreme,mr,2h,24,F,False,False
-1.9033,-1.9623,-0.9672,-0.9369,1411,0.8209,0.4893,0.8567,-0.001331,0.8815,0.013,-4.4898,167.3214,-0.9247,1500,-0.001331,0.025904,-1.99,0.04677557,UNI,5m,rsi_extreme,mr,3h,36,F,False,False
-3.2853,-3.6024,-0.9834,-0.9703,1226,0.7402,0.4934,0.7599,-0.002294,0.8018,0.0113,-2.6506,30.4583,-0.9656,1295,-0.002294,0.024036,-3.4349,0.00061145,UNI,5m,rsi_extreme,mr,4h,48,F,False,False
-2.3486,-2.7995,-0.9765,-0.9378,1007,0.7894,0.4653,0.9071,-0.002207,0.9803,0.0089,-1.7472,21.0287,-0.9331,1023,-0.002207,0.028746,-2.4556,0.01422862,UNI,5m,rsi_extreme,mr,6h,72,F,False,False
-1.2667,-1.6756,-0.9352,-0.8866,706,0.8608,0.4793,0.935,-0.001631,0.9234,0.0074,1.1134,49.527,-0.8551,847,-0.001631,0.03585,-1.3244,0.18571275,UNI,5m,rsi_extreme,mr,8h,96,F,False,False
-0.0459,-0.0622,-0.5582,-0.6801,555,0.9944,0.5169,0.9295,-7.5e-05,0.9773,0.0054,0.106,10.4886,-0.4066,623,-7.5e-05,0.038944,-0.048,0.9617234,UNI,5m,rsi_extreme,mr,12h,144,F,False,False
-48.2803,-78.5502,-1.0,-1.0,49813,0.453,0.3284,0.9263,-0.001027,0.7109,0.4332,20.8519,2201.8769,-1.0,49819,-0.001027,0.00454,-50.4801,0.0,UNI,5m,momentum,tr,5m,1,F,False,False
-28.8282,-46.0834,-1.0,-1.0,31158,0.5469,0.3653,0.95,-0.001055,0.7682,0.271,14.398,1234.3547,-1.0,31162,-0.001055,0.006178,-30.1417,0.0,UNI,5m,momentum,tr,10m,2,F,False,False
-21.1105,-33.6841,-1.0,-1.0,23318,0.595,0.3795,0.9731,-0.001078,0.8087,0.2029,13.9288,1111.2702,-1.0,23328,-0.001078,0.007461,-22.0723,0.0,UNI,5m,momentum,tr,15m,3,F,False,False
-13.3127,-22.1178,-1.0,-1.0,14164,0.6837,0.4028,1.0137,-0.001062,0.8792,0.1232,7.222,259.061,-1.0,14166,-0.001062,0.009082,-13.9193,0.0,UNI,5m,momentum,tr,30m,6,F,False,False
-9.7856,-16.0416,-1.0,-1.0,10233,0.7173,0.4213,0.9853,-0.001101,0.8818,0.089,6.668,202.048,-1.0,10238,-0.001101,0.010891,-10.2314,0.0,UNI,5m,momentum,tr,45m,9,F,False,False
-7.3925,-9.8356,-0.9999,-0.9999,8049,0.7534,0.4302,0.9979,-0.001083,0.9332,0.07,-1.9288,171.9505,-0.9999,8050,-0.001083,0.012568,-7.7293,0.0,UNI,5m,momentum,tr,1h,12,F,False,False
-4.6082,-6.151,-0.9978,-0.9969,5633,0.8179,0.4389,1.0458,-0.000913,1.0072,0.049,-0.7817,61.1041,-0.9968,5635,-0.000913,0.01423,-4.8182,1.49e-06,UNI,5m,momentum,tr,1.5h,18,F,False,False
-4.2944,-5.9318,-0.997,-0.9948,4349,0.8144,0.4499,0.9958,-0.001078,1.0177,0.0378,-0.2243,25.7773,-0.9947,4350,-0.001078,0.015837,-4.4901,7.3e-06,UNI,5m,momentum,tr,2h,24,F,False,False
-2.1164,-3.2735,-0.9711,-0.9674,2975,0.8801,0.4556,1.0519,-0.000826,0.986,0.0259,2.6969,44.4968,-0.9534,2981,-0.000826,0.020384,-2.2128,0.02698472,UNI,5m,momentum,tr,3h,36,F,False,False
-1.6787,-2.5652,-0.9685,-0.9259,2273,0.8957,0.4719,1.0026,-0.000837,0.8714,0.0198,1.3224,15.1292,-0.9164,2274,-0.000837,0.022731,-1.7552,0.07935843,UNI,5m,momentum,tr,4h,48,F,False,False
-0.7184,-0.994,-0.8666,-0.8621,1534,0.9426,0.4688,1.0683,-0.000556,1.038,0.0134,0.3985,25.7469,-0.7775,1536,-0.000556,0.028998,-0.7511,0.45271264,UNI,5m,momentum,tr,6h,72,F,False,False
-0.3586,-0.5014,-0.745,-0.8638,498,0.9666,0.4897,1.0073,-0.000378,1.0176,0.0101,0.7541,22.9549,-0.6762,1166,-0.000378,0.034382,-0.3749,0.70777726,UNI,5m,momentum,tr,8h,96,F,False,False
-1.3283,-1.7979,-0.9325,-0.9255,783,0.8658,0.4745,0.9589,-0.001971,0.8323,0.0068,0.0713,11.8642,-0.8862,784,-0.001971,0.039736,-1.3888,0.1652798,UNI,5m,momentum,tr,12h,144,F,False,False
-15.2137,-28.1525,-1.0,-1.0,11403,0.4939,0.3125,1.0866,-0.000972,0.7522,0.0992,29.1824,2223.8127,-1.0,11405,-0.000972,0.006525,-15.9069,0.0,UNI,5m,range_breakout,tr,5m,1,F,False,False
-10.7704,-18.3967,-0.9999,-0.9999,8525,0.571,0.3424,1.0965,-0.001032,0.8257,0.0742,19.0371,1254.5947,-0.9999,8527,-0.001032,0.008466,-11.2611,0.0,UNI,5m,range_breakout,tr,10m,2,F,False,False
-10.0257,-20.6206,-0.9995,-0.9995,7437,0.6342,0.3635,1.1106,-0.000981,0.8713,0.0647,15.1924,565.7266,-0.9995,7439,-0.000981,0.008068,-10.4825,0.0,UNI,5m,range_breakout,tr,15m,3,F,False,False
-5.5867,-6.8735,-0.9991,-0.9989,5897,0.6993,0.3852,1.1163,-0.001044,0.9744,0.0513,-3.8144,993.4568,-0.9989,5899,-0.001044,0.013724,-5.8412,1e-08,UNI,5m,range_breakout,tr,30m,6,F,False,False
-6.0844,-11.7642,-0.998,-0.9969,5110,0.7329,0.403,1.0858,-0.001059,0.9597,0.0445,9.6598,267.3095,-0.9968,5112,-0.001059,0.011905,-6.3616,0.0,UNI,5m,range_breakout,tr,45m,9,F,False,False
-4.67,-8.0747,-0.9939,-0.9889,4526,0.7908,0.4192,1.0957,-0.000905,1.0181,0.0394,4.0156,66.9488,-0.9883,4535,-0.000905,0.012485,-4.8827,1.08e-06,UNI,5m,range_breakout,tr,1h,12,F,False,False
-3.8031,-6.4981,-0.9915,-0.9827,3707,0.8135,0.4281,1.0865,-0.000969,0.9603,0.0323,3.3466,48.4685,-0.9817,3716,-0.000969,0.01486,-3.9763,7.132e-05,UNI,5m,range_breakout,tr,1.5h,18,F,False,False
-3.7524,-6.1983,-0.9925,-0.9816,3138,0.8061,0.4322,1.0592,-0.00114,0.9601,0.0274,2.5993,34.8916,-0.9817,3147,-0.00114,0.016299,-3.9233,8.92e-05,UNI,5m,range_breakout,tr,2h,24,F,False,False
-2.8752,-4.5392,-0.9875,-0.9635,2380,0.8297,0.431,1.0952,-0.001199,0.9957,0.0207,1.5966,17.6425,-0.9633,2385,-0.001199,0.019474,-3.0062,0.00267266,UNI,5m,range_breakout,tr,3h,36,F,False,False
-0.5644,-0.9541,-0.7418,-0.8709,1890,0.9589,0.4627,1.1134,-0.000325,1.1505,0.0164,3.1738,50.8141,-0.6786,1891,-0.000325,0.023935,-0.5901,0.55516352,UNI,5m,range_breakout,tr,4h,48,F,False,False
-1.7842,-2.7568,-0.9667,-0.922,1356,0.8616,0.4496,1.0548,-0.001403,0.9764,0.0118,0.696,7.7998,-0.9116,1359,-0.001403,0.027721,-1.8654,0.06233518,UNI,5m,range_breakout,tr,6h,72,F,False,False
-1.3405,-1.2805,-0.9856,-0.9579,1058,0.85,0.5024,0.842,-0.001783,0.9239,0.0092,-6.4074,111.1077,-0.9573,1059,-0.001783,0.041408,-1.4016,0.16132509,UNI,5m,range_breakout,tr,8h,96,F,False,False
-0.7488,-1.1524,-0.8883,-0.7857,706,0.9228,0.4864,0.9745,-0.001083,0.9474,0.0064,0.4287,3.3502,-0.7298,734,-0.001083,0.037492,-0.7829,0.43391251,UNI,5m,range_breakout,tr,12h,144,F,False,False
-36.3471,-53.2472,-1.0,-1.0,14582,0.4048,0.3162,0.8754,-0.000956,0.6608,0.1269,0.8985,16.1381,-1.0,14589,-0.000956,0.00304,-38.0031,0.0,UNI,5m,macd_scalp,tr,5m,1,F,False,False
