sharpe,sortino,calmar,max_drawdown,max_dd_duration,profit_factor,win_rate,payoff_ratio,expectancy,tail_ratio,time_in_market,skewness,kurtosis,total_return,n_trades,mean_return,std_return,t_stat,p_value,asset,timeframe,strategy,type,holding,grade,pass_raw,pass_bonf
-12.6644,-16.0266,-0.9391,-0.5481,1141,0.2918,0.2727,0.7782,-0.000689,0.4676,0.0099,-0.2694,14.2708,-0.5463,1144,-0.000689,0.00176,-13.2416,0.0,BTC,5m,range_v1_lb24,range,10m,F,False,False
-9.7876,-11.5947,-0.9202,-0.5515,1072,0.367,0.3093,0.8196,-0.000704,0.5984,0.0095,-1.3506,12.297,-0.539,1096,-0.000704,0.002277,-10.2337,0.0,BTC,5m,range_v1_lb24,range,15m,F,False,False
-8.3683,-9.8457,-0.9355,-0.5744,1023,0.4184,0.3398,0.8128,-0.000818,0.586,0.0089,-1.2842,10.1113,-0.5694,1024,-0.000818,0.002992,-8.7497,0.0,BTC,5m,range_v1_lb24,range,30m,F,False,False
-6.4376,-7.5679,-0.9441,-0.6167,939,0.4695,0.3617,0.8285,-0.001004,0.6576,0.0082,-0.5497,27.4868,-0.6148,940,-0.001004,0.004573,-6.731,0.0,BTC,5m,range_v1_lb24,range,1h,F,False,False
-5.822,-6.4709,-0.9498,-0.6663,850,0.5076,0.3866,0.8054,-0.001268,0.638,0.0074,-1.9923,15.025,-0.6655,851,-0.001268,0.006075,-6.0873,0.0,BTC,5m,range_v1_lb24,range,2h,F,False,False
-2.8832,-3.5869,-0.8718,-0.5833,689,0.7095,0.439,0.9069,-0.001022,0.8424,0.0063,-0.6505,6.9378,-0.54,729,-0.001022,0.009157,-3.0147,0.00266211,BTC,5m,range_v1_lb24,range,4h,F,False,False
-2.4442,-3.2083,-0.8708,-0.6012,519,0.7259,0.4275,0.972,-0.001386,0.8704,0.0048,-0.323,3.4809,-0.5553,552,-0.001386,0.012738,-2.5556,0.01086676,BTC,5m,range_v1_lb24,range,8h,F,False,False
-1.4035,-2.0212,-0.7509,-0.5041,429,0.8243,0.4432,1.0355,-0.001023,0.904,0.004,0.0654,1.9795,-0.4055,458,-0.001023,0.014925,-1.4675,0.14293332,BTC,5m,range_v1_lb24,range,12h,F,False,False
-16.2512,-20.9067,-0.9496,-0.6948,1782,0.2978,0.2736,0.7905,-0.000658,0.5045,0.0155,-0.2063,11.9222,-0.6923,1787,-0.000658,0.001637,-16.9919,0.0,BTC,5m,range_v2_lb24,range,10m,F,False,False
-12.0829,-15.5513,-0.943,-0.6597,1644,0.3924,0.3182,0.8408,-0.000641,0.6059,0.0144,-0.4768,8.0131,-0.6549,1653,-0.000641,0.002064,-12.6336,0.0,BTC,5m,range_v2_lb24,range,15m,F,False,False
-8.1735,-10.0846,-0.9327,-0.6203,1449,0.5078,0.3752,0.8457,-0.000647,0.6041,0.0126,-0.7811,6.6821,-0.6112,1450,-0.000647,0.002883,-8.5461,0.0,BTC,5m,range_v2_lb24,range,30m,F,False,False
-6.7702,-7.884,-0.9313,-0.6585,1272,0.5364,0.3878,0.847,-0.000807,0.7022,0.0111,-1.4743,12.7373,-0.646,1274,-0.000807,0.004067,-7.0788,0.0,BTC,5m,range_v2_lb24,range,1h,F,False,False
-4.1015,-4.852,-0.8944,-0.6055,1116,0.6721,0.4235,0.9151,-0.000746,0.8106,0.0097,-1.5086,14.5268,-0.5737,1117,-0.000746,0.005814,-4.2885,1.954e-05,BTC,5m,range_v2_lb24,range,2h,F,False,False
-3.6905,-4.286,-0.9631,-0.6323,856,0.6741,0.4392,0.8608,-0.001098,0.7983,0.0079,-1.3094,8.3064,-0.6418,904,-0.001098,0.008557,-3.8587,0.00012208,BTC,5m,range_v2_lb24,range,4h,F,False,False
-0.9324,-1.2578,-0.5434,-0.5072,608,0.8927,0.4651,1.0266,-0.000471,0.973,0.0056,-0.164,3.9556,-0.2971,645,-0.000471,0.01227,-0.9749,0.32995131,BTC,5m,range_v2_lb24,range,8h,F,False,False
-1.0862,-1.6334,-0.5945,-0.602,477,0.8618,0.4542,1.0356,-0.000813,0.9684,0.0045,0.8448,6.1156,-0.3839,513,-0.000813,0.016219,-1.1357,0.25659453,BTC,5m,range_v2_lb24,range,12h,F,False,False
-23.0732,-26.5803,-0.9632,-0.7929,1375,0.137,0.2028,0.5385,-0.001144,0.2926,0.012,-1.5404,9.0792,-0.7935,1376,-0.001144,0.001759,-24.1249,0.0,BTC,5m,range_v3_lb24,range,10m,F,False,False
-21.5244,-25.0071,-0.966,-0.8163,1293,0.1517,0.2148,0.5546,-0.00131,0.3184,0.0113,-1.3495,6.8402,-0.8171,1294,-0.00131,0.002094,-22.5055,0.0,BTC,5m,range_v3_lb24,range,15m,F,False,False
-13.6988,-15.3129,-0.9608,-0.7894,1187,0.2569,0.2899,0.6294,-0.001292,0.4227,0.0104,-2.0144,13.569,-0.7885,1197,-0.001292,0.003121,-14.3232,0.0,BTC,5m,range_v3_lb24,range,30m,F,False,False
-9.4914,-11.3422,-0.961,-0.7933,1111,0.3698,0.3351,0.7337,-0.001388,0.4857,0.0098,-0.1179,20.6125,-0.7922,1122,-0.001388,0.004686,-9.924,0.0,BTC,5m,range_v3_lb24,range,1h,F,False,False
-6.0258,-7.6808,-0.9445,-0.755,988,0.53,0.3751,0.8829,-0.001335,0.6119,0.0087,0.0078,8.452,-0.7447,1005,-0.001335,0.006717,-6.3005,0.0,BTC,5m,range_v3_lb24,range,2h,F,False,False
-3.5798,-5.0021,-0.926,-0.7126,769,0.6614,0.4176,0.9226,-0.001344,0.7531,0.0073,0.8192,11.0317,-0.6924,843,-0.001344,0.010422,-3.743,0.0001942,BTC,5m,range_v3_lb24,range,4h,F,False,False
-2.0078,-2.8957,-0.7481,-0.6942,564,0.77,0.4279,1.0296,-0.001198,0.8576,0.0054,0.7254,7.0093,-0.5511,617,-0.001198,0.014169,-2.0993,0.03619447,BTC,5m,range_v3_lb24,range,8h,F,False,False
-1.3691,-2.075,-0.6564,-0.6684,402,0.8281,0.4358,1.0718,-0.001132,1.0687,0.0043,0.4707,3.6368,-0.4682,491,-0.001132,0.01753,-1.4315,0.15293764,BTC,5m,range_v3_lb24,range,12h,F,False,False
-28.0007,-35.6754,-0.9924,-0.9825,5988,0.3188,0.2914,0.7753,-0.000671,0.5136,0.0521,-0.3723,10.0516,-0.9823,5989,-0.000671,0.001775,-29.277,0.0,BTC,5m,range_tight_lb24,range,10m,F,False,False
-20.3569,-24.97,-0.9884,-0.9682,5350,0.411,0.3354,0.8145,-0.00064,0.6119,0.0465,-1.2345,14.0392,-0.9679,5352,-0.00064,0.002199,-21.2848,0.0,BTC,5m,range_tight_lb24,range,15m,F,False,False
-12.7817,-15.7728,-0.9793,-0.9352,4333,0.5382,0.3869,0.8527,-0.000619,0.7186,0.0377,-0.812,9.4662,-0.9332,4334,-0.000619,0.003051,-13.3643,0.0,BTC,5m,range_tight_lb24,range,30m,F,False,False
-9.159,-11.0978,-0.9764,-0.9256,3399,0.5968,0.4082,0.8652,-0.000742,0.6852,0.0296,-0.635,13.3035,-0.9227,3400,-0.000742,0.00452,-9.5765,0.0,BTC,5m,range_tight_lb24,range,1h,F,False,False
-5.2792,-6.4501,-0.9509,-0.8668,2486,0.7059,0.44,0.8986,-0.000738,0.7351,0.0217,-0.5528,9.9677,-0.8506,2498,-0.000738,0.006684,-5.5198,4e-08,BTC,5m,range_tight_lb24,range,2h,F,False,False
-2.47,-3.323,-0.8471,-0.7297,1501,0.8237,0.4587,0.9722,-0.0006,0.8448,0.0142,0.3007,10.4768,-0.6509,1633,-0.0006,0.009391,-2.5826,0.00989257,BTC,5m,range_tight_lb24,range,4h,F,False,False
-0.8312,-1.1568,-0.6736,-0.5056,951,0.9194,0.4579,1.0883,-0.00038,1.0191,0.0084,0.2291,5.7867,-0.3657,963,-0.00038,0.013585,-0.8691,0.38499764,BTC,5m,range_tight_lb24,range,8h,F,False,False
-0.6492,-0.8855,-0.7125,-0.4074,630,0.9282,0.4876,0.9753,-0.000416,0.939,0.006,0.0496,4.4565,-0.3126,687,-0.000416,0.016076,-0.6788,0.49748329,BTC,5m,range_tight_lb24,range,12h,F,False,False
-7.9014,-9.2456,-0.9308,-0.2801,426,0.2821,0.286,0.7041,-0.000753,0.4022,0.0038,-1.2632,9.5312,-0.2812,437,-0.000753,0.001907,-8.2615,0.0,BTC,5m,range_v1_lb48,range,10m,F,False,False
-6.7498,-7.6835,-0.9066,-0.2975,408,0.3251,0.3007,0.7561,-0.000817,0.5544,0.0036,-1.7439,10.5375,-0.2908,419,-0.000817,0.00237,-7.0575,0.0,BTC,5m,range_v1_lb48,range,15m,F,False,False
-6.7333,-7.2649,-0.9372,-0.3594,402,0.3162,0.3424,0.6072,-0.001108,0.4582,0.0035,-1.8933,8.9084,-0.3617,403,-0.001108,0.003161,-7.0402,0.0,BTC,5m,range_v1_lb48,range,30m,F,False,False
-5.4465,-6.3676,-0.9354,-0.3775,376,0.4157,0.3577,0.7464,-0.001234,0.4844,0.0033,-1.0708,4.2017,-0.3789,383,-0.001234,0.00424,-5.6948,2e-08,BTC,5m,range_v1_lb48,range,1h,F,False,False
-4.2618,-5.3654,-0.973,-0.3897,363,0.5024,0.3686,0.8607,-0.001394,0.5361,0.0032,-0.467,3.3984,-0.4062,369,-0.001394,0.006007,-4.456,1.11e-05,BTC,5m,range_v1_lb48,range,2h,F,False,False
-2.468,-3.166,-0.9408,-0.3303,342,0.6671,0.4198,0.9219,-0.001151,0.8411,0.003,-0.4845,3.0602,-0.3342,343,-0.001151,0.008261,-2.5805,0.0102826,BTC,5m,range_v1_lb48,range,4h,F,False,False
-1.095,-1.6035,-0.6867,-0.3094,274,0.8252,0.483,0.8833,-0.000814,1.0392,0.0026,0.3313,3.4354,-0.2298,294,-0.000814,0.012188,-1.1449,0.25320123,BTC,5m,range_v1_lb48,range,8h,F,False,False
-0.19,-0.2986,-0.2399,-0.2774,230,0.9669,0.5,0.9669,-0.000179,0.934,0.0023,0.4731,2.9505,-0.0725,264,-0.000179,0.01463,-0.1987,0.84264901,BTC,5m,range_v1_lb48,range,12h,F,False,False
-16.7984,-22.0122,-0.9589,-0.763,2207,0.3269,0.2853,0.8191,-0.000644,0.5213,0.0194,-0.0818,12.4384,-0.7627,2226,-0.000644,0.001731,-17.564,0.0,BTC,5m,range_v2_lb48,range,10m,F,False,False
-11.2412,-14.6769,-0.9508,-0.6834,1968,0.4456,0.3316,0.898,-0.00058,0.6582,0.0171,-0.2926,14.772,-0.6824,1969,-0.00058,0.002189,-11.7536,0.0,BTC,5m,range_v2_lb48,range,15m,F,False,False
-7.2597,-9.2403,-0.9306,-0.5889,1557,0.5657,0.3984,0.8544,-0.000542,0.6869,0.0138,-0.4495,8.4888,-0.5803,1589,-0.000542,0.002847,-7.5906,0.0,BTC,5m,range_v2_lb48,range,30m,F,False,False
-4.7457,-6.4039,-0.9348,-0.5454,1287,0.6473,0.42,0.8938,-0.000596,0.6956,0.0112,1.0663,20.3463,-0.5413,1288,-0.000596,0.004309,-4.962,7.9e-07,BTC,5m,range_v2_lb48,range,1h,F,False,False
-2.799,-3.6417,-0.8199,-0.5197,989,0.7609,0.4406,0.966,-0.000549,0.7896,0.0093,-0.1459,8.0873,-0.4551,1069,-0.000549,0.006133,-2.9266,0.00349982,BTC,5m,range_v2_lb48,range,2h,F,False,False
-2.0591,-2.7469,-0.8075,-0.532,810,0.8023,0.4645,0.9249,-0.000661,0.9058,0.0076,0.0241,5.427,-0.4587,874,-0.000661,0.009075,-2.153,0.03159264,BTC,5m,range_v2_lb48,range,4h,F,False,False
-0.072,-0.1046,-0.2032,-0.3332,539,0.9911,0.489,1.0356,-3.8e-05,0.9972,0.0055,0.4882,5.2067,-0.0738,638,-3.8e-05,0.012831,-0.0752,0.9400448,BTC,5m,range_v2_lb48,range,8h,F,False,False
0.0655,0.0892,-0.0932,-0.4019,427,1.009,0.5069,0.9816,4.9e-05,1.1305,0.0044,0.0085,3.5307,-0.0409,509,4.9e-05,0.016212,0.0685,0.94542354,BTC,5m,range_v2_lb48,range,12h,D,False,False
-23.0732,-26.5803,-0.9632,-0.7929,1375,0.137,0.2028,0.5385,-0.001144,0.2926,0.012,-1.5404,9.0792,-0.7935,1376,-0.001144,0.001759,-24.1249,0.0,BTC,5m,range_v3_lb48,range,10m,F,False,False
-21.5244,-25.0071,-0.966,-0.8163,1293,0.1517,0.2148,0.5546,-0.00131,0.3184,0.0113,-1.3495,6.8402,-0.8171,1294,-0.00131,0.002094,-22.5055,0.0,BTC,5m,range_v3_lb48,range,15m,F,False,False
-13.6988,-15.3129,-0.9608,-0.7894,1187,0.2569,0.2899,0.6294,-0.001292,0.4227,0.0104,-2.0144,13.569,-0.7885,1197,-0.001292,0.003121,-14.3232,0.0,BTC,5m,range_v3_lb48,range,30m,F,False,False
-9.4914,-11.3422,-0.961,-0.7933,1111,0.3698,0.3351,0.7337,-0.001388,0.4857,0.0098,-0.1179,20.6125,-0.7922,1122,-0.001388,0.004686,-9.924,0.0,BTC,5m,range_v3_lb48,range,1h,F,False,False
-6.0258,-7.6808,-0.9445,-0.755,988,0.53,0.3751,0.8829,-0.001335,0.6119,0.0087,0.0078,8.452,-0.7447,1005,-0.001335,0.006717,-6.3005,0.0,BTC,5m,range_v3_lb48,range,2h,F,False,False
-3.5798,-5.0021,-0.926,-0.7126,769,0.6614,0.4176,0.9226,-0.001344,0.7531,0.0073,0.8192,11.0317,-0.6924,843,-0.001344,0.010422,-3.743,0.0001942,BTC,5m,range_v3_lb48,range,4h,F,False,False
-2.0078,-2.8957,-0.7481,-0.6942,564,0.77,0.4279,1.0296,-0.001198,0.8576,0.0054,0.7254,7.0093,-0.5511,617,-0.001198,0.014169,-2.0993,0.03619447,BTC,5m,range_v3_lb48,range,8h,F,False,False
-1.3691,-2.075,-0.6564,-0.6684,402,0.8281,0.4358,1.0718,-0.001132,1.0687,0.0043,0.4707,3.6368,-0.4682,491,-0.001132,0.01753,-1.4315,0.15293764,BTC,5m,range_v3_lb48,range,12h,F,False,False
-31.7473,-40.5903,-0.9948,-0.9891,6564,0.3006,0.2888,0.7403,-0.000686,0.5007,0.0571,-0.4044,7.8347,-0.9891,6566,-0.000686,0.001676,-33.1944,0.0,BTC,5m,range_tight_lb48,range,10m,F,False,False
-23.1922,-29.1014,-0.9907,-0.9758,5647,0.3886,0.3349,0.7717,-0.000656,0.5812,0.0491,-0.7375,5.9802,-0.9757,5649,-0.000656,0.002033,-24.2493,0.0,BTC,5m,range_tight_lb48,range,15m,F,False,False
-13.6323,-17.2312,-0.9806,-0.9415,4231,0.5175,0.3881,0.8159,-0.000653,0.6555,0.0371,-0.3176,8.7236,-0.9396,4267,-0.000653,0.002992,-14.2536,0.0,BTC,5m,range_tight_lb48,range,30m,F,False,False
-8.2361,-10.5682,-0.9647,-0.8912,3153,0.6255,0.4202,0.8632,-0.000664,0.6853,0.0277,0.1248,11.807,-0.8832,3189,-0.000664,0.004352,-8.6115,0.0,BTC,5m,range_tight_lb48,range,1h,F,False,False
-4.4742,-5.7113,-0.9423,-0.7834,2300,0.7455,0.4545,0.8948,-0.000615,0.7205,0.0201,-0.2962,5.4245,-0.769,2308,-0.000615,0.006312,-4.6782,3.06e-06,BTC,5m,range_tight_lb48,range,2h,F,False,False
-2.4776,-3.3152,-0.8558,-0.7132,1442,0.8197,0.4784,0.8938,-0.000621,0.7875,0.0135,0.4578,10.16,-0.6431,1549,-0.000621,0.009429,-2.5905,0.00967351,BTC,5m,range_tight_lb48,range,4h,F,False,False
-0.3271,-0.4746,-0.4069,-0.4541,869,0.9666,0.4824,1.0373,-0.00015,1.054,0.0081,0.6546,7.1209,-0.2002,935,-0.00015,0.01339,-0.342,0.73243853,BTC,5m,range_tight_lb48,range,8h,F,False,False
0.7879,1.1039,1.0,-0.2754,429,1.0974,0.517,1.0253,0.000535,1.1105,0.0059,0.1287,3.9012,0.3046,677,0.000535,0.016912,0.8239,0.41030701,BTC,5m,range_tight_lb48,range,12h,C,False,False
-2.9489,-3.2186,-0.8879,-0.0763,93,0.3568,0.3854,0.569,-0.000795,0.5001,0.0008,-1.4632,6.9858,-0.0738,96,-0.000795,0.002527,-3.0833,0.00268003,BTC,5m,range_v1_lb96,range,10m,F,False,False
-2.2613,-2.4377,-0.813,-0.0813,90,0.4536,0.4194,0.6281,-0.000798,0.6285,0.0008,-1.3405,4.0889,-0.072,93,-0.000798,0.003256,-2.3644,0.02016353,BTC,5m,range_v1_lb96,range,15m,F,False,False
-2.6104,-2.9674,-0.8282,-0.1075,87,0.4046,0.3667,0.6989,-0.001124,0.4026,0.0008,-0.9488,3.2141,-0.0969,90,-0.001124,0.003907,-2.7293,0.00764795,BTC,5m,range_v1_lb96,range,30m,F,False,False
-2.9329,-3.3764,-0.8333,-0.1588,83,0.3719,0.3523,0.6837,-0.001747,0.5312,0.0008,-0.9367,2.1306,-0.1437,88,-0.001747,0.005344,-3.0666,0.00288466,BTC,5m,range_v1_lb96,range,1h,F,False,False
-3.3875,-4.056,-0.9081,-0.2015,86,0.3416,0.3678,0.5872,-0.002515,0.3717,0.0008,-0.6202,0.1999,-0.1983,87,-0.002515,0.006623,-3.5419,0.00064446,BTC,5m,range_v1_lb96,range,2h,F,False,False
-1.7215,-2.1537,-0.7324,-0.1842,57,0.5808,0.4471,0.7184,-0.001819,0.6657,0.0007,-0.6198,1.0843,-0.1465,85,-0.001819,0.009316,-1.7999,0.07546339,BTC,5m,range_v1_lb96,range,4h,F,False,False
-0.5808,-0.773,-0.5191,-0.1285,57,0.8149,0.4878,0.8556,-0.000842,1.1942,0.0007,0.0193,3.7448,-0.0727,82,-0.000842,0.012551,-0.6073,0.54534841,BTC,5m,range_v1_lb96,range,8h,F,False,False
-0.8803,-1.1417,-0.5927,-0.1796,53,0.7495,0.5,0.7495,-0.001476,0.7661,0.0007,-0.4932,1.367,-0.1157,78,-0.001476,0.014164,-0.9205,0.36021076,BTC,5m,range_v1_lb96,range,12h,F,False,False
-18.379,-23.3349,-0.9601,-0.776,2333,0.3065,0.2913,0.7455,-0.000639,0.5229,0.0203,-1.0353,16.3052,-0.7756,2334,-0.000639,0.001606,-19.2167,0.0,BTC,5m,range_v2_lb96,range,10m,F,False,False
-12.4883,-15.5251,-0.9522,-0.6999,1972,0.4103,0.3376,0.8052,-0.000606,0.6142,0.0172,-1.1777,14.6825,-0.6988,1973,-0.000606,0.002061,-13.0576,0.0,BTC,5m,range_v2_lb96,range,15m,F,False,False
-6.898,-8.2215,-0.913,-0.5891,1491,0.554,0.3948,0.8493,-0.000561,0.7334,0.013,-1.385,17.0122,-0.5699,1492,-0.000561,0.003004,-7.2124,0.0,BTC,5m,range_v2_lb96,range,30m,F,False,False
-4.4835,-5.5958,-0.8751,-0.5018,1124,0.6612,0.4258,0.8917,-0.000554,0.8061,0.0098,-0.6952,6.8421,-0.4686,1125,-0.000554,0.003963,-4.6879,3.1e-06,BTC,5m,range_v2_lb96,range,1h,F,False,False
-2.0012,-2.5254,-0.808,-0.3659,883,0.8103,0.4762,0.8911,-0.000416,0.7854,0.0077,-0.2673,6.1729,-0.3183,884,-0.000416,0.00591,-2.0924,0.03668928,BTC,5m,range_v2_lb96,range,2h,F,False,False
-1.1413,-1.4312,-0.6588,-0.3861,646,0.8683,0.4821,0.9327,-0.000416,0.8914,0.0061,-0.0123,13.9415,-0.2745,699,-0.000416,0.009225,-1.1933,0.23315934,BTC,5m,range_v2_lb96,range,4h,F,False,False
-0.0932,-0.1281,-0.2911,-0.2428,337,0.9875,0.5018,0.9803,-5.6e-05,0.9181,0.0047,0.4177,7.127,-0.077,546,-5.6e-05,0.013487,-0.0975,0.92240318,BTC,5m,range_v2_lb96,range,8h,F,False,False
0.1458,0.1913,-0.0251,-0.3004,318,1.021,0.5112,0.9764,0.00012,1.0756,0.0039,-0.2933,4.8809,-0.0082,448,0.00012,0.016604,0.1525,0.87887084,BTC,5m,range_v2_lb96,range,12h,D,False,False
-23.0732,-26.5803,-0.9632,-0.7929,1375,0.137,0.2028,0.5385,-0.001144,0.2926,0.012,-1.5404,9.0792,-0.7935,1376,-0.001144,0.001759,-24.1249,0.0,BTC,5m,range_v3_lb96,range,10m,F,False,False
-21.5244,-25.0071,-0.966,-0.8163,1293,0.1517,0.2148,0.5546,-0.00131,0.3184,0.0113,-1.3495,6.8402,-0.8171,1294,-0.00131,0.002094,-22.5055,0.0,BTC,5m,range_v3_lb96,range,15m,F,False,False
-13.6988,-15.3129,-0.9608,-0.7894,1187,0.2569,0.2899,0.6294,-0.001292,0.4227,0.0104,-2.0144,13.569,-0.7885,1197,-0.001292,0.003121,-14.3232,0.0,BTC,5m,range_v3_lb96,range,30m,F,False,False
-9.4914,-11.3422,-0.961,-0.7933,1111,0.3698,0.3351,0.7337,-0.001388,0.4857,0.0098,-0.1179,20.6125,-0.7922,1122,-0.001388,0.004686,-9.924,0.0,BTC,5m,range_v3_lb96,range,1h,F,False,False
-6.0258,-7.6808,-0.9445,-0.755,988,0.53,0.3751,0.8829,-0.001335,0.6119,0.0087,0.0078,8.452,-0.7447,1005,-0.001335,0.006717,-6.3005,0.0,BTC,5m,range_v3_lb96,range,2h,F,False,False
-3.5798,-5.0021,-0.926,-0.7126,769,0.6614,0.4176,0.9226,-0.001344,0.7531,0.0073,0.8192,11.0317,-0.6924,843,-0.001344,0.010422,-3.743,0.0001942,BTC,5m,range_v3_lb96,range,4h,F,False,False
-2.0078,-2.8957,-0.7481,-0.6942,564,0.77,0.4279,1.0296,-0.001198,0.8576,0.0054,0.7254,7.0093,-0.5511,617,-0.001198,0.014169,-2.0993,0.03619447,BTC,5m,range_v3_lb96,range,8h,F,False,False
-1.3691,-2.075,-0.6564,-0.6684,402,0.8281,0.4358,1.0718,-0.001132,1.0687,0.0043,0.4707,3.6368,-0.4682,491,-0.001132,0.01753,-1.4315,0.15293764,BTC,5m,range_v3_lb96,range,12h,F,False,False
-32.8046,-42.7432,-0.994,-0.9864,6237,0.2837,0.2866,0.706,-0.000688,0.4938,0.0542,-0.1378,8.1469,-0.9865,6238,-0.000688,0.001585,-34.2998,0.0,BTC,5m,range_tight_lb96,range,10m,F,False,False
-24.3497,-30.9869,-0.9898,-0.9715,5209,0.3596,0.3319,0.7239,-0.000682,0.5442,0.0453,-0.5446,5.909,-0.9717,5210,-0.000682,0.001933,-25.4596,0.0,BTC,5m,range_tight_lb96,range,15m,F,False,False
-14.0697,-17.7078,-0.9795,-0.9218,3702,0.4875,0.3846,0.7799,-0.000683,0.6406,0.0323,-0.5282,8.6927,-0.9219,3710,-0.000683,0.002828,-14.711,0.0,BTC,5m,range_tight_lb96,range,30m,F,False,False
-8.8534,-11.1967,-0.9654,-0.8695,2589,0.5745,0.4113,0.8221,-0.000762,0.6344,0.0226,-0.1699,7.8834,-0.8646,2594,-0.000762,0.004191,-9.257,0.0,BTC,5m,range_tight_lb96,range,1h,F,False,False
-4.9959,-6.3839,-0.9328,-0.7769,1814,0.689,0.4511,0.8384,-0.000755,0.6851,0.0158,-0.0013,8.7509,-0.7559,1820,-0.000755,0.006169,-5.2236,2e-07,BTC,5m,range_tight_lb96,range,2h,F,False,False
-3.9003,-5.028,-0.942,-0.7539,1175,0.7058,0.4563,0.841,-0.001035,0.7365,0.0109,0.138,9.473,-0.7417,1258,-0.001035,0.009002,-4.078,4.827e-05,BTC,5m,range_tight_lb96,range,4h,F,False,False
-1.2867,-1.691,-0.743,-0.5599,741,0.866,0.4981,0.8725,-0.000643,0.8223,0.007,0.2013,7.0233,-0.4446,801,-0.000643,0.013518,-1.3453,0.17890183,BTC,5m,range_tight_lb96,range,8h,F,False,False
-1.0257,-1.3894,-0.8196,-0.4498,421,0.8811,0.495,0.8988,-0.000705,0.8879,0.0052,0.0746,4.6309,-0.3952,602,-0.000705,0.016128,-1.0724,0.28395783,BTC,5m,range_tight_lb96,range,12h,F,False,False
-24.1819,-36.5847,-0.9974,-0.9957,6779,0.3915,0.2668,1.0759,-0.000799,0.6723,0.059,1.4064,21.2364,-0.9957,6780,-0.000799,0.002603,-25.2841,0.0,BTC,5m,brk_vol_lb12,breakout,10m,F,False,False
-19.7794,-29.0757,-0.9962,-0.9931,6178,0.444,0.2898,1.0878,-0.000796,0.7424,0.0539,0.7483,18.7911,-0.993,6193,-0.000796,0.003031,-20.6809,0.0,BTC,5m,brk_vol_lb12,breakout,15m,F,False,False
-13.2872,-20.9818,-0.9922,-0.982,5203,0.5504,0.3314,1.1107,-0.00076,0.8343,0.0453,1.6599,20.0387,-0.9818,5215,-0.00076,0.003951,-13.8929,0.0,BTC,5m,brk_vol_lb12,breakout,30m,F,False,False
-8.8512,-13.2557,-0.9864,-0.9587,4246,0.6469,0.368,1.111,-0.000736,0.9655,0.037,0.8226,10.1303,-0.9586,4250,-0.000736,0.005184,-9.2546,0.0,BTC,5m,brk_vol_lb12,breakout,1h,F,False,False
-5.3407,-7.5421,-0.9719,-0.8983,2990,0.7288,0.3971,1.1066,-0.000727,0.9683,0.0261,0.3906,10.7078,-0.8953,2997,-0.000727,0.007129,-5.5841,3e-08,BTC,5m,brk_vol_lb12,breakout,2h,F,False,False
-2.8089,-4.038,-0.9475,-0.7415,1832,0.8154,0.4317,1.0735,-0.000673,0.9874,0.016,0.2644,5.7713,-0.7344,1837,-0.000673,0.009824,-2.9369,0.0033561,BTC,5m,brk_vol_lb12,breakout,4h,F,False,False
-2.4224,-3.1336,-0.9742,-0.6983,1040,0.7901,0.4428,0.9941,-0.001098,0.8738,0.0091,-0.4313,6.8747,-0.7125,1041,-0.001098,0.013992,-2.5328,0.01146131,BTC,5m,brk_vol_lb12,breakout,8h,F,False,False
-2.6436,-3.5201,-0.9744,-0.7353,720,0.7466,0.4169,1.0443,-0.00176,0.8984,0.0063,-0.4764,3.4758,-0.7479,722,-0.00176,0.017105,-2.7641,0.00585326,BTC,5m,brk_vol_lb12,breakout,12h,F,False,False
-25.439,-38.9698,-0.9938,-0.9863,6109,0.3635,0.2631,1.0183,-0.000698,0.6714,0.0532,1.2418,17.9289,-0.9862,6116,-0.000698,0.002053,-26.5986,0.0,BTC,5m,brk_pullback_lb12,breakout,10m,F,False,False
-20.3783,-32.5332,-0.9919,-0.9809,5539,0.4258,0.2856,1.0651,-0.000708,0.7583,0.0482,1.9777,26.9288,-0.9807,5546,-0.000708,0.002475,-21.3072,0.0,BTC,5m,brk_pullback_lb12,breakout,15m,F,False,False
-13.2468,-20.5036,-0.987,-0.9618,4564,0.5366,0.3294,1.0925,-0.000707,0.8738,0.0397,1.0652,12.3186,-0.9616,4569,-0.000707,0.003451,-13.8506,0.0,BTC,5m,brk_pullback_lb12,breakout,30m,F,False,False
-8.5572,-12.5294,-0.9806,-0.937,3660,0.6317,0.3753,1.0514,-0.000735,0.8646,0.0319,0.7023,12.4947,-0.9357,3669,-0.000735,0.004979,-8.9472,0.0,BTC,5m,brk_pullback_lb12,breakout,1h,F,False,False
-5.8073,-8.3239,-0.969,-0.8914,2651,0.6951,0.4015,1.0361,-0.000798,0.9281,0.0231,0.498,9.4085,-0.8869,2655,-0.000798,0.00677,-6.072,0.0,BTC,5m,brk_pullback_lb12,breakout,2h,F,False,False
-3.318,-4.341,-0.9496,-0.7873,1614,0.7705,0.4264,1.0365,-0.00083,0.9499,0.0149,-0.4642,10.5218,-0.778,1712,-0.00083,0.009896,-3.4692,0.00053494,BTC,5m,brk_pullback_lb12,breakout,4h,F,False,False
-1.4082,-1.8603,-0.8013,-0.6242,992,0.8692,0.4615,1.0141,-0.000657,1.0092,0.0087,-0.3463,7.6759,-0.5315,1001,-0.000657,0.014121,-1.4724,0.1412347,BTC,5m,brk_pullback_lb12,breakout,8h,F,False,False
